timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,bnb_price,bnb_oracle_ts
1776338725.757,25.757,0.55,5.0,0.54,5.0,0.57,10.0,0.58,5.0,0.41,37.0,0.4,33.0,0.53,8.51,0.59,37.0,0.02,0.12,619.58514,1776338723000
1776338732.054,32.054,0.59,5.0,0.58,5.0,0.62,16.0,0.63,10.0,0.43,10.0,0.42,5.0,0.45,5.0,0.46,5.0,0.03,0.02,619.577487,1776338731000
1776338766.055,66.055,0.63,15.0,0.62,5.0,0.64,4.0,0.65,5.0,0.38,16.0,0.37,10.0,0.41,5.0,0.42,5.0,0.01,0.03,619.64,1776338764000
1776338778.716,78.716,0.63,21.2,0.62,16.0,0.65,2.0,0.66,5.0,0.36,4.0,0.35,5.0,0.37,15.0,0.38,5.0,0.02,0.01,619.642408,1776338777000
1776338787.093,87.093,0.63,5.0,0.62,5.0,0.66,4.0,0.67,5.0,0.35,2.0,0.34,5.0,0.37,21.2,0.38,16.0,0.03,0.02,619.635358,1776338786000
1776338808.405,108.405,0.65,15.0,0.64,5.0,0.66,1.92,0.72,15.0,0.34,4.0,0.33,5.0,0.37,5.0,0.38,5.0,0.01,0.03,619.69,1776338807000
1776338809.694,109.694,0.65,23.0,0.64,13.0,0.73,5.0,0.74,5.0,0.34,1.92,0.28,15.0,0.35,15.0,0.36,5.0,0.08,0.01,619.69,1776338808000
1776338831.778,131.778,0.7,5.0,0.69,5.0,0.73,1.09,0.74,5.0,0.27,5.0,0.26,5.0,0.35,23.0,0.36,13.0,0.03,0.08,619.680382,1776338830000
1776338866.438,166.438,0.8,5.0,0.79,5.0,0.81,5.0,0.82,5.0,0.27,1.09,0.26,5.0,0.3,5.0,0.31,5.0,0.01,0.03,619.714132,1776338865000
1776338879.828,179.828,0.8,15.0,0.79,5.0,0.82,3.0,0.83,5.0,0.19,5.0,0.18,5.0,0.2,5.0,0.21,5.0,0.02,0.01,619.711264,1776338878000
1776338893.57,193.57,0.84,5.0,0.83,5.0,0.88,16.79,0.89,31.6,0.18,3.0,0.17,5.0,0.2,15.0,0.21,5.0,0.04,0.02,619.71132,1776338892000
1776338898.238,198.238,0.87,5.0,0.86,5.0,0.88,96.53,0.89,31.6,0.12,16.79,0.11,31.6,0.16,5.0,0.17,5.0,0.01,0.04,619.735,1776338897000
1776338907.487,207.487,0.87,5.0,0.86,5.0,0.88,66.91,0.89,5.0,0.12,96.53,0.11,31.6,0.13,5.0,0.14,5.0,0.01,0.01,619.733,1776338906000
