timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,bnb_price,bnb_oracle_ts
1776172501.475,1.475,0.41,20.32,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,20.32,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,616.649712,1776172500000
1776172502.3,2.3,0.41,20.32,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,20.32,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,616.648,1776172501000
1776172503.842,3.842,0.41,20.32,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,20.32,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,616.614969,1776172502000
1776172504.461,4.461,0.41,20.32,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,20.32,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,616.610058,1776172503000
1776172504.744,4.744,0.42,7.15,0.41,50.0,0.35,24.0,0.31,425.0,0.27,450.0,0.6,10.33,0.61,50.0,0.65,10.0,0.69,375.0,0.71,50.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,20.32,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,616.610058,1776172503000
1776172505.191,5.191,0.42,7.15,0.41,50.0,0.35,24.0,0.31,425.0,0.27,450.0,0.6,10.33,0.61,50.0,0.65,10.0,0.69,375.0,0.71,50.0,0.4,10.33,0.39,50.0,0.35,10.0,0.31,375.0,0.29,50.0,0.58,7.15,0.59,50.0,0.65,24.0,0.69,425.0,0.73,450.0,0.18,0.18,616.610058,1776172504000
1776172505.591,5.591,0.42,5.42,0.35,24.0,0.31,50.0,0.27,450.0,0.25,600.0,0.6,8.66,0.61,50.0,0.65,10.0,0.71,50.0,0.73,450.0,0.4,10.33,0.39,50.0,0.35,10.0,0.29,50.0,0.27,450.0,0.58,5.42,0.59,50.0,0.65,24.0,0.69,50.0,0.73,450.0,0.18,0.18,616.610058,1776172504000
1776172506.002,6.002,0.44,3.21,0.42,5.42,0.35,14.0,0.31,50.0,0.27,450.0,0.56,5.0,0.6,8.66,0.61,50.0,0.71,50.0,0.73,450.0,0.4,8.66,0.39,50.0,0.35,10.0,0.29,50.0,0.27,450.0,0.58,5.42,0.65,24.0,0.69,50.0,0.73,450.0,0.75,600.0,0.12,0.18,616.610058,1776172504000
1776172506.645,6.645,0.44,3.21,0.42,5.42,0.35,14.0,0.31,50.0,0.27,450.0,0.56,5.0,0.6,8.66,0.61,50.0,0.71,50.0,0.73,450.0,0.44,5.0,0.4,8.66,0.39,50.0,0.29,50.0,0.27,450.0,0.56,3.21,0.58,5.42,0.65,14.0,0.69,50.0,0.73,450.0,0.12,0.12,616.59038,1776172505000
1776172507.271,7.271,0.44,3.21,0.42,5.42,0.35,14.0,0.31,50.0,0.27,450.0,0.56,5.0,0.6,8.66,0.61,50.0,0.71,50.0,0.73,450.0,0.44,5.0,0.4,8.66,0.39,50.0,0.29,50.0,0.27,450.0,0.56,3.21,0.58,5.42,0.65,14.0,0.69,50.0,0.73,450.0,0.12,0.12,616.623081,1776172506000
1776172508.317,8.317,0.44,3.21,0.42,5.42,0.35,14.0,0.31,50.0,0.27,450.0,0.56,5.0,0.6,8.66,0.61,50.0,0.71,50.0,0.73,450.0,0.44,5.0,0.4,8.66,0.39,50.0,0.29,50.0,0.27,450.0,0.56,3.21,0.58,5.42,0.65,14.0,0.69,50.0,0.73,450.0,0.12,0.12,616.637137,1776172507000
1776172508.675,8.675,0.44,5.0,0.43,6.98,0.31,66.0,0.25,600.0,0.21,800.0,0.53,8.11,0.56,5.0,0.61,50.0,0.71,50.0,0.75,600.0,0.44,5.0,0.4,8.66,0.39,50.0,0.29,50.0,0.27,450.0,0.56,3.21,0.58,5.42,0.65,14.0,0.69,50.0,0.73,450.0,0.09,0.12,616.637137,1776172507000
1776172509.006,9.006,0.44,5.0,0.43,6.98,0.31,66.0,0.25,600.0,0.21,800.0,0.53,8.11,0.56,5.0,0.61,50.0,0.71,50.0,0.75,600.0,0.47,8.11,0.44,5.0,0.39,50.0,0.29,50.0,0.25,600.0,0.56,5.0,0.57,6.98,0.69,66.0,0.75,600.0,0.79,800.0,0.09,0.09,616.63643,1776172508000
1776172509.978,9.978,0.44,5.0,0.43,6.98,0.31,66.0,0.25,600.0,0.21,800.0,0.53,8.11,0.56,5.0,0.61,50.0,0.71,50.0,0.75,600.0,0.47,8.11,0.44,5.0,0.39,50.0,0.29,50.0,0.25,600.0,0.56,5.0,0.57,6.98,0.69,66.0,0.75,600.0,0.79,800.0,0.09,0.09,616.631477,1776172509000
1776172511.078,11.078,0.44,5.0,0.43,6.98,0.31,66.0,0.25,600.0,0.21,800.0,0.53,8.11,0.56,5.0,0.61,50.0,0.71,50.0,0.75,600.0,0.47,8.11,0.44,5.0,0.39,50.0,0.29,50.0,0.25,600.0,0.56,5.0,0.57,6.98,0.69,66.0,0.75,600.0,0.79,800.0,0.09,0.09,616.623325,1776172510000
1776172511.977,11.977,0.44,5.0,0.43,6.98,0.31,66.0,0.25,600.0,0.21,800.0,0.53,8.11,0.56,5.0,0.61,50.0,0.71,50.0,0.75,600.0,0.47,8.11,0.44,5.0,0.39,50.0,0.29,50.0,0.25,600.0,0.56,5.0,0.57,6.98,0.69,66.0,0.75,600.0,0.79,800.0,0.09,0.09,616.623933,1776172511000
1776172513.712,13.712,0.44,5.0,0.43,6.98,0.31,66.0,0.25,600.0,0.21,800.0,0.53,8.11,0.56,5.0,0.61,50.0,0.71,50.0,0.75,600.0,0.47,8.11,0.44,5.0,0.39,50.0,0.29,50.0,0.25,600.0,0.56,5.0,0.57,6.98,0.69,66.0,0.75,600.0,0.79,800.0,0.09,0.09,616.623933,1776172512000
1776172514.254,14.254,0.44,5.0,0.43,6.98,0.31,66.0,0.25,600.0,0.21,800.0,0.53,8.11,0.56,5.0,0.61,50.0,0.71,50.0,0.75,600.0,0.47,8.11,0.44,5.0,0.39,50.0,0.29,50.0,0.25,600.0,0.56,5.0,0.57,6.98,0.69,66.0,0.75,600.0,0.79,800.0,0.09,0.09,616.589001,1776172513000
1776172515.501,15.501,0.44,5.0,0.43,6.98,0.31,66.0,0.25,600.0,0.21,800.0,0.53,8.11,0.56,5.0,0.61,50.0,0.71,50.0,0.75,600.0,0.47,8.11,0.44,5.0,0.39,50.0,0.29,50.0,0.25,600.0,0.56,5.0,0.57,6.98,0.69,66.0,0.75,600.0,0.79,800.0,0.09,0.09,616.648281,1776172514000
1776172516.471,16.471,0.44,5.0,0.43,6.98,0.31,66.0,0.25,600.0,0.21,800.0,0.53,8.11,0.56,5.0,0.61,50.0,0.71,50.0,0.75,600.0,0.47,8.11,0.44,5.0,0.39,50.0,0.29,50.0,0.25,600.0,0.56,5.0,0.57,6.98,0.69,66.0,0.75,600.0,0.79,800.0,0.09,0.09,616.648198,1776172515000
1776172517.182,17.182,0.44,5.0,0.43,6.98,0.31,66.0,0.25,600.0,0.21,800.0,0.53,8.11,0.56,5.0,0.61,50.0,0.71,50.0,0.75,600.0,0.47,8.11,0.44,5.0,0.39,50.0,0.29,50.0,0.25,600.0,0.56,5.0,0.57,6.98,0.69,66.0,0.75,600.0,0.79,800.0,0.09,0.09,616.614319,1776172516000
1776172518.252,18.252,0.44,5.0,0.43,6.98,0.37,5.0,0.36,15.0,0.35,5.0,0.54,10.0,0.55,5.0,0.56,5.0,0.57,6.98,0.61,55.0,0.47,8.11,0.44,5.0,0.39,50.0,0.29,50.0,0.25,600.0,0.56,5.0,0.57,6.98,0.69,66.0,0.75,600.0,0.79,800.0,0.1,0.09,616.614319,1776172516000
1776172519.686,19.686,0.44,5.0,0.43,6.98,0.37,5.0,0.36,15.0,0.35,5.0,0.54,10.0,0.55,5.0,0.56,5.0,0.57,6.98,0.61,55.0,0.46,10.0,0.45,5.0,0.44,5.0,0.43,6.98,0.39,55.0,0.56,5.0,0.57,6.98,0.63,5.0,0.64,15.0,0.65,5.0,0.1,0.1,616.64007,1776172518000
1776172520.289,20.289,0.44,5.0,0.43,6.98,0.37,5.0,0.36,15.0,0.35,5.0,0.54,10.0,0.55,5.0,0.56,5.0,0.57,6.98,0.61,55.0,0.46,10.0,0.45,5.0,0.44,5.0,0.43,6.98,0.39,55.0,0.56,5.0,0.57,6.98,0.63,5.0,0.64,15.0,0.65,5.0,0.1,0.1,616.626635,1776172519000
1776172521.128,21.128,0.44,3.28,0.37,5.0,0.36,5.0,0.35,15.0,0.34,19.0,0.55,5.0,0.56,5.0,0.57,11.0,0.61,55.0,0.62,5.0,0.46,10.0,0.45,5.0,0.44,5.0,0.43,6.98,0.39,55.0,0.56,5.0,0.57,6.98,0.63,5.0,0.64,15.0,0.65,5.0,0.11,0.1,616.626635,1776172519000
1776172521.513,21.513,0.44,3.28,0.37,5.0,0.36,5.0,0.35,15.0,0.34,19.0,0.55,5.0,0.56,5.0,0.57,11.0,0.61,55.0,0.62,5.0,0.45,5.0,0.44,5.0,0.43,11.0,0.39,55.0,0.38,5.0,0.56,3.28,0.63,5.0,0.64,5.0,0.65,15.0,0.66,19.0,0.11,0.11,616.642744,1776172520000
1776172522.147,22.147,0.44,3.28,0.37,5.0,0.36,5.0,0.35,15.0,0.34,19.0,0.55,5.0,0.56,5.0,0.57,11.0,0.61,55.0,0.62,5.0,0.45,5.0,0.44,5.0,0.43,11.0,0.39,55.0,0.38,5.0,0.56,3.28,0.63,5.0,0.64,5.0,0.65,15.0,0.66,19.0,0.11,0.11,616.642744,1776172521000
1776172523.31,23.31,0.44,3.28,0.37,5.0,0.36,5.0,0.35,15.0,0.34,19.0,0.55,5.0,0.56,5.0,0.57,11.0,0.61,55.0,0.62,5.0,0.45,5.0,0.44,5.0,0.43,11.0,0.39,55.0,0.38,5.0,0.56,3.28,0.63,5.0,0.64,5.0,0.65,15.0,0.66,19.0,0.11,0.11,616.65,1776172522000
1776172523.987,23.987,0.43,5.0,0.38,10.0,0.37,18.0,0.36,5.0,0.35,5.0,0.55,1.6,0.56,5.0,0.61,77.0,0.62,5.0,0.63,5.0,0.45,5.0,0.44,5.0,0.43,11.0,0.39,55.0,0.38,5.0,0.56,3.28,0.63,5.0,0.64,5.0,0.65,15.0,0.66,19.0,0.12,0.11,616.65,1776172522000
1776172524.259,24.259,0.43,5.0,0.38,10.0,0.37,18.0,0.36,5.0,0.35,5.0,0.55,1.6,0.56,5.0,0.61,77.0,0.62,5.0,0.63,5.0,0.45,1.6,0.44,5.0,0.39,77.0,0.38,5.0,0.37,5.0,0.57,5.0,0.62,10.0,0.63,18.0,0.64,5.0,0.65,5.0,0.12,0.12,616.648,1776172523000
1776172525.248,25.248,0.44,1.77,0.38,10.0,0.37,18.0,0.36,5.0,0.35,5.0,0.56,10.0,0.61,77.0,0.62,5.0,0.63,5.0,0.64,5.0,0.44,10.0,0.39,77.0,0.38,5.0,0.37,5.0,0.36,5.0,0.56,1.77,0.62,10.0,0.63,18.0,0.64,5.0,0.65,5.0,0.12,0.12,616.64551,1776172524000
1776172526.235,26.235,0.44,1.77,0.38,10.0,0.37,18.0,0.36,5.0,0.35,5.0,0.56,10.0,0.61,77.0,0.62,5.0,0.63,5.0,0.64,5.0,0.44,10.0,0.39,77.0,0.38,5.0,0.37,5.0,0.36,5.0,0.56,1.77,0.62,10.0,0.63,18.0,0.64,5.0,0.65,5.0,0.12,0.12,616.610509,1776172525000
1776172527.176,27.176,0.44,1.77,0.38,10.0,0.37,18.0,0.36,5.0,0.35,5.0,0.56,10.0,0.61,77.0,0.62,5.0,0.63,5.0,0.64,5.0,0.44,10.0,0.39,77.0,0.38,5.0,0.37,5.0,0.36,5.0,0.56,1.77,0.62,10.0,0.63,18.0,0.64,5.0,0.65,5.0,0.12,0.12,616.664,1776172526000
1776172528.193,28.193,0.44,1.77,0.38,10.0,0.37,18.0,0.36,5.0,0.35,5.0,0.56,10.0,0.61,77.0,0.62,5.0,0.63,5.0,0.64,5.0,0.44,10.0,0.39,77.0,0.38,5.0,0.37,5.0,0.36,5.0,0.56,1.77,0.62,10.0,0.63,18.0,0.64,5.0,0.65,5.0,0.12,0.12,616.659,1776172527000
1776172529.124,29.124,0.44,1.77,0.38,10.0,0.37,18.0,0.36,5.0,0.35,5.0,0.56,10.0,0.61,77.0,0.62,5.0,0.63,5.0,0.64,5.0,0.44,10.0,0.39,77.0,0.38,5.0,0.37,5.0,0.36,5.0,0.56,1.77,0.62,10.0,0.63,18.0,0.64,5.0,0.65,5.0,0.12,0.12,616.659,1776172528000
1776172530.103,30.103,0.44,1.77,0.38,10.0,0.37,18.0,0.36,5.0,0.35,5.0,0.56,10.0,0.61,77.0,0.62,5.0,0.63,5.0,0.64,5.0,0.44,10.0,0.39,77.0,0.38,5.0,0.37,5.0,0.36,5.0,0.56,1.77,0.62,10.0,0.63,18.0,0.64,5.0,0.65,5.0,0.12,0.12,616.67,1776172529000
1776172531.138,31.138,0.44,1.77,0.38,10.0,0.37,18.0,0.36,5.0,0.35,5.0,0.56,10.0,0.61,77.0,0.62,5.0,0.63,5.0,0.64,5.0,0.44,10.0,0.39,77.0,0.38,5.0,0.37,5.0,0.36,5.0,0.56,1.77,0.62,10.0,0.63,18.0,0.64,5.0,0.65,5.0,0.12,0.12,616.676,1776172530000
1776172532.042,32.042,0.44,1.77,0.38,10.0,0.37,18.0,0.36,5.0,0.35,5.0,0.56,10.0,0.61,77.0,0.62,5.0,0.63,5.0,0.64,5.0,0.44,10.0,0.39,77.0,0.38,5.0,0.37,5.0,0.36,5.0,0.56,1.77,0.62,10.0,0.63,18.0,0.64,5.0,0.65,5.0,0.12,0.12,616.7,1776172531000
1776172532.995,32.995,0.44,1.77,0.38,10.0,0.37,18.0,0.36,5.0,0.35,5.0,0.56,10.0,0.61,77.0,0.62,5.0,0.63,5.0,0.64,5.0,0.44,10.0,0.39,77.0,0.38,5.0,0.37,5.0,0.36,5.0,0.56,1.77,0.62,10.0,0.63,18.0,0.64,5.0,0.65,5.0,0.12,0.12,616.68637,1776172532000
1776172534.058,34.058,0.44,1.77,0.38,10.0,0.37,18.0,0.36,5.0,0.35,5.0,0.56,10.0,0.61,77.0,0.62,5.0,0.63,5.0,0.64,5.0,0.44,10.0,0.39,77.0,0.38,5.0,0.37,5.0,0.36,5.0,0.56,1.77,0.62,10.0,0.63,18.0,0.64,5.0,0.65,5.0,0.12,0.12,616.678689,1776172533000
1776172535.064,35.064,0.44,1.77,0.38,10.0,0.37,18.0,0.36,5.0,0.35,5.0,0.56,10.0,0.61,77.0,0.62,5.0,0.63,5.0,0.64,5.0,0.44,10.0,0.39,77.0,0.38,5.0,0.37,5.0,0.36,5.0,0.56,1.77,0.62,10.0,0.63,18.0,0.64,5.0,0.65,5.0,0.12,0.12,616.708,1776172534000
1776172536.111,36.111,0.44,1.77,0.38,10.0,0.37,18.0,0.36,5.0,0.35,5.0,0.56,10.0,0.61,77.0,0.62,5.0,0.63,5.0,0.64,5.0,0.44,10.0,0.39,77.0,0.38,5.0,0.37,5.0,0.36,5.0,0.56,1.77,0.62,10.0,0.63,18.0,0.64,5.0,0.65,5.0,0.12,0.12,616.70883,1776172535000
