timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,bnb_price,bnb_oracle_ts
1776168311.382,11.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.723,1776168310000
1776168311.942,11.942,0.44,10.0,0.37,18.0,0.36,5.0,0.35,20.0,0.34,5.0,0.55,5.0,0.56,5.0,0.59,12.0,0.61,55.0,0.62,15.0,0.45,5.0,0.44,5.0,0.41,12.0,0.39,55.0,0.38,15.0,0.56,10.0,0.63,18.0,0.64,5.0,0.65,20.0,0.66,5.0,0.11,0.11,616.723,1776168310000
1776168312.46,12.46,0.44,10.0,0.37,18.0,0.36,5.0,0.35,20.0,0.34,5.0,0.55,5.0,0.56,5.0,0.59,12.0,0.61,55.0,0.62,15.0,0.45,5.0,0.44,5.0,0.41,12.0,0.39,55.0,0.38,15.0,0.56,10.0,0.63,18.0,0.64,5.0,0.65,20.0,0.66,5.0,0.11,0.11,616.721,1776168311000
1776168313.572,13.572,0.44,10.0,0.37,18.0,0.36,5.0,0.35,20.0,0.34,5.0,0.55,5.0,0.56,5.0,0.59,12.0,0.61,55.0,0.62,15.0,0.45,5.0,0.44,5.0,0.41,12.0,0.39,55.0,0.38,15.0,0.56,10.0,0.63,18.0,0.64,5.0,0.65,20.0,0.66,5.0,0.11,0.11,616.706497,1776168312000
1776168314.707,14.707,0.44,10.0,0.37,18.0,0.36,5.0,0.35,20.0,0.34,5.0,0.55,5.0,0.56,5.0,0.59,12.0,0.61,55.0,0.62,15.0,0.45,5.0,0.44,5.0,0.41,12.0,0.39,55.0,0.38,15.0,0.56,10.0,0.63,18.0,0.64,5.0,0.65,20.0,0.66,5.0,0.11,0.11,616.693692,1776168313000
1776168315.617,15.617,0.44,10.0,0.37,18.0,0.36,5.0,0.35,20.0,0.34,5.0,0.55,5.0,0.56,5.0,0.59,12.0,0.61,55.0,0.62,15.0,0.45,5.0,0.44,5.0,0.41,12.0,0.39,55.0,0.38,15.0,0.56,10.0,0.63,18.0,0.64,5.0,0.65,20.0,0.66,5.0,0.11,0.11,616.707625,1776168314000
1776168316.302,16.302,0.44,10.0,0.37,18.0,0.36,5.0,0.35,20.0,0.34,5.0,0.55,5.0,0.56,5.0,0.59,12.0,0.61,55.0,0.62,15.0,0.45,5.0,0.44,5.0,0.41,12.0,0.39,55.0,0.38,15.0,0.56,10.0,0.63,18.0,0.64,5.0,0.65,20.0,0.66,5.0,0.11,0.11,616.708,1776168315000
1776168318.014,18.014,0.44,10.0,0.37,18.0,0.36,5.0,0.35,20.0,0.34,5.0,0.55,5.0,0.56,5.0,0.59,12.0,0.61,55.0,0.62,15.0,0.45,5.0,0.44,5.0,0.41,12.0,0.39,55.0,0.38,15.0,0.56,10.0,0.63,18.0,0.64,5.0,0.65,20.0,0.66,5.0,0.11,0.11,616.729752,1776168316000
1776168318.736,18.736,0.44,10.0,0.37,18.0,0.36,5.0,0.35,20.0,0.34,5.0,0.55,5.0,0.56,5.0,0.59,12.0,0.61,55.0,0.62,15.0,0.45,5.0,0.44,5.0,0.41,12.0,0.39,55.0,0.38,15.0,0.56,10.0,0.63,18.0,0.64,5.0,0.65,20.0,0.66,5.0,0.11,0.11,616.73,1776168317000
1776168319.548,19.548,0.44,10.0,0.37,18.0,0.36,5.0,0.35,20.0,0.34,5.0,0.55,5.0,0.56,5.0,0.59,12.0,0.61,55.0,0.62,15.0,0.45,5.0,0.44,5.0,0.41,12.0,0.39,55.0,0.38,15.0,0.56,10.0,0.63,18.0,0.64,5.0,0.65,20.0,0.66,5.0,0.11,0.11,616.726415,1776168318000
1776168320.226,20.226,0.44,10.0,0.37,18.0,0.36,5.0,0.35,20.0,0.34,5.0,0.55,5.0,0.56,5.0,0.59,12.0,0.61,55.0,0.62,15.0,0.45,5.0,0.44,5.0,0.41,12.0,0.39,55.0,0.38,15.0,0.56,10.0,0.63,18.0,0.64,5.0,0.65,20.0,0.66,5.0,0.11,0.11,616.723,1776168319000
1776168321.862,21.862,0.44,10.0,0.37,18.0,0.36,5.0,0.35,20.0,0.34,5.0,0.55,5.0,0.56,5.0,0.59,12.0,0.61,55.0,0.62,15.0,0.45,5.0,0.44,5.0,0.41,12.0,0.39,55.0,0.38,15.0,0.56,10.0,0.63,18.0,0.64,5.0,0.65,20.0,0.66,5.0,0.11,0.11,616.72341,1776168320000
