timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,bnb_price,bnb_oracle_ts
1776340205.922,5.922,0.41,20.32,0.35,5.0,0.42,5.0,0.43,10.0,0.41,37.0,0.4,33.0,0.52,6.25,0.59,37.0,0.01,0.11,620.62714,1776340204000
1776340213.284,13.284,0.41,9.32,0.33,5.0,0.42,11.0,0.43,13.0,0.58,5.0,0.57,10.0,0.59,20.32,0.65,5.0,0.01,0.01,620.523,1776340211000
1776340225.603,25.603,0.41,132.32,0.4,5.0,0.53,5.0,0.54,5.0,0.58,11.0,0.57,13.0,0.59,4.32,0.67,5.0,0.12,0.01,620.528835,1776340224000
1776340226.054,26.054,0.41,124.44,0.4,5.0,0.57,5.0,0.61,5.0,0.47,5.0,0.43,5.0,0.59,124.44,0.6,5.0,0.16,0.12,620.52762,1776340225000
1776340228.09,28.09,0.45,5.0,0.44,5.0,0.48,5.0,0.49,11.0,0.43,5.0,0.39,5.0,0.59,124.44,0.6,5.0,0.03,0.16,620.600255,1776340227000
1776340230.377,30.377,0.53,5.0,0.52,5.0,0.55,8.0,0.56,13.0,0.52,5.0,0.51,11.0,0.55,5.0,0.56,5.0,0.02,0.03,620.612,1776340229000
1776340237.476,37.476,0.49,5.0,0.48,5.0,0.52,5.0,0.53,5.0,0.45,8.0,0.44,13.0,0.47,5.0,0.48,5.0,0.03,0.02,620.694,1776340236000
1776340256.872,56.872,0.5,5.0,0.49,5.0,0.53,5.0,0.54,5.0,0.48,5.0,0.47,5.0,0.51,5.0,0.52,5.0,0.03,0.03,620.654,1776340256000
1776340262.631,62.631,0.45,3.18,0.44,5.0,0.47,5.0,0.48,5.0,0.47,5.0,0.46,5.0,0.5,5.0,0.51,5.0,0.02,0.03,620.654,1776340261000
1776340280.145,80.145,0.39,5.0,0.38,5.0,0.41,3.6,0.42,8.0,0.53,5.0,0.52,5.0,0.55,3.18,0.56,5.0,0.02,0.02,620.548404,1776340278000
