timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,bnb_price,bnb_oracle_ts
1776310500.526,0.526,0.41,46.76,0.4,33.0,0.59,37.0,0.6,33.0,0.49,5.0,0.48,5.0,0.52,5.0,0.53,25.0,0.18,0.03,624.657314,1776310499000
1776310501.692,1.692,0.41,46.76,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,46.76,0.6,33.0,0.18,0.18,624.66583,1776310500000
1776310502.238,2.238,0.41,46.76,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,46.76,0.6,33.0,0.18,0.18,624.672,1776310501000
1776310503.409,3.409,0.41,46.76,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,46.76,0.6,33.0,0.18,0.18,624.65444,1776310502000
1776310503.938,3.938,0.41,46.76,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,46.76,0.6,33.0,0.18,0.18,624.65444,1776310503000
1776310505.061,5.061,0.41,46.76,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,46.76,0.6,33.0,0.18,0.18,624.631,1776310504000
1776310506.105,6.105,0.41,46.76,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,46.76,0.6,33.0,0.18,0.18,624.625,1776310505000
1776310507.077,7.077,0.41,46.76,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,46.76,0.6,33.0,0.18,0.18,624.614,1776310506000
1776310508.027,8.027,0.41,46.76,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,46.76,0.6,33.0,0.18,0.18,624.632726,1776310507000
1776310509.0,9.0,0.41,46.76,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,46.76,0.6,33.0,0.18,0.18,624.62657,1776310508000
1776310510.059,10.059,0.41,46.76,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,46.76,0.6,33.0,0.18,0.18,624.654625,1776310509000
1776310511.068,11.068,0.41,46.76,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,46.76,0.6,33.0,0.18,0.18,624.654625,1776310510000
1776310521.502,21.502,0.47,5.0,0.46,5.0,0.49,5.0,0.5,10.0,0.41,37.0,0.4,33.0,0.59,46.76,0.6,33.0,0.02,0.18,624.626593,1776310520000
1776310526.979,26.979,0.46,4.98,0.45,5.0,0.47,5.0,0.48,14.0,0.51,5.0,0.5,10.0,0.53,5.0,0.54,5.0,0.01,0.02,624.656,1776310525000
1776310544.524,44.524,0.46,14.98,0.45,10.0,0.48,23.0,0.55,5.0,0.53,5.0,0.52,14.0,0.54,4.98,0.55,5.0,0.02,0.01,624.62926,1776310543000
1776310552.321,52.321,0.47,5.0,0.46,9.98,0.48,18.0,0.53,5.0,0.52,23.0,0.45,5.0,0.54,14.98,0.55,10.0,0.01,0.02,624.657836,1776310550000
1776310552.528,52.528,0.47,10.0,0.46,9.98,0.48,2.06,0.59,10.0,0.52,7.06,0.41,10.0,0.53,10.0,0.54,9.98,0.01,0.01,624.657836,1776310550000
