timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,bnb_price,bnb_oracle_ts
1776272708.33,8.33,0.49,5.0,0.48,10.0,0.51,5.0,0.52,5.0,0.5,5.0,0.41,37.0,0.59,37.0,0.6,33.0,0.02,0.09,621.796597,1776272707000
1776272711.57,11.57,0.48,15.0,0.47,5.0,0.5,5.0,0.51,5.0,0.49,5.0,0.48,5.0,0.51,5.0,0.52,10.0,0.02,0.02,621.817396,1776272710000
1776272714.816,14.816,0.51,5.0,0.5,5.0,0.53,3.11,0.54,13.0,0.5,5.0,0.49,5.0,0.52,15.0,0.53,5.0,0.02,0.02,621.818507,1776272713000
1776272718.092,18.092,0.46,8.0,0.42,5.0,0.48,5.0,0.49,5.0,0.47,3.11,0.46,13.0,0.49,5.0,0.5,5.0,0.02,0.02,621.826228,1776272717000
1776272729.625,29.625,0.46,2.9,0.39,5.0,0.47,50.0,0.48,5.0,0.52,5.0,0.51,5.0,0.54,8.0,0.58,5.0,0.01,0.02,621.664843,1776272728000
1776272735.485,35.485,0.46,2.9,0.41,5.0,0.47,44.1,0.48,5.0,0.53,50.0,0.52,5.0,0.54,2.9,0.61,5.0,0.01,0.01,621.64767,1776272734000
1776272735.95,35.95,0.46,2.9,0.42,5.0,0.47,44.1,0.48,5.0,0.53,44.1,0.52,5.0,0.54,2.9,0.59,5.0,0.01,0.01,621.64767,1776272734000
1776272740.782,40.782,0.33,10.0,0.32,5.0,0.47,44.1,0.48,5.0,0.53,44.1,0.52,5.0,0.54,2.9,0.58,5.0,0.14,0.01,621.6406,1776272739000
1776272743.272,43.272,0.27,10.0,0.26,10.0,0.29,23.0,0.34,5.0,0.53,44.1,0.52,5.0,0.67,10.0,0.68,5.0,0.02,0.14,621.640638,1776272741000
1776272747.531,47.531,0.28,3.61,0.27,10.0,0.29,23.0,0.34,5.0,0.71,23.0,0.66,5.0,0.73,10.0,0.74,10.0,0.01,0.02,621.550682,1776272746000
1776272751.745,51.745,0.25,3.5,0.24,5.0,0.26,21.0,0.27,5.0,0.71,23.0,0.66,5.0,0.72,3.61,0.73,10.0,0.01,0.01,621.45774,1776272750000
