timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,bnb_price,bnb_oracle_ts
1776226801.44,1.44,0.5,5.0,0.33,300.0,0.67,300.0,0.69,375.0,0.33,300.0,0.31,375.0,0.5,5.0,0.67,300.0,0.17,0.17,615.849516,1776226800000
1776226801.732,1.732,0.5,5.0,0.33,300.0,0.67,300.0,0.69,375.0,0.34,6.0,0.33,300.0,0.5,5.0,0.67,300.0,0.17,0.16,615.849516,1776226800000
1776226802.082,2.082,0.5,5.0,0.33,300.0,0.66,6.0,0.67,300.0,0.34,6.0,0.33,300.0,0.5,5.0,0.67,300.0,0.16,0.16,615.849406,1776226801000
1776226803.208,3.208,0.5,5.0,0.33,300.0,0.66,6.0,0.67,300.0,0.34,6.0,0.33,300.0,0.5,5.0,0.67,300.0,0.16,0.16,615.702005,1776226802000
1776226804.311,4.311,0.5,5.0,0.33,300.0,0.66,6.0,0.67,300.0,0.34,6.0,0.33,300.0,0.5,5.0,0.67,300.0,0.16,0.16,615.63,1776226803000
1776226805.511,5.511,0.5,5.0,0.33,300.0,0.66,6.0,0.67,300.0,0.34,6.0,0.33,300.0,0.5,5.0,0.67,300.0,0.16,0.16,615.611,1776226804000
1776226805.846,5.846,0.27,450.0,0.25,610.0,0.51,55.0,0.6,6.0,0.34,6.0,0.33,300.0,0.5,5.0,0.67,300.0,0.24,0.16,615.611,1776226804000
1776226807.178,7.178,0.27,450.0,0.25,610.0,0.51,55.0,0.6,6.0,0.49,55.0,0.4,6.0,0.73,450.0,0.75,610.0,0.24,0.24,615.551,1776226806000
1776226808.404,8.404,0.27,450.0,0.25,610.0,0.51,55.0,0.6,6.0,0.49,55.0,0.4,6.0,0.73,450.0,0.75,610.0,0.24,0.24,615.551819,1776226807000
1776226808.992,8.992,0.27,450.0,0.25,610.0,0.51,55.0,0.6,6.0,0.49,55.0,0.4,6.0,0.73,450.0,0.75,610.0,0.24,0.24,615.556672,1776226808000
1776226810.158,10.158,0.27,450.0,0.25,610.0,0.51,55.0,0.6,6.0,0.49,55.0,0.4,6.0,0.73,450.0,0.75,610.0,0.24,0.24,615.595,1776226809000
1776226811.318,11.318,0.27,450.0,0.25,610.0,0.51,55.0,0.6,6.0,0.49,55.0,0.4,6.0,0.73,450.0,0.75,610.0,0.24,0.24,615.579189,1776226810000
1776226812.459,12.459,0.27,450.0,0.25,610.0,0.51,55.0,0.6,6.0,0.49,55.0,0.4,6.0,0.73,450.0,0.75,610.0,0.24,0.24,615.585,1776226811000
1776226813.014,13.014,0.27,450.0,0.25,610.0,0.51,55.0,0.6,6.0,0.49,55.0,0.4,6.0,0.73,450.0,0.75,610.0,0.24,0.24,615.568685,1776226812000
1776226814.912,14.912,0.27,450.0,0.25,610.0,0.51,55.0,0.6,6.0,0.49,55.0,0.4,6.0,0.73,450.0,0.75,610.0,0.24,0.24,615.529,1776226813000
1776226815.411,15.411,0.27,450.0,0.25,610.0,0.51,55.0,0.6,6.0,0.49,55.0,0.4,6.0,0.73,450.0,0.75,610.0,0.24,0.24,615.55,1776226814000
1776226815.996,15.996,0.27,450.0,0.25,610.0,0.51,55.0,0.6,6.0,0.49,55.0,0.4,6.0,0.73,450.0,0.75,610.0,0.24,0.24,615.55,1776226815000
1776226817.056,17.056,0.27,450.0,0.25,610.0,0.51,55.0,0.6,6.0,0.49,55.0,0.4,6.0,0.73,450.0,0.75,610.0,0.24,0.24,615.571,1776226816000
1776226818.387,18.387,0.27,450.0,0.25,610.0,0.51,55.0,0.6,6.0,0.49,55.0,0.4,6.0,0.73,450.0,0.75,610.0,0.24,0.24,615.581,1776226817000
1776226818.904,18.904,0.27,450.0,0.25,610.0,0.51,55.0,0.6,6.0,0.49,55.0,0.4,6.0,0.73,450.0,0.75,610.0,0.24,0.24,615.581,1776226818000
1776226819.995,19.995,0.27,450.0,0.25,610.0,0.51,55.0,0.6,6.0,0.49,55.0,0.4,6.0,0.73,450.0,0.75,610.0,0.24,0.24,615.583,1776226819000
1776226821.143,21.143,0.27,450.0,0.25,610.0,0.51,55.0,0.6,6.0,0.49,55.0,0.4,6.0,0.73,450.0,0.75,610.0,0.24,0.24,615.583,1776226820000
1776226822.426,22.426,0.27,450.0,0.25,610.0,0.51,55.0,0.6,6.0,0.49,55.0,0.4,6.0,0.73,450.0,0.75,610.0,0.24,0.24,615.581,1776226821000
1776226822.886,22.886,0.27,450.0,0.25,610.0,0.51,55.0,0.6,6.0,0.49,55.0,0.4,6.0,0.73,450.0,0.75,610.0,0.24,0.24,615.582,1776226822000
1776226824.101,24.101,0.27,450.0,0.25,610.0,0.51,55.0,0.6,6.0,0.49,55.0,0.4,6.0,0.73,450.0,0.75,610.0,0.24,0.24,615.583,1776226823000
1776226825.285,25.285,0.27,450.0,0.25,610.0,0.51,55.0,0.6,6.0,0.49,55.0,0.4,6.0,0.73,450.0,0.75,610.0,0.24,0.24,615.58,1776226824000
1776226826.361,26.361,0.27,450.0,0.25,610.0,0.51,55.0,0.6,6.0,0.49,55.0,0.4,6.0,0.73,450.0,0.75,610.0,0.24,0.24,615.582,1776226825000
1776226826.918,26.918,0.27,450.0,0.25,610.0,0.51,55.0,0.6,6.0,0.49,55.0,0.4,6.0,0.73,450.0,0.75,610.0,0.24,0.24,615.583,1776226826000
1776226828.053,28.053,0.27,450.0,0.25,610.0,0.51,55.0,0.6,6.0,0.49,55.0,0.4,6.0,0.73,450.0,0.75,610.0,0.24,0.24,615.583,1776226827000
1776226829.638,29.638,0.27,450.0,0.25,610.0,0.51,55.0,0.6,6.0,0.49,55.0,0.4,6.0,0.73,450.0,0.75,610.0,0.24,0.24,615.582,1776226828000
1776226830.134,30.134,0.27,450.0,0.25,610.0,0.51,55.0,0.6,6.0,0.49,55.0,0.4,6.0,0.73,450.0,0.75,610.0,0.24,0.24,615.575,1776226829000
1776226831.118,31.118,0.27,450.0,0.25,610.0,0.51,55.0,0.6,6.0,0.49,55.0,0.4,6.0,0.73,450.0,0.75,610.0,0.24,0.24,615.581,1776226830000
1776226832.145,32.145,0.27,450.0,0.25,610.0,0.51,55.0,0.6,6.0,0.49,55.0,0.4,6.0,0.73,450.0,0.75,610.0,0.24,0.24,615.581,1776226831000
