timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,bnb_price,bnb_oracle_ts
1776166201.026,1.026,0.41,13.0,0.4,13.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,13.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,13.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,13.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,616.425,1776166200000
1776166201.962,1.962,0.41,13.0,0.4,13.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,13.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,13.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,13.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,616.422,1776166201000
1776166202.959,2.959,0.41,13.0,0.4,13.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,13.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,13.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,13.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,616.383839,1776166202000
1776166204.845,4.845,0.41,13.0,0.4,13.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,13.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,13.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,13.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,616.33739,1776166203000
1776166205.379,5.379,0.41,13.0,0.4,13.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,13.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,13.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,13.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,616.319778,1776166204000
1776166205.945,5.945,0.41,13.0,0.4,13.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,13.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,13.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,13.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,616.319778,1776166205000
1776166207.006,7.006,0.41,13.0,0.4,13.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,13.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,13.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,13.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,616.332194,1776166206000
1776166208.203,8.203,0.41,13.0,0.4,13.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,13.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,13.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,13.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,616.346425,1776166207000
1776166209.21,9.21,0.41,13.0,0.4,13.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,13.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,13.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,13.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,616.362831,1776166208000
1776166210.473,10.473,0.41,5.0,0.4,5.0,0.34,10.0,0.31,66.0,0.21,800.0,0.45,10.0,0.53,10.0,0.6,5.0,0.61,50.0,0.71,50.0,0.55,10.0,0.47,10.0,0.4,5.0,0.39,50.0,0.29,50.0,0.59,5.0,0.6,5.0,0.66,10.0,0.69,66.0,0.79,800.0,0.04,0.04,616.353529,1776166209000
1776166211.056,11.056,0.41,5.0,0.4,5.0,0.34,10.0,0.31,66.0,0.21,800.0,0.45,10.0,0.53,10.0,0.6,5.0,0.61,50.0,0.71,50.0,0.55,10.0,0.47,10.0,0.4,5.0,0.39,50.0,0.29,50.0,0.59,5.0,0.6,5.0,0.66,10.0,0.69,66.0,0.79,800.0,0.04,0.04,616.353288,1776166210000
1776166212.323,12.323,0.41,5.0,0.4,5.0,0.34,10.0,0.31,66.0,0.21,800.0,0.45,10.0,0.53,10.0,0.6,5.0,0.61,50.0,0.71,50.0,0.55,10.0,0.47,10.0,0.4,5.0,0.39,50.0,0.29,50.0,0.59,5.0,0.6,5.0,0.66,10.0,0.69,66.0,0.79,800.0,0.04,0.04,616.346,1776166211000
