timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,bnb_price,bnb_oracle_ts
1776303901.059,1.059,0.41,44.32,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,44.32,0.6,33.0,0.18,0.18,622.635537,1776303900000
1776303907.955,7.955,0.46,5.0,0.45,5.0,0.48,5.0,0.49,5.0,0.41,37.0,0.4,33.0,0.59,44.32,0.6,33.0,0.02,0.18,622.636275,1776303906000
1776303910.727,10.727,0.46,5.0,0.45,10.0,0.47,2.87,0.48,5.0,0.52,5.0,0.51,5.0,0.54,5.0,0.55,5.0,0.01,0.02,622.63385,1776303909000
1776303911.244,11.244,0.41,5.0,0.4,5.0,0.43,5.0,0.44,5.0,0.53,2.87,0.52,5.0,0.54,5.0,0.55,10.0,0.02,0.01,622.634495,1776303910000
1776303913.528,13.528,0.44,5.0,0.43,5.0,0.46,5.0,0.47,2.87,0.57,5.0,0.56,5.0,0.59,5.0,0.6,5.0,0.02,0.02,622.576741,1776303912000
1776303920.398,20.398,0.41,0.75,0.36,5.0,0.42,5.0,0.43,10.0,0.54,5.0,0.53,2.87,0.56,5.0,0.57,5.0,0.01,0.02,622.559639,1776303919000
1776303925.926,25.926,0.34,10.0,0.33,5.0,0.42,5.0,0.43,10.0,0.58,5.0,0.57,10.0,0.59,0.75,0.64,5.0,0.08,0.01,622.517927,1776303924000
1776303928.6,28.6,0.34,10.0,0.33,5.0,0.36,5.0,0.37,5.0,0.58,5.0,0.57,10.0,0.66,10.0,0.67,5.0,0.02,0.08,622.520084,1776303927000
1776303943.463,43.463,0.37,5.0,0.36,5.0,0.39,4.87,0.4,5.0,0.64,5.0,0.63,5.0,0.66,10.0,0.67,5.0,0.02,0.02,622.506285,1776303942000
1776303949.67,49.67,0.31,5.0,0.3,5.0,0.33,5.0,0.34,5.0,0.61,4.87,0.6,5.0,0.63,5.0,0.64,5.0,0.02,0.02,622.505095,1776303947000
1776303951.46,51.46,0.3,5.0,0.29,5.0,0.32,5.0,0.33,5.0,0.67,5.0,0.66,5.0,0.69,5.0,0.7,5.0,0.02,0.02,622.422175,1776303950000
1776303954.524,54.524,0.28,5.0,0.27,5.0,0.31,5.0,0.32,5.0,0.68,5.0,0.67,5.0,0.7,5.0,0.71,5.0,0.03,0.02,622.392155,1776303953000
1776303959.489,59.489,0.27,5.0,0.26,5.0,0.29,5.0,0.3,5.0,0.69,5.0,0.68,5.0,0.72,5.0,0.73,5.0,0.02,0.03,622.394953,1776303958000
1776303961.389,61.389,0.24,5.0,0.23,5.0,0.26,5.0,0.27,5.0,0.71,5.0,0.7,5.0,0.73,5.0,0.74,5.0,0.02,0.02,622.398699,1776303960000
1776303969.476,69.476,0.34,5.0,0.33,5.0,0.36,5.0,0.41,5.0,0.74,5.0,0.73,5.0,0.76,5.0,0.77,5.0,0.02,0.02,622.401,1776303968000
1776303969.874,69.874,0.37,5.0,0.36,5.0,0.39,5.0,0.4,5.0,0.64,5.0,0.59,5.0,0.66,5.0,0.67,5.0,0.02,0.02,622.401,1776303968000
