timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,bnb_price,bnb_oracle_ts
1776406206.557,6.557,0.68,5.0,0.67,5.0,0.7,5.0,0.71,5.0,0.41,10.0,0.4,5.0,0.59,10.0,0.6,5.0,0.02,0.18,628.13936,1776406205000
1776406232.587,32.587,0.71,5.0,0.7,5.0,0.75,5.0,0.76,10.0,0.3,5.0,0.29,5.0,0.32,5.0,0.33,5.0,0.04,0.02,628.273,1776406231000
1776406235.94,35.94,0.7,20.0,0.69,5.0,0.73,5.0,0.74,5.0,0.25,5.0,0.24,10.0,0.29,5.0,0.3,5.0,0.03,0.04,628.312066,1776406234000
1776406240.848,40.848,0.76,10.0,0.75,5.0,0.78,4.0,0.79,5.0,0.27,5.0,0.26,5.0,0.3,20.0,0.31,5.0,0.02,0.03,628.373741,1776406239000
1776406245.932,45.932,0.78,0.45,0.77,5.0,0.8,5.0,0.81,5.0,0.22,4.0,0.21,5.0,0.24,10.0,0.25,5.0,0.02,0.02,628.414,1776406244000
1776406249.126,49.126,0.72,33.0,0.69,5.0,0.74,5.0,0.75,5.0,0.2,5.0,0.19,5.0,0.22,0.45,0.23,5.0,0.02,0.02,628.431,1776406248000
1776406250.255,50.255,0.72,28.0,0.67,5.0,0.73,10.0,0.74,5.0,0.26,5.0,0.25,5.0,0.28,33.0,0.31,5.0,0.01,0.02,628.431,1776406248000
1776406260.611,60.611,0.69,5.0,0.68,5.0,0.72,8.0,0.73,5.0,0.27,10.0,0.26,5.0,0.28,28.0,0.33,5.0,0.03,0.01,628.287989,1776406259000
1776406267.33,67.33,0.78,5.0,0.77,5.0,0.8,16.2,0.81,66.89,0.28,8.0,0.27,5.0,0.31,5.0,0.32,5.0,0.02,0.03,628.246,1776406266000
1776406271.006,71.006,0.79,5.0,0.78,5.0,0.81,50.0,0.82,5.0,0.19,66.89,0.18,17.6,0.22,5.0,0.23,5.0,0.02,0.03,628.388541,1776406270000
1776406275.384,75.384,0.75,5.0,0.74,5.0,0.8,9.89,0.81,76.89,0.19,50.0,0.18,5.0,0.21,5.0,0.22,5.0,0.05,0.02,628.361,1776406274000
1776406278.113,78.113,0.77,5.0,0.76,5.0,0.79,15.7,0.8,14.89,0.2,9.89,0.19,76.89,0.25,5.0,0.26,5.0,0.02,0.05,628.351,1776406276000
1776406294.661,94.661,0.75,5.0,0.74,5.0,0.78,20.2,0.79,20.7,0.21,15.7,0.2,14.89,0.23,5.0,0.24,5.0,0.03,0.02,628.31,1776406293000
1776406344.137,144.137,0.68,5.0,0.67,5.0,0.71,60.0,0.72,5.0,0.22,20.2,0.21,20.7,0.25,5.0,0.26,5.0,0.03,0.03,628.221994,1776406342000
1776406359.465,159.465,0.74,5.0,0.73,5.0,0.8,5.0,0.81,55.0,0.29,60.0,0.28,5.0,0.32,5.0,0.33,5.0,0.06,0.03,628.207,1776406358000
1776406381.228,181.228,0.68,31.0,0.67,5.0,0.7,3.57,0.71,55.0,0.2,5.0,0.19,55.0,0.26,5.0,0.27,5.0,0.02,0.06,628.214721,1776406380000
1776406386.502,186.502,0.68,25.0,0.66,5.0,0.7,1.56,0.71,55.0,0.3,3.57,0.29,55.0,0.32,31.0,0.33,5.0,0.02,0.02,628.204838,1776406385000
1776406397.394,197.394,0.67,21.0,0.66,5.0,0.69,5.0,0.7,5.0,0.3,1.56,0.29,55.0,0.32,25.0,0.34,5.0,0.02,0.02,628.147188,1776406396000
1776406401.409,201.409,0.8,29.0,0.79,5.0,0.81,46.33,0.83,5.0,0.31,5.0,0.3,5.0,0.33,21.0,0.34,5.0,0.01,0.02,628.191,1776406400000
1776406408.891,208.891,0.89,33.0,0.88,5.0,0.9,5.0,0.91,61.0,0.19,38.99,0.17,5.0,0.2,29.0,0.21,5.0,0.01,0.01,628.27559,1776406407000
1776406411.682,211.682,0.89,33.0,0.88,5.0,0.9,3.87,0.91,61.0,0.1,5.0,0.09,61.0,0.11,33.0,0.12,5.0,0.01,0.01,628.428822,1776406410000
1776406412.235,212.235,0.89,33.0,0.88,5.0,0.91,4.82,0.92,12.0,0.1,3.87,0.09,61.0,0.11,33.0,0.12,5.0,0.02,0.01,628.43347,1776406411000
1776406413.202,213.202,0.9,5.0,0.89,33.0,0.91,3.5,0.92,12.0,0.09,4.82,0.08,12.0,0.11,33.0,0.12,5.0,0.01,0.02,628.43347,1776406411000
1776406420.887,220.887,0.91,6.5,0.9,39.45,0.92,12.0,0.93,14.0,0.09,3.5,0.08,12.0,0.1,5.0,0.11,33.0,0.01,0.01,628.60402,1776406419000
1776406421.098,221.098,0.91,42.19,0.9,33.9,0.95,11.0,0.96,25.0,0.08,12.0,0.07,14.0,0.09,6.5,0.1,39.45,0.04,0.01,628.60402,1776406419000
1776406428.054,228.054,0.94,105.1,0.93,44.9,0.95,5.95,0.96,25.0,0.05,11.0,0.04,25.0,0.09,42.19,0.1,33.9,0.01,0.04,628.64187,1776406426000
1776406430.432,230.432,0.95,64.7,0.94,105.1,0.96,7.4,0.97,33.0,0.04,9.49,0.03,33.0,0.06,105.1,0.07,44.9,0.01,0.02,628.636928,1776406428000
1776406431.462,231.462,0.95,64.7,0.94,105.1,0.96,2.97,0.97,33.0,0.04,7.4,0.03,33.0,0.05,64.7,0.06,105.1,0.01,0.01,628.669,1776406430000
1776406431.843,231.843,0.95,64.7,0.94,105.1,0.96,1.87,0.97,33.0,0.04,2.97,0.03,33.0,0.05,64.7,0.06,105.1,0.01,0.01,628.669,1776406430000
1776406434.344,234.344,0.95,64.7,0.94,105.1,0.97,22.87,0.98,60.0,0.04,1.87,0.03,33.0,0.05,64.7,0.06,105.1,0.02,0.01,628.645,1776406432000
1776406436.409,236.409,0.96,100.7,0.95,64.7,0.98,60.0,0.99,210.0,0.03,22.87,0.02,60.0,0.05,64.7,0.06,105.1,0.02,0.02,628.635484,1776406435000
1776406437.06,237.06,0.97,92.99,0.96,77.7,0.98,60.0,0.99,210.0,0.02,60.0,0.01,210.0,0.04,100.7,0.05,64.7,0.01,0.02,628.635484,1776406435000
1776406443.961,243.961,0.97,99.3,0.96,77.7,0.98,52.0,0.99,472.6,0.02,60.0,0.01,210.0,0.03,92.99,0.04,77.7,0.01,0.01,628.61769,1776406442000
1776406450.457,250.457,0.97,94.3,0.96,72.7,0.98,43.32,0.99,210.0,0.02,46.9,0.01,472.6,0.03,99.3,0.04,77.7,0.01,0.01,628.573155,1776406449000
1776406454.99,254.99,0.97,99.3,0.96,72.7,0.98,38.47,0.99,210.0,0.02,43.32,0.01,210.0,0.03,94.3,0.04,72.7,0.01,0.01,628.582,1776406453000
1776406457.357,257.357,0.97,99.3,0.96,72.7,0.98,36.47,0.99,210.0,0.02,38.47,0.01,210.0,0.03,99.3,0.04,72.7,0.01,0.01,628.548657,1776406456000
