timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,bnb_price,bnb_oracle_ts
1776312900.503,0.503,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.48,5.0,0.47,25.0,0.52,5.0,0.53,25.0,0.18,0.04,624.007098,1776312899000
1776312901.376,1.376,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,624.008154,1776312900000
1776312902.001,2.001,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,624.008154,1776312901000
1776312903.155,3.155,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,624.007593,1776312902000
1776312904.123,4.123,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,624.006251,1776312903000
1776312905.238,5.238,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,623.863261,1776312904000
1776312906.335,6.335,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,623.860422,1776312905000
1776312907.448,7.448,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,623.864822,1776312906000
1776312907.965,7.965,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,623.865299,1776312907000
1776312908.883,8.883,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,623.865066,1776312908000
1776312910.72,10.72,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,623.86563,1776312909000
1776312911.528,11.528,0.46,5.0,0.45,5.0,0.49,5.0,0.5,5.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.03,0.18,623.865762,1776312910000
1776312928.64,28.64,0.42,5.0,0.41,5.0,0.43,0.45,0.44,5.0,0.51,5.0,0.5,5.0,0.54,5.0,0.55,5.0,0.01,0.03,623.935401,1776312927000
1776312929.491,29.491,0.43,5.0,0.42,5.0,0.45,5.0,0.46,5.0,0.57,0.45,0.56,5.0,0.58,5.0,0.59,5.0,0.02,0.01,623.935401,1776312927000
1776312951.846,51.846,0.45,3.18,0.44,5.0,0.47,5.0,0.48,5.0,0.55,5.0,0.54,5.0,0.57,5.0,0.58,5.0,0.02,0.02,624.00538,1776312951000
1776312962.019,62.019,0.5,5.0,0.49,11.0,0.59,5.0,0.6,5.0,0.53,5.0,0.52,5.0,0.55,3.18,0.56,5.0,0.09,0.02,623.967946,1776312960000
1776312966.468,66.468,0.63,5.0,0.62,5.0,0.65,10.0,0.69,5.0,0.41,5.0,0.4,5.0,0.5,5.0,0.51,11.0,0.02,0.09,624.098461,1776312965000
1776312968.423,68.423,0.74,5.0,0.73,5.0,0.76,19.3,0.77,14.7,0.35,5.0,0.32,5.0,0.36,5.0,0.37,5.0,0.02,0.01,624.099121,1776312966000
1776312971.847,71.847,0.77,5.0,0.76,5.0,0.78,16.35,0.79,15.7,0.24,19.3,0.23,14.7,0.26,5.0,0.27,5.0,0.01,0.02,624.227691,1776312970000
1776312972.574,72.574,0.76,5.0,0.75,5.0,0.78,16.35,0.79,15.7,0.22,16.35,0.21,15.7,0.23,5.0,0.24,5.0,0.02,0.01,624.227785,1776312971000
1776312974.542,74.542,0.77,5.0,0.76,5.0,0.79,20.7,0.8,21.2,0.22,16.35,0.21,15.7,0.24,5.0,0.25,5.0,0.02,0.02,624.266,1776312973000
