timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,bnb_price,bnb_oracle_ts
1776163501.492,1.492,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,617.839515,1776163500000
1776163502.15,2.15,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,617.835801,1776163501000
1776163503.201,3.201,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,617.83748,1776163502000
1776163504.256,4.256,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.18,0.18,617.814943,1776163503000
1776163505.867,5.867,0.46,5.0,0.45,5.0,0.38,13.0,0.31,50.0,0.27,450.0,0.56,3.21,0.57,5.0,0.6,12.0,0.61,50.0,0.71,50.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,189.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,189.0,0.1,0.18,617.814943,1776163503000
1776163506.334,6.334,0.46,5.0,0.45,5.0,0.38,13.0,0.31,50.0,0.27,450.0,0.56,3.21,0.57,5.0,0.6,12.0,0.61,50.0,0.71,50.0,0.44,3.21,0.43,5.0,0.4,12.0,0.39,50.0,0.29,50.0,0.54,5.0,0.55,5.0,0.62,13.0,0.69,50.0,0.73,450.0,0.1,0.1,617.825931,1776163505000
1776163507.554,7.554,0.46,5.0,0.45,5.0,0.38,13.0,0.31,50.0,0.27,450.0,0.56,3.21,0.57,5.0,0.6,12.0,0.61,50.0,0.71,50.0,0.44,3.21,0.43,5.0,0.4,12.0,0.39,50.0,0.29,50.0,0.54,5.0,0.55,5.0,0.62,13.0,0.69,50.0,0.73,450.0,0.1,0.1,617.78859,1776163506000
1776163508.141,8.141,0.46,5.0,0.45,5.0,0.38,13.0,0.31,50.0,0.27,450.0,0.56,3.21,0.57,5.0,0.6,12.0,0.61,50.0,0.71,50.0,0.44,3.21,0.43,5.0,0.4,12.0,0.39,50.0,0.29,50.0,0.54,5.0,0.55,5.0,0.62,13.0,0.69,50.0,0.73,450.0,0.1,0.1,617.797672,1776163507000
1776163509.35,9.35,0.46,5.0,0.45,5.0,0.38,13.0,0.31,50.0,0.27,450.0,0.56,3.21,0.57,5.0,0.6,12.0,0.61,50.0,0.71,50.0,0.44,3.21,0.43,5.0,0.4,12.0,0.39,50.0,0.29,50.0,0.54,5.0,0.55,5.0,0.62,13.0,0.69,50.0,0.73,450.0,0.1,0.1,617.794884,1776163508000
1776163510.126,10.126,0.46,5.0,0.45,5.0,0.38,13.0,0.31,50.0,0.27,450.0,0.56,3.21,0.57,5.0,0.6,12.0,0.61,50.0,0.71,50.0,0.44,3.21,0.43,5.0,0.4,12.0,0.39,50.0,0.29,50.0,0.54,5.0,0.55,5.0,0.62,13.0,0.69,50.0,0.73,450.0,0.1,0.1,617.849244,1776163509000
