timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,bnb_price,bnb_oracle_ts
1776194411.336,11.336,,,,,,,,,,,,,,,,,,,614.861405,1776194410000
1776194412.012,12.012,0.55,9.0,0.51,5.0,0.59,10.0,0.6,5.0,0.41,10.0,0.4,5.0,0.47,9.0,0.49,5.0,0.04,0.06,614.861405,1776194410000
1776194412.294,12.294,0.53,9.0,0.51,5.0,0.59,10.0,0.6,5.0,0.41,10.0,0.4,5.0,0.47,9.0,0.49,5.0,0.06,0.06,614.88938,1776194411000
1776194412.881,12.881,0.53,9.0,0.51,5.0,0.59,10.0,0.6,5.0,0.41,10.0,0.4,5.0,0.47,9.0,0.49,5.0,0.06,0.06,614.891604,1776194412000
1776194413.403,13.403,0.55,9.0,0.51,5.0,0.59,5.0,0.6,5.0,0.41,10.0,0.4,5.0,0.47,9.0,0.49,5.0,0.04,0.06,614.891604,1776194412000
1776194413.834,13.834,0.55,9.0,0.51,5.0,0.59,5.0,0.6,5.0,0.41,5.0,0.4,5.0,0.45,9.0,0.49,5.0,0.04,0.04,614.892553,1776194413000
1776194415.841,15.841,0.55,9.0,0.51,5.0,0.59,5.0,0.6,5.0,0.41,5.0,0.4,5.0,0.45,9.0,0.49,5.0,0.04,0.04,614.89352,1776194414000
1776194416.357,16.357,0.56,8.0,0.51,55.0,0.6,5.0,0.61,5.0,0.41,5.0,0.4,5.0,0.45,9.0,0.49,5.0,0.04,0.04,614.89352,1776194414000
1776194416.739,16.739,0.56,8.0,0.51,55.0,0.6,5.0,0.61,5.0,0.4,5.0,0.39,5.0,0.44,8.0,0.49,55.0,0.04,0.04,614.89352,1776194415000
1776194417.595,17.595,0.56,8.0,0.51,55.0,0.6,5.0,0.61,5.0,0.4,5.0,0.39,5.0,0.44,8.0,0.49,55.0,0.04,0.04,614.894925,1776194416000
1776194418.337,18.337,0.56,8.0,0.51,55.0,0.6,5.0,0.61,5.0,0.4,5.0,0.39,5.0,0.44,8.0,0.49,55.0,0.04,0.04,614.894925,1776194417000
1776194419.131,19.131,0.56,8.0,0.51,55.0,0.6,5.0,0.61,5.0,0.4,5.0,0.39,5.0,0.44,8.0,0.49,55.0,0.04,0.04,614.893207,1776194418000
1776194420.486,20.486,0.56,8.0,0.51,55.0,0.6,5.0,0.61,5.0,0.4,5.0,0.39,5.0,0.44,8.0,0.49,55.0,0.04,0.04,614.897,1776194419000
