timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,bnb_price,bnb_oracle_ts
1776396601.003,1.003,0.52,20.0,0.41,10.0,0.59,10.0,0.63,180.0,0.41,10.0,0.37,180.0,0.48,20.0,0.59,10.0,0.07,0.07,629.631812,1776396600000
1776396602.317,2.317,0.52,20.0,0.41,10.0,0.59,10.0,0.63,180.0,0.41,10.0,0.37,180.0,0.48,20.0,0.59,10.0,0.07,0.07,629.630688,1776396601000
1776396603.12,3.12,0.52,20.0,0.41,10.0,0.59,10.0,0.63,180.0,0.41,10.0,0.37,180.0,0.48,20.0,0.59,10.0,0.07,0.07,629.635937,1776396602000
1776396603.536,3.536,0.52,20.0,0.49,5.0,0.53,1.22,0.54,5.0,0.41,10.0,0.37,180.0,0.48,20.0,0.59,10.0,0.01,0.07,629.635937,1776396602000
1776396604.353,4.353,0.52,20.0,0.49,5.0,0.53,1.22,0.54,5.0,0.47,1.22,0.46,5.0,0.48,20.0,0.51,5.0,0.01,0.01,629.637566,1776396603000
1776396605.926,5.926,0.52,20.0,0.49,5.0,0.53,1.22,0.54,5.0,0.47,1.22,0.46,5.0,0.48,20.0,0.51,5.0,0.01,0.01,629.650178,1776396604000
1776396606.721,6.721,0.52,20.0,0.49,5.0,0.53,1.22,0.54,5.0,0.47,1.22,0.46,5.0,0.48,20.0,0.51,5.0,0.01,0.01,629.666777,1776396605000
1776396607.418,7.418,0.52,20.0,0.49,5.0,0.53,1.22,0.54,5.0,0.47,1.22,0.46,5.0,0.48,20.0,0.51,5.0,0.01,0.01,629.666777,1776396606000
1776396608.007,8.007,0.52,20.0,0.49,5.0,0.53,1.22,0.54,5.0,0.47,1.22,0.46,5.0,0.48,20.0,0.51,5.0,0.01,0.01,629.669883,1776396607000
1776396609.737,9.737,0.52,20.0,0.49,5.0,0.53,1.22,0.54,5.0,0.47,1.22,0.46,5.0,0.48,20.0,0.51,5.0,0.01,0.01,629.677886,1776396608000
1776396610.459,10.459,0.52,20.0,0.49,5.0,0.53,1.22,0.54,5.0,0.47,1.22,0.46,5.0,0.48,20.0,0.51,5.0,0.01,0.01,629.697343,1776396609000
1776396614.598,14.598,0.52,25.0,0.51,5.0,0.54,5.0,0.55,5.0,0.47,1.22,0.46,5.0,0.48,20.0,0.51,5.0,0.02,0.01,629.719329,1776396613000
1776396616.036,16.036,0.53,0.74,0.52,25.0,0.55,5.0,0.56,5.0,0.46,5.0,0.45,5.0,0.48,25.0,0.49,5.0,0.02,0.02,629.73008,1776396614000
1776396623.717,23.717,0.52,20.0,0.48,10.0,0.54,5.0,0.55,5.0,0.45,5.0,0.44,5.0,0.47,0.74,0.48,25.0,0.02,0.02,629.662133,1776396622000
1776396641.711,41.711,0.64,5.0,0.63,5.0,0.68,5.0,0.69,5.0,0.46,5.0,0.45,5.0,0.48,20.0,0.52,10.0,0.04,0.02,629.72379,1776396640000
1776396650.63,50.63,0.7,5.0,0.69,5.0,0.73,3.08,0.74,10.0,0.32,5.0,0.31,5.0,0.36,5.0,0.37,5.0,0.03,0.04,629.842015,1776396649000
1776396659.092,59.092,0.74,5.0,0.73,39.0,0.76,10.0,0.78,5.0,0.27,3.08,0.26,10.0,0.3,5.0,0.31,5.0,0.02,0.03,629.859093,1776396657000
1776396663.542,63.542,0.75,5.0,0.74,5.0,0.76,4.0,0.77,5.0,0.24,10.0,0.22,5.0,0.26,5.0,0.27,39.0,0.01,0.02,629.864416,1776396662000
1776396673.016,73.016,0.82,5.0,0.81,5.0,0.84,5.0,0.85,10.0,0.24,4.0,0.23,5.0,0.25,5.0,0.26,5.0,0.02,0.01,629.936175,1776396671000
1776396692.454,92.454,0.84,5.0,0.83,5.0,0.86,31.6,0.87,33.09,0.16,5.0,0.15,10.0,0.18,5.0,0.19,5.0,0.02,0.02,629.982289,1776396691000
1776396696.623,96.623,0.85,5.0,0.84,5.0,0.87,33.0,0.88,29.6,0.14,31.6,0.13,33.09,0.16,5.0,0.17,5.0,0.02,0.02,629.982595,1776396695000
1776396707.455,107.455,0.86,5.0,0.85,5.0,0.87,15.5,0.88,34.69,0.13,33.0,0.12,29.6,0.15,5.0,0.16,5.0,0.01,0.02,629.981905,1776396706000
1776396729.543,129.543,0.87,5.0,0.86,5.0,0.89,31.6,0.9,38.9,0.13,15.5,0.12,34.69,0.14,5.0,0.15,5.0,0.02,0.01,629.947238,1776396728000
1776396729.892,129.892,0.87,5.0,0.86,5.0,0.89,31.6,0.9,38.9,0.11,31.6,0.1,38.9,0.13,5.0,0.14,5.0,0.02,0.02,629.947238,1776396728000
1776396732.002,132.002,0.88,5.0,0.87,5.0,0.89,20.36,0.9,38.9,0.11,31.6,0.1,38.9,0.13,5.0,0.14,5.0,0.01,0.02,629.957013,1776396730000
1776396739.595,139.595,0.89,36.6,0.88,65.6,0.91,5.72,0.92,12.0,0.11,20.36,0.1,38.9,0.12,5.0,0.13,5.0,0.02,0.01,630.01,1776396738000
1776396744.522,144.522,0.9,60.9,0.89,41.6,0.92,12.0,0.93,14.0,0.09,5.72,0.08,12.0,0.11,36.6,0.12,65.6,0.02,0.02,630.136454,1776396743000
1776396749.437,149.437,0.91,67.7,0.9,33.9,0.92,4.56,0.93,14.0,0.08,12.0,0.07,14.0,0.1,60.9,0.11,41.6,0.01,0.02,630.163068,1776396748000
1776396769.65,169.65,0.91,74.29,0.9,33.9,0.93,3.34,0.94,16.0,0.08,4.56,0.07,14.0,0.09,67.7,0.1,33.9,0.02,0.01,630.14253,1776396768000
1776396787.662,187.662,0.92,46.81,0.91,36.7,0.94,16.0,0.95,20.0,0.07,3.34,0.06,16.0,0.09,74.29,0.1,33.9,0.02,0.02,630.07651,1776396786000
1776396791.259,191.259,0.93,51.35,0.92,40.29,0.95,20.0,0.96,25.0,0.06,16.0,0.05,20.0,0.08,46.81,0.09,36.7,0.02,0.02,630.082235,1776396790000
1776396802.174,202.174,0.94,51.1,0.93,44.9,0.95,14.5,0.96,25.0,0.05,20.0,0.04,25.0,0.07,51.35,0.08,40.29,0.01,0.02,630.096138,1776396801000
1776396807.239,207.239,0.94,51.1,0.93,44.9,0.95,5.44,0.96,25.0,0.05,14.5,0.04,25.0,0.06,51.1,0.07,44.9,0.01,0.01,630.082541,1776396806000
1776396810.438,210.438,0.94,51.1,0.93,44.9,0.96,24.38,0.97,33.0,0.05,5.44,0.04,25.0,0.06,51.1,0.07,44.9,0.02,0.01,630.084518,1776396809000
1776396816.626,216.626,0.95,59.7,0.94,51.1,0.96,12.19,0.97,33.0,0.04,24.38,0.03,33.0,0.06,51.1,0.07,44.9,0.01,0.02,630.15301,1776396815000
1776396818.513,218.513,0.95,59.7,0.94,51.1,0.96,6.1,0.97,33.0,0.04,12.19,0.03,33.0,0.05,59.7,0.06,51.1,0.01,0.01,630.152625,1776396817000
1776396820.653,220.653,0.95,59.7,0.94,51.1,0.97,33.0,0.98,60.0,0.04,6.1,0.03,33.0,0.05,59.7,0.06,51.1,0.02,0.01,630.149439,1776396819000
1776396821.828,221.828,0.96,72.7,0.95,59.7,0.97,17.69,0.98,60.0,0.03,33.0,0.02,60.0,0.05,59.7,0.06,51.1,0.01,0.02,630.150196,1776396820000
1776396822.827,222.827,0.96,72.7,0.95,59.7,0.98,60.0,0.99,215.0,0.03,17.69,0.02,60.0,0.04,72.7,0.05,59.7,0.02,0.01,630.150196,1776396821000
1776396827.496,227.496,0.97,94.3,0.96,72.7,0.98,57.95,0.99,215.0,0.02,60.0,0.01,215.0,0.04,72.7,0.05,59.7,0.01,0.02,630.226464,1776396826000
1776396833.545,233.545,0.97,94.3,0.96,72.7,0.98,34.09,0.99,215.0,0.02,57.95,0.01,215.0,0.03,94.3,0.04,72.7,0.01,0.01,630.227329,1776396832000
1776396843.709,243.709,0.97,5.0,0.96,72.7,0.98,28.99,0.99,477.6,0.02,34.09,0.01,215.0,0.03,94.3,0.04,72.7,0.01,0.01,630.013929,1776396842000
1776396845.056,245.056,0.97,5.0,0.96,72.7,0.98,22.99,0.99,477.6,0.02,28.99,0.01,477.6,0.03,5.0,0.04,72.7,0.01,0.01,630.014002,1776396843000
1776396857.567,257.567,0.97,94.3,0.96,72.7,0.98,20.99,0.99,215.0,0.02,22.99,0.01,477.6,0.03,5.0,0.04,72.7,0.01,0.01,630.021253,1776396856000
1776396858.53,258.53,0.97,94.3,0.96,72.7,0.98,1.68,0.99,215.0,0.02,17.92,0.01,215.0,0.03,94.3,0.04,72.7,0.01,0.01,630.021072,1776396857000
1776396866.76,266.76,0.97,94.3,0.96,72.7,0.99,215.0,,,0.02,1.68,0.01,215.0,0.03,94.3,0.04,72.7,0.02,0.01,630.017774,1776396865000
1776396868.225,268.225,0.98,137.69,0.97,94.3,0.99,197.0,,,0.01,215.0,,,0.03,94.3,0.04,72.7,0.01,0.02,630.038542,1776396866000
1776396870.747,270.747,0.98,137.69,0.97,94.3,0.99,179.0,,,0.01,184.0,,,0.02,137.69,0.03,94.3,0.01,0.01,630.037443,1776396869000
1776396871.171,271.171,0.98,137.69,0.97,94.3,0.99,173.94,,,0.01,179.0,,,0.02,137.69,0.03,94.3,0.01,0.01,630.037443,1776396869000
1776396872.519,272.519,0.98,137.69,0.97,94.3,0.99,158.94,,,0.01,173.94,,,0.02,137.69,0.03,94.3,0.01,0.01,630.020764,1776396871000
1776396877.174,277.174,0.98,5.0,0.97,5.0,0.99,156.92,,,0.01,158.94,,,0.02,137.69,0.03,94.3,0.01,0.01,630.021984,1776396876000
1776396877.454,277.454,0.98,5.0,0.97,5.0,0.99,140.9,,,0.01,141.92,,,0.02,5.0,0.03,5.0,0.01,0.01,630.021984,1776396876000
1776396877.847,277.847,0.98,5.0,0.97,5.0,0.99,127.9,,,0.01,140.9,,,0.02,5.0,0.03,5.0,0.01,0.01,630.021984,1776396876000
1776396878.81,278.81,0.98,5.0,0.97,5.0,0.99,122.9,,,0.01,127.9,,,0.02,5.0,0.03,5.0,0.01,0.01,630.030853,1776396877000
1776396882.352,282.352,0.99,887.1,0.98,5.0,,,,,0.01,122.9,,,0.02,5.0,0.03,5.0,,0.01,630.073478,1776396881000

# RESULT,winner=Up,slug=bnb-updown-5m-1776396600,ticks=55
