timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,bnb_price,bnb_oracle_ts
1776210911.276,11.276,,,,,,,,,,,,,,,,,,,614.06784,1776210910000
1776210911.519,11.519,0.41,77.0,0.37,5.0,0.5,7.78,0.61,5.0,0.5,7.78,0.39,5.0,0.59,77.0,0.63,5.0,0.09,0.09,614.06784,1776210910000
1776210912.846,12.846,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.04996,1776210911000
1776210914.903,14.903,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.04997,1776210914000
1776210915.915,15.915,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.04018,1776210915000
1776210916.912,16.912,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.04491,1776210916000
1776210917.989,17.989,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.04284,1776210917000
1776210919.208,19.208,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.03657,1776210918000
1776210920.301,20.301,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.03651,1776210919000
1776210921.322,21.322,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.053,1776210920000
1776210921.902,21.902,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.04366,1776210921000
1776210922.942,22.942,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.054328,1776210922000
1776210923.911,23.911,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.099,1776210923000
1776210925.019,25.019,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.068,1776210924000
1776210926.789,26.789,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.078222,1776210925000
1776210927.786,27.786,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.093332,1776210926000
1776210928.42,28.42,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.093494,1776210927000
1776210929.234,29.234,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.09225,1776210928000
1776210930.454,30.454,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.08027,1776210929000
1776210931.202,31.202,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.06828,1776210930000
1776210932.488,32.488,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.06616,1776210931000
1776210933.103,33.103,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.06616,1776210932000
1776210934.434,34.434,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.06677,1776210933000
1776210934.998,34.998,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.067072,1776210934000
1776210936.3,36.3,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.08083,1776210935000
1776210937.007,37.007,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.08101,1776210936000
1776210938.426,38.426,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.08338,1776210937000
1776210939.332,39.332,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.08338,1776210938000
1776210940.698,40.698,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.07347,1776210939000
1776210941.309,41.309,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.089226,1776210940000
1776210942.739,42.739,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.089368,1776210941000
1776210943.559,43.559,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.089368,1776210942000
1776210944.604,44.604,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.082067,1776210943000
1776210945.197,45.197,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.082217,1776210944000
1776210946.494,46.494,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.081303,1776210945000
1776210947.183,47.183,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.081303,1776210946000
1776210948.386,48.386,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.077464,1776210947000
1776210948.938,48.938,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.077465,1776210948000
1776210950.132,50.132,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.077465,1776210949000
1776210951.357,51.357,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.077465,1776210950000
1776210951.864,51.864,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.077465,1776210951000
1776210953.024,53.024,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.086464,1776210952000
1776210954.157,54.157,0.41,77.0,0.37,5.0,0.61,5.0,0.62,5.0,0.39,5.0,0.38,5.0,0.59,77.0,0.63,5.0,0.2,0.2,614.087368,1776210953000
