timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,bnb_price,bnb_oracle_ts
1776213901.48,1.48,0.33,300.0,0.31,375.0,0.5,5.0,0.67,300.0,0.5,5.0,0.33,300.0,0.67,300.0,0.69,375.0,0.17,0.17,616.350513,1776213900000
1776213901.771,1.771,0.33,300.0,0.31,375.0,0.5,5.0,0.67,300.0,0.5,5.0,0.33,300.0,0.67,300.0,0.69,375.0,0.17,0.17,616.350513,1776213900000
1776213902.894,2.894,0.33,300.0,0.31,375.0,0.5,5.0,0.67,300.0,0.5,5.0,0.33,300.0,0.67,300.0,0.69,375.0,0.17,0.17,616.36822,1776213902000
1776213903.889,3.889,0.33,300.0,0.31,375.0,0.5,5.0,0.67,300.0,0.5,5.0,0.33,300.0,0.67,300.0,0.69,375.0,0.17,0.17,616.36822,1776213903000
1776213904.859,4.859,0.33,300.0,0.31,375.0,0.5,5.0,0.67,300.0,0.5,5.0,0.33,300.0,0.67,300.0,0.69,375.0,0.17,0.17,616.397665,1776213904000
1776213905.555,5.555,0.42,10.0,0.41,50.0,0.5,5.0,0.71,50.0,0.5,5.0,0.33,300.0,0.67,300.0,0.69,375.0,0.08,0.17,616.397665,1776213904000
1776213905.854,5.854,0.42,10.0,0.41,50.0,0.5,5.0,0.71,50.0,0.5,5.0,0.29,50.0,0.58,10.0,0.59,50.0,0.08,0.08,616.444023,1776213905000
1776213906.844,6.844,0.42,10.0,0.41,50.0,0.5,5.0,0.71,50.0,0.5,5.0,0.29,50.0,0.58,10.0,0.59,50.0,0.08,0.08,616.46064,1776213906000
1776213907.107,7.107,0.42,41.0,0.41,50.0,0.71,50.0,0.75,600.0,0.5,5.0,0.29,50.0,0.58,10.0,0.59,50.0,0.29,0.08,616.46064,1776213906000
1776213907.793,7.793,0.42,41.0,0.41,50.0,0.71,50.0,0.75,600.0,0.29,50.0,0.25,600.0,0.58,41.0,0.59,50.0,0.29,0.29,616.462659,1776213907000
1776213908.268,8.268,0.42,37.5,0.41,50.0,0.48,5.0,0.71,50.0,0.29,50.0,0.25,600.0,0.58,41.0,0.59,50.0,0.06,0.29,616.462659,1776213907000
1776213909.307,9.307,0.42,37.5,0.41,50.0,0.71,50.0,0.75,600.0,0.29,50.0,0.25,600.0,0.58,37.5,0.59,50.0,0.29,0.29,616.462653,1776213908000
1776213910.914,10.914,0.42,37.5,0.41,50.0,0.71,50.0,0.75,600.0,0.29,50.0,0.25,600.0,0.58,37.5,0.59,50.0,0.29,0.29,616.462681,1776213909000
1776213911.406,11.406,0.42,37.5,0.41,50.0,0.71,50.0,0.75,600.0,0.29,50.0,0.25,600.0,0.58,37.5,0.59,50.0,0.29,0.29,616.461903,1776213910000
1776213911.965,11.965,0.42,37.5,0.41,50.0,0.71,50.0,0.75,600.0,0.29,50.0,0.25,600.0,0.58,37.5,0.59,50.0,0.29,0.29,616.462821,1776213911000
1776213912.944,12.944,0.42,37.5,0.41,50.0,0.71,50.0,0.75,600.0,0.29,50.0,0.25,600.0,0.58,37.5,0.59,50.0,0.29,0.29,616.462821,1776213912000
1776213913.879,13.879,0.42,37.5,0.41,50.0,0.71,50.0,0.75,600.0,0.29,50.0,0.25,600.0,0.58,37.5,0.59,50.0,0.29,0.29,616.462792,1776213913000
