timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,bnb_price,bnb_oracle_ts
1776161101.405,1.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.135,1776161100000
1776161102.022,2.022,0.33,300.0,0.31,391.0,0.27,450.0,0.25,600.0,0.21,750.0,0.52,10.0,0.67,300.0,0.69,375.0,0.73,450.0,0.75,600.0,0.44,11.0,0.33,300.0,0.31,375.0,0.27,450.0,0.25,600.0,0.65,14.0,0.67,300.0,0.69,375.0,0.73,450.0,0.75,600.0,0.19,0.21,618.135,1776161100000
1776161103.377,3.377,0.33,300.0,0.31,391.0,0.27,450.0,0.25,600.0,0.21,750.0,0.52,10.0,0.67,300.0,0.69,375.0,0.73,450.0,0.75,600.0,0.48,10.0,0.33,300.0,0.31,375.0,0.27,450.0,0.25,600.0,0.67,300.0,0.69,391.0,0.73,450.0,0.75,600.0,0.79,750.0,0.19,0.19,618.116,1776161102000
1776161103.985,3.985,0.33,300.0,0.31,391.0,0.27,450.0,0.25,600.0,0.21,750.0,0.52,10.0,0.67,300.0,0.69,375.0,0.73,450.0,0.75,600.0,0.48,10.0,0.33,300.0,0.31,375.0,0.27,450.0,0.25,600.0,0.67,300.0,0.69,391.0,0.73,450.0,0.75,600.0,0.79,750.0,0.19,0.19,618.116,1776161103000
1776161105.341,5.341,0.33,300.0,0.31,391.0,0.27,450.0,0.25,600.0,0.21,750.0,0.52,10.0,0.67,300.0,0.69,375.0,0.73,450.0,0.75,600.0,0.48,10.0,0.33,300.0,0.31,375.0,0.27,450.0,0.25,600.0,0.67,300.0,0.69,391.0,0.73,450.0,0.75,600.0,0.79,750.0,0.19,0.19,618.096,1776161104000
1776161106.592,6.592,0.33,300.0,0.31,391.0,0.27,450.0,0.25,600.0,0.21,750.0,0.52,10.0,0.67,300.0,0.69,375.0,0.73,450.0,0.75,600.0,0.48,10.0,0.33,300.0,0.31,375.0,0.27,450.0,0.25,600.0,0.67,300.0,0.69,391.0,0.73,450.0,0.75,600.0,0.79,750.0,0.19,0.19,618.147,1776161105000
1776161107.245,7.245,0.33,300.0,0.31,391.0,0.27,450.0,0.25,600.0,0.21,750.0,0.52,10.0,0.67,300.0,0.69,375.0,0.73,450.0,0.75,600.0,0.48,10.0,0.33,300.0,0.31,375.0,0.27,450.0,0.25,600.0,0.67,300.0,0.69,391.0,0.73,450.0,0.75,600.0,0.79,750.0,0.19,0.19,618.141,1776161106000
1776161108.739,8.739,0.33,300.0,0.31,391.0,0.27,450.0,0.25,600.0,0.21,750.0,0.52,10.0,0.67,300.0,0.69,375.0,0.73,450.0,0.75,600.0,0.48,10.0,0.33,300.0,0.31,375.0,0.27,450.0,0.25,600.0,0.67,300.0,0.69,391.0,0.73,450.0,0.75,600.0,0.79,750.0,0.19,0.19,618.15,1776161107000
1776161109.804,9.804,0.33,300.0,0.31,391.0,0.27,450.0,0.25,600.0,0.21,750.0,0.52,10.0,0.67,300.0,0.69,375.0,0.73,450.0,0.75,600.0,0.48,10.0,0.33,300.0,0.31,375.0,0.27,450.0,0.25,600.0,0.67,300.0,0.69,391.0,0.73,450.0,0.75,600.0,0.79,750.0,0.19,0.19,618.159,1776161108000
1776161110.062,10.062,0.58,5.0,0.41,50.0,0.38,5.0,0.31,50.0,0.21,800.0,0.66,0.5,0.68,5.0,0.69,5.0,0.71,50.0,0.79,750.0,0.48,10.0,0.33,300.0,0.31,375.0,0.27,450.0,0.25,600.0,0.67,300.0,0.69,391.0,0.73,450.0,0.75,600.0,0.79,750.0,0.08,0.19,618.159,1776161108000
