timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,hype_price,hype_oracle_ts
1776294001.23,1.23,0.46,5.0,0.41,37.0,0.54,5.0,0.59,37.0,0.46,5.0,0.41,37.0,0.54,5.0,0.59,37.0,0.08,0.08,44.665012,1776294000000
1776294024.765,24.765,0.31,50.0,0.29,5.0,0.5,80.0,0.53,5.0,0.46,5.0,0.41,37.0,0.54,5.0,0.59,37.0,0.19,0.08,44.652897,1776294023000
1776294042.956,42.956,0.25,15.0,0.24,15.0,0.31,55.0,0.32,5.0,0.5,80.0,0.47,5.0,0.69,50.0,0.71,5.0,0.06,0.19,44.608278,1776294041000
1776294043.313,43.313,0.24,3.46,0.23,15.0,0.31,55.0,0.32,5.0,0.69,55.0,0.68,5.0,0.75,3.46,0.76,15.0,0.07,0.06,44.608278,1776294041000
1776294053.432,53.432,0.26,15.0,0.25,15.0,0.27,4.0,0.31,55.0,0.69,55.0,0.68,5.0,0.76,3.46,0.77,15.0,0.01,0.07,44.602915,1776294052000
1776294073.475,73.475,0.21,5.01,0.2,15.0,0.22,9.0,0.25,5.0,0.73,4.0,0.69,55.0,0.74,15.0,0.75,15.0,0.01,0.01,44.593745,1776294072000
1776294076.31,76.31,0.24,15.0,0.23,15.0,0.28,5.0,0.29,5.0,0.78,9.0,0.75,5.0,0.79,5.01,0.8,15.0,0.04,0.01,44.594261,1776294075000
1776294078.554,78.554,0.24,6.95,0.23,15.0,0.28,5.0,0.29,5.0,0.72,5.0,0.71,5.0,0.76,15.0,0.77,15.0,0.04,0.04,44.596714,1776294077000
1776294086.467,86.467,0.2,3.98,0.19,15.0,0.26,5.0,0.27,5.0,0.72,5.0,0.71,5.0,0.76,6.95,0.77,15.0,0.06,0.04,44.594782,1776294085000
1776294089.422,89.422,0.2,3.98,0.19,15.0,0.26,5.0,0.27,5.0,0.74,5.0,0.73,5.0,0.8,3.98,0.81,15.0,0.06,0.06,44.594613,1776294088000
1776294102.586,102.586,0.17,7.5,0.16,15.0,0.21,50.0,0.25,5.0,0.74,5.0,0.73,5.0,0.8,3.98,0.81,15.0,0.04,0.06,44.59576,1776294101000
1776294104.522,104.522,0.15,15.0,0.14,15.0,0.21,50.0,0.25,5.0,0.79,50.0,0.75,5.0,0.83,7.5,0.84,15.0,0.06,0.04,44.594943,1776294103000
