timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,hype_price,hype_oracle_ts
1776317127.665,27.665,0.41,29.55,0.37,5.0,0.5,5.0,0.61,5.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.09,0.18,45.21314,1776317126000
1776317127.984,27.984,0.52,10.0,0.45,5.0,0.69,5.0,0.7,5.0,0.5,5.0,0.39,5.0,0.59,29.55,0.63,5.0,0.17,0.09,45.21314,1776317126000
1776317225.912,125.912,0.71,50.0,0.61,65.0,0.76,11.09,0.86,15.0,0.31,5.0,0.3,5.0,0.48,10.0,0.55,5.0,0.05,0.17,45.255014,1776317224000
1776317242.26,142.26,0.7,11.66,0.61,50.0,0.78,15.0,0.79,15.0,0.14,15.0,0.13,15.0,0.2,9.31,0.29,50.0,0.08,0.06,45.267282,1776317241000
1776317340.924,240.924,0.86,15.0,0.83,15.0,0.9,13.0,0.91,15.0,0.22,15.0,0.21,15.0,0.3,11.66,0.39,50.0,0.04,0.08,45.259821,1776317339000
1776317341.658,241.658,0.86,15.0,0.83,15.0,0.9,8.7,0.91,15.0,0.1,13.0,0.09,15.0,0.14,15.0,0.17,15.0,0.04,0.04,45.259566,1776317340000
1776317342.265,242.265,0.79,7.59,0.71,15.0,0.81,35.0,0.89,15.0,0.1,8.7,0.09,15.0,0.14,15.0,0.17,15.0,0.02,0.04,45.259566,1776317341000
1776317344.354,244.354,0.79,7.59,0.71,15.0,0.81,14.65,0.82,15.0,0.19,35.0,0.11,15.0,0.21,7.59,0.29,15.0,0.02,0.02,45.253256,1776317343000
1776317346.42,246.42,0.71,15.0,0.65,15.0,0.81,64.65,0.83,15.0,0.19,14.65,0.18,15.0,0.21,7.59,0.29,15.0,0.1,0.02,45.240799,1776317345000
1776317346.995,246.995,0.5,21.0,0.49,30.0,0.71,35.0,0.81,64.65,0.19,64.65,0.17,15.0,0.29,15.0,0.35,15.0,0.21,0.1,45.240799,1776317345000
1776317347.585,247.585,0.5,0.06,0.41,50.0,0.53,15.0,0.71,50.0,0.29,35.0,0.19,64.65,0.5,21.0,0.51,30.0,0.03,0.21,45.240799,1776317345000
1776317347.985,247.985,0.41,45.8,0.37,15.0,0.71,50.0,0.8,15.0,0.47,15.0,0.29,50.0,0.5,0.06,0.59,50.0,0.3,0.03,45.240189,1776317346000
1776317350.131,250.131,0.59,15.0,0.41,50.0,0.77,11.14,0.78,15.0,0.29,50.0,0.2,15.0,0.59,45.8,0.63,15.0,0.18,0.3,45.229982,1776317349000
1776317351.202,251.202,0.51,50.0,0.41,50.0,0.7,10.75,0.76,15.0,0.23,11.14,0.22,15.0,0.41,15.0,0.59,50.0,0.19,0.18,45.223791,1776317350000
1776317360.856,260.856,0.61,116.0,0.52,15.0,0.89,15.0,0.9,8.7,0.25,40.0,0.24,15.0,0.49,47.95,0.59,50.0,0.28,0.24,45.232962,1776317359000
1776317363.658,263.658,0.61,39.84,0.55,15.0,0.86,15.0,0.87,15.0,0.11,15.0,0.1,8.7,0.39,116.0,0.48,15.0,0.25,0.28,45.238563,1776317362000
1776317366.202,266.202,0.71,36.34,0.61,39.84,0.86,15.0,0.87,15.0,0.14,15.0,0.13,15.0,0.39,39.84,0.45,15.0,0.15,0.25,45.239232,1776317365000
