timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,hype_price,hype_oracle_ts
1776167411.313,11.313,0.43,10.0,0.42,5.0,0.41,5.0,0.4,5.0,0.39,5.0,0.57,11.0,0.6,10.0,0.66,5.0,0.67,5.0,0.68,5.0,0.43,11.0,0.4,10.0,0.34,5.0,0.33,5.0,0.32,5.0,0.57,10.0,0.58,5.0,0.59,5.0,0.6,5.0,0.61,5.0,0.14,0.14,44.873583,1776167410000
1776167411.595,11.595,0.43,10.0,0.42,5.0,0.41,5.0,0.4,5.0,0.39,5.0,0.57,11.0,0.6,10.0,0.66,5.0,0.67,5.0,0.68,5.0,0.43,11.0,0.34,5.0,0.33,5.0,0.32,5.0,0.31,5.0,0.58,5.0,0.59,5.0,0.6,5.0,0.61,5.0,0.62,5.0,0.14,0.15,44.873583,1776167410000
1776167412.481,12.481,0.42,5.0,0.41,5.0,0.4,5.0,0.39,5.0,0.38,5.0,0.57,11.0,0.66,5.0,0.67,5.0,0.68,5.0,0.69,5.0,0.43,11.0,0.34,5.0,0.33,5.0,0.32,5.0,0.31,5.0,0.58,5.0,0.59,5.0,0.6,5.0,0.61,5.0,0.62,5.0,0.15,0.15,44.874494,1776167411000
1776167412.933,12.933,0.42,5.0,0.41,5.0,0.4,5.0,0.39,5.0,0.38,5.0,0.57,11.0,0.66,5.0,0.67,5.0,0.68,5.0,0.69,5.0,0.43,11.0,0.34,5.0,0.33,5.0,0.32,5.0,0.31,5.0,0.58,5.0,0.59,5.0,0.6,5.0,0.61,5.0,0.62,5.0,0.15,0.15,44.874405,1776167412000
1776167414.101,14.101,0.42,5.0,0.41,5.0,0.4,5.0,0.39,5.0,0.38,5.0,0.57,11.0,0.66,5.0,0.67,5.0,0.68,5.0,0.69,5.0,0.43,11.0,0.34,5.0,0.33,5.0,0.32,5.0,0.31,5.0,0.58,5.0,0.59,5.0,0.6,5.0,0.61,5.0,0.62,5.0,0.15,0.15,44.872871,1776167413000
1776167415.226,15.226,0.42,5.0,0.41,5.0,0.4,5.0,0.39,5.0,0.38,5.0,0.57,11.0,0.66,5.0,0.67,5.0,0.68,5.0,0.69,5.0,0.43,11.0,0.34,5.0,0.33,5.0,0.32,5.0,0.31,5.0,0.58,5.0,0.59,5.0,0.6,5.0,0.61,5.0,0.62,5.0,0.15,0.15,44.872183,1776167414000
1776167415.917,15.917,0.42,5.0,0.41,5.0,0.4,5.0,0.39,5.0,0.38,5.0,0.57,11.0,0.66,5.0,0.67,5.0,0.68,5.0,0.69,5.0,0.43,11.0,0.34,5.0,0.33,5.0,0.32,5.0,0.31,5.0,0.58,5.0,0.59,5.0,0.6,5.0,0.61,5.0,0.62,5.0,0.15,0.15,44.872183,1776167415000
1776167417.073,17.073,0.42,5.0,0.41,5.0,0.4,5.0,0.39,5.0,0.38,5.0,0.57,11.0,0.66,5.0,0.67,5.0,0.68,5.0,0.69,5.0,0.43,11.0,0.34,5.0,0.33,5.0,0.32,5.0,0.31,5.0,0.58,5.0,0.59,5.0,0.6,5.0,0.61,5.0,0.62,5.0,0.15,0.15,44.872383,1776167416000
1776167418.215,18.215,0.42,5.0,0.41,5.0,0.4,5.0,0.39,5.0,0.38,5.0,0.57,11.0,0.66,5.0,0.67,5.0,0.68,5.0,0.69,5.0,0.43,11.0,0.34,5.0,0.33,5.0,0.32,5.0,0.31,5.0,0.58,5.0,0.59,5.0,0.6,5.0,0.61,5.0,0.62,5.0,0.15,0.15,44.872383,1776167417000
1776167419.509,19.509,0.42,5.0,0.41,5.0,0.4,5.0,0.39,5.0,0.38,5.0,0.57,11.0,0.66,5.0,0.67,5.0,0.68,5.0,0.69,5.0,0.43,11.0,0.34,5.0,0.33,5.0,0.32,5.0,0.31,5.0,0.58,5.0,0.59,5.0,0.6,5.0,0.61,5.0,0.62,5.0,0.15,0.15,44.872178,1776167418000
