timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,hype_price,hype_oracle_ts
1776385501.15,1.15,0.41,5.0,0.4,65.0,0.59,5.0,0.6,65.0,0.41,5.0,0.4,65.0,0.59,5.0,0.6,65.0,0.18,0.18,43.816968,1776385500000
1776385561.646,61.646,0.67,8.0,0.66,8.0,0.68,4.52,0.73,15.0,0.41,5.0,0.4,65.0,0.59,5.0,0.6,65.0,0.01,0.18,43.835383,1776385560000
1776385565.249,65.249,0.81,8.0,0.8,8.0,0.85,6.0,0.87,15.0,0.32,4.52,0.27,15.0,0.33,8.0,0.34,8.0,0.04,0.01,43.839479,1776385564000
1776385570.071,70.071,0.87,7.3,0.81,8.0,0.9,10.0,0.91,26.0,0.15,6.0,0.13,15.0,0.19,8.0,0.2,8.0,0.03,0.04,43.884078,1776385568000
1776385591.599,91.599,0.89,30.0,0.88,15.0,0.91,11.0,0.92,12.0,0.1,10.0,0.09,26.0,0.13,7.3,0.19,8.0,0.02,0.03,43.916535,1776385590000
1776385620.255,120.255,0.9,30.0,0.89,15.0,0.91,5.5,0.92,12.0,0.09,11.0,0.08,12.0,0.11,30.0,0.12,15.0,0.01,0.02,43.924214,1776385619000
1776385621.048,121.048,0.9,28.57,0.89,15.0,0.91,5.5,0.92,12.0,0.09,5.5,0.08,12.0,0.1,30.0,0.11,15.0,0.01,0.01,43.924214,1776385619000
1776385621.586,121.586,0.9,28.57,0.89,15.0,0.92,12.0,0.93,14.0,0.09,5.5,0.08,12.0,0.1,28.57,0.11,15.0,0.02,0.01,43.925752,1776385620000
1776385625.305,125.305,0.91,15.0,0.9,28.57,0.93,14.0,0.94,16.0,0.08,12.0,0.07,14.0,0.1,28.57,0.11,15.0,0.02,0.02,43.934474,1776385624000
1776385628.434,128.434,0.92,15.0,0.91,15.0,0.94,16.0,0.95,20.0,0.07,14.0,0.06,16.0,0.09,15.0,0.1,28.57,0.02,0.02,43.9513,1776385627000
1776385630.558,130.558,0.93,15.0,0.92,15.0,0.94,0.75,0.95,20.0,0.06,16.0,0.05,20.0,0.08,15.0,0.09,15.0,0.01,0.02,43.952667,1776385629000
1776385643.672,143.672,0.94,19.25,0.93,15.0,0.95,20.0,0.96,25.0,0.06,0.75,0.05,20.0,0.07,15.0,0.08,15.0,0.01,0.01,43.957104,1776385642000
1776385644.388,144.388,0.94,15.0,0.93,15.0,0.95,10.0,0.96,25.0,0.05,20.0,0.04,25.0,0.06,19.25,0.07,15.0,0.01,0.01,43.957215,1776385643000
1776385645.882,145.882,0.95,25.0,0.94,15.0,0.96,5.75,0.97,33.0,0.04,25.0,0.03,33.0,0.05,10.0,0.06,15.0,0.01,0.01,43.95738,1776385644000
1776385646.29,146.29,0.96,24.25,0.95,25.0,0.97,33.0,0.98,65.0,0.04,5.75,0.03,33.0,0.05,25.0,0.06,15.0,0.01,0.01,43.957422,1776385645000
1776385647.247,147.247,0.96,15.0,0.95,25.0,0.97,8.75,0.98,65.0,0.03,33.0,0.02,65.0,0.04,24.25,0.05,25.0,0.01,0.01,43.957763,1776385646000
1776385648.724,148.724,0.97,11.25,0.96,15.0,0.98,65.0,0.99,190.0,0.03,8.75,0.02,65.0,0.04,15.0,0.05,25.0,0.01,0.01,43.957763,1776385647000
1776385649.998,149.998,0.97,15.0,0.96,15.0,0.98,35.0,0.99,190.0,0.02,65.0,0.01,190.0,0.03,11.25,0.04,15.0,0.01,0.01,43.958043,1776385648000
1776385650.947,150.947,0.97,15.0,0.96,15.0,0.98,23.75,0.99,190.0,0.02,35.0,0.01,190.0,0.03,15.0,0.04,15.0,0.01,0.01,43.957989,1776385649000
1776385653.401,153.401,0.97,15.0,0.96,15.0,0.98,19.61,0.99,190.0,0.02,23.75,0.01,190.0,0.03,15.0,0.04,15.0,0.01,0.01,43.956857,1776385652000
1776385658.556,158.556,0.93,1.42,0.92,15.0,0.98,19.61,0.99,190.0,0.02,19.61,0.01,190.0,0.03,15.0,0.04,15.0,0.05,0.01,43.961924,1776385657000
1776385660.934,160.934,0.99,790.39,0.97,15.0,,,,,0.02,19.61,0.01,190.0,0.07,1.42,0.08,15.0,,0.05,43.963072,1776385660000

# RESULT,winner=Up,slug=hype-updown-5m-1776385500,ticks=22
