timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,hype_price,hype_oracle_ts
1776164711.755,11.755,0.44,5.0,0.38,10.0,0.34,14.0,0.33,5.0,0.32,5.0,0.55,21.0,0.56,5.0,0.57,5.0,0.58,5.0,0.59,5.0,0.45,21.0,0.44,5.0,0.43,5.0,0.42,5.0,0.41,5.0,0.56,5.0,0.62,10.0,0.66,14.0,0.67,5.0,0.68,5.0,0.11,0.11,44.925797,1776164710000
1776164712.037,12.037,0.44,5.0,0.38,10.0,0.34,14.0,0.33,5.0,0.32,5.0,0.55,21.0,0.56,5.0,0.57,5.0,0.58,5.0,0.59,5.0,0.45,21.0,0.44,5.0,0.43,5.0,0.42,5.0,0.41,5.0,0.56,5.0,0.62,10.0,0.66,14.0,0.67,5.0,0.68,5.0,0.11,0.11,44.925797,1776164710000
1776164713.178,13.178,0.44,5.0,0.38,10.0,0.34,14.0,0.33,5.0,0.32,5.0,0.55,21.0,0.56,5.0,0.57,5.0,0.58,5.0,0.59,5.0,0.45,21.0,0.44,5.0,0.43,5.0,0.42,5.0,0.41,5.0,0.56,5.0,0.62,10.0,0.66,14.0,0.67,5.0,0.68,5.0,0.11,0.11,44.928258,1776164712000
1776164714.245,14.245,0.44,5.0,0.38,10.0,0.34,14.0,0.33,5.0,0.32,5.0,0.55,21.0,0.56,5.0,0.57,5.0,0.58,5.0,0.59,5.0,0.45,21.0,0.44,5.0,0.43,5.0,0.42,5.0,0.41,5.0,0.56,5.0,0.62,10.0,0.66,14.0,0.67,5.0,0.68,5.0,0.11,0.11,44.926527,1776164713000
1776164715.24,15.24,0.44,5.0,0.38,10.0,0.34,14.0,0.33,5.0,0.32,5.0,0.55,21.0,0.56,5.0,0.57,5.0,0.58,5.0,0.59,5.0,0.45,21.0,0.44,5.0,0.43,5.0,0.42,5.0,0.41,5.0,0.56,5.0,0.62,10.0,0.66,14.0,0.67,5.0,0.68,5.0,0.11,0.11,44.926527,1776164714000
1776164716.425,16.425,0.44,5.0,0.38,10.0,0.34,14.0,0.33,5.0,0.32,5.0,0.55,21.0,0.56,5.0,0.57,5.0,0.58,5.0,0.59,5.0,0.45,21.0,0.44,5.0,0.43,5.0,0.42,5.0,0.41,5.0,0.56,5.0,0.62,10.0,0.66,14.0,0.67,5.0,0.68,5.0,0.11,0.11,44.927527,1776164715000
1776164718.112,18.112,0.44,5.0,0.38,10.0,0.34,14.0,0.33,5.0,0.32,5.0,0.55,21.0,0.56,5.0,0.57,5.0,0.58,5.0,0.59,5.0,0.45,21.0,0.44,5.0,0.43,5.0,0.42,5.0,0.41,5.0,0.56,5.0,0.62,10.0,0.66,14.0,0.67,5.0,0.68,5.0,0.11,0.11,44.928775,1776164717000
1776164718.758,18.758,0.54,5.0,0.53,5.0,0.52,5.0,0.51,5.0,0.5,5.0,0.67,15.0,0.71,10.0,0.77,5.0,0.78,5.0,0.79,5.0,0.45,21.0,0.44,5.0,0.43,5.0,0.42,5.0,0.41,5.0,0.56,5.0,0.62,10.0,0.66,14.0,0.67,5.0,0.68,5.0,0.13,0.11,44.928775,1776164717000
1776164719.062,19.062,0.54,5.0,0.53,5.0,0.52,5.0,0.51,5.0,0.5,5.0,0.67,15.0,0.71,10.0,0.77,5.0,0.78,5.0,0.79,5.0,0.33,15.0,0.29,10.0,0.23,5.0,0.22,5.0,0.21,5.0,0.46,5.0,0.47,5.0,0.48,5.0,0.49,5.0,0.5,5.0,0.13,0.13,44.928636,1776164718000
1776164720.139,20.139,0.54,5.0,0.53,5.0,0.52,5.0,0.51,5.0,0.5,5.0,0.67,15.0,0.71,10.0,0.77,5.0,0.78,5.0,0.79,5.0,0.33,15.0,0.29,10.0,0.23,5.0,0.22,5.0,0.21,5.0,0.46,5.0,0.47,5.0,0.48,5.0,0.49,5.0,0.5,5.0,0.13,0.13,44.934219,1776164719000
1776164721.092,21.092,0.54,5.0,0.53,5.0,0.52,5.0,0.51,5.0,0.5,5.0,0.67,15.0,0.71,10.0,0.77,5.0,0.78,5.0,0.79,5.0,0.33,15.0,0.29,10.0,0.23,5.0,0.22,5.0,0.21,5.0,0.46,5.0,0.47,5.0,0.48,5.0,0.49,5.0,0.5,5.0,0.13,0.13,44.94036,1776164720000
1776164722.147,22.147,0.54,5.0,0.53,5.0,0.52,5.0,0.51,5.0,0.5,5.0,0.67,15.0,0.71,10.0,0.77,5.0,0.78,5.0,0.79,5.0,0.33,15.0,0.29,10.0,0.23,5.0,0.22,5.0,0.21,5.0,0.46,5.0,0.47,5.0,0.48,5.0,0.49,5.0,0.5,5.0,0.13,0.13,44.94692,1776164721000
1776164723.165,23.165,0.54,5.0,0.53,5.0,0.52,5.0,0.51,5.0,0.5,5.0,0.67,15.0,0.71,10.0,0.77,5.0,0.78,5.0,0.79,5.0,0.33,15.0,0.29,10.0,0.23,5.0,0.22,5.0,0.21,5.0,0.46,5.0,0.47,5.0,0.48,5.0,0.49,5.0,0.5,5.0,0.13,0.13,44.943241,1776164722000
1776164724.107,24.107,0.54,5.0,0.53,5.0,0.52,5.0,0.51,5.0,0.5,5.0,0.67,15.0,0.71,10.0,0.77,5.0,0.78,5.0,0.79,5.0,0.33,15.0,0.29,10.0,0.23,5.0,0.22,5.0,0.21,5.0,0.46,5.0,0.47,5.0,0.48,5.0,0.49,5.0,0.5,5.0,0.13,0.13,44.943409,1776164723000
1776164725.191,25.191,0.54,5.0,0.53,5.0,0.52,5.0,0.51,5.0,0.5,5.0,0.67,15.0,0.71,10.0,0.77,5.0,0.78,5.0,0.79,5.0,0.33,15.0,0.29,10.0,0.23,5.0,0.22,5.0,0.21,5.0,0.46,5.0,0.47,5.0,0.48,5.0,0.49,5.0,0.5,5.0,0.13,0.13,44.944042,1776164724000
1776164726.134,26.134,0.54,5.0,0.53,5.0,0.52,5.0,0.51,5.0,0.5,5.0,0.67,15.0,0.71,10.0,0.77,5.0,0.78,5.0,0.79,5.0,0.33,15.0,0.29,10.0,0.23,5.0,0.22,5.0,0.21,5.0,0.46,5.0,0.47,5.0,0.48,5.0,0.49,5.0,0.5,5.0,0.13,0.13,44.939498,1776164725000
1776164727.133,27.133,0.54,5.0,0.53,5.0,0.52,5.0,0.51,5.0,0.5,5.0,0.67,15.0,0.71,10.0,0.77,5.0,0.78,5.0,0.79,5.0,0.33,15.0,0.29,10.0,0.23,5.0,0.22,5.0,0.21,5.0,0.46,5.0,0.47,5.0,0.48,5.0,0.49,5.0,0.5,5.0,0.13,0.13,44.939195,1776164726000
