timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,hype_price,hype_oracle_ts
1776334815.555,15.555,0.72,5.0,0.71,5.0,0.74,5.0,0.75,5.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.02,0.18,45.166256,1776334814000
1776334824.193,24.193,0.72,5.0,0.71,5.0,0.75,4.57,0.76,5.0,0.26,5.0,0.25,5.0,0.28,5.0,0.29,5.0,0.03,0.02,45.175287,1776334822000
1776334877.91,77.91,0.85,5.0,0.84,5.0,0.86,15.0,0.87,20.0,0.25,4.57,0.24,5.0,0.28,5.0,0.29,5.0,0.01,0.03,45.202524,1776334876000
1776334922.737,122.737,0.72,5.0,0.71,5.0,0.76,5.0,0.77,5.0,0.14,15.0,0.13,20.0,0.15,5.0,0.16,5.0,0.04,0.01,45.190098,1776334921000
1776334943.524,143.524,0.89,6.37,0.88,20.0,0.9,10.0,0.91,11.0,0.24,5.0,0.23,5.0,0.28,5.0,0.29,5.0,0.01,0.04,45.216336,1776334942000
1776334956.563,156.563,0.89,58.37,0.88,20.0,0.91,11.0,0.92,12.0,0.1,10.0,0.09,11.0,0.11,6.37,0.12,20.0,0.02,0.01,45.221598,1776334955000
1776334968.064,168.064,0.9,65.0,0.89,20.0,0.91,9.9,0.92,12.0,0.09,11.0,0.08,12.0,0.11,58.37,0.12,20.0,0.01,0.02,45.225295,1776334966000
1776334975.606,175.606,0.9,65.0,0.89,35.0,0.92,12.0,0.93,14.0,0.09,9.9,0.08,12.0,0.1,65.0,0.11,20.0,0.02,0.01,45.225892,1776334974000
1776334978.526,178.526,0.91,87.0,0.9,20.0,0.92,6.0,0.93,14.0,0.08,12.0,0.07,14.0,0.1,65.0,0.11,35.0,0.01,0.02,45.232173,1776334977000
1776334980.566,180.566,0.91,87.0,0.9,20.0,0.93,14.0,0.94,16.0,0.08,6.0,0.07,14.0,0.09,87.0,0.1,20.0,0.02,0.01,45.23467,1776334979000
1776334983.534,183.534,0.92,92.0,0.91,20.0,0.94,16.0,0.95,20.0,0.07,14.0,0.06,16.0,0.09,87.0,0.1,20.0,0.02,0.02,45.233581,1776334982000
1776334984.921,184.921,0.95,14.0,0.93,87.0,0.96,25.0,0.97,38.0,0.06,16.0,0.05,20.0,0.08,92.0,0.09,20.0,0.01,0.02,45.23457,1776334983000
1776334985.723,185.723,0.95,39.0,0.94,20.0,0.96,23.95,0.97,38.0,0.04,25.0,0.03,38.0,0.05,14.0,0.07,87.0,0.01,0.01,45.238879,1776334984000
1776334989.771,189.771,0.95,34.0,0.94,20.0,0.96,22.9,0.97,38.0,0.04,23.95,0.03,38.0,0.05,39.0,0.06,20.0,0.01,0.01,45.246725,1776334988000
1776334993.357,193.357,0.95,34.0,0.94,20.0,0.96,13.47,0.97,38.0,0.04,22.9,0.03,38.0,0.05,34.0,0.06,20.0,0.01,0.01,45.261273,1776334992000
1776334993.957,193.957,0.95,34.0,0.94,20.0,0.97,21.47,0.98,110.0,0.04,13.47,0.03,38.0,0.05,34.0,0.06,20.0,0.02,0.01,45.261273,1776334992000
1776334994.658,194.658,0.96,20.0,0.95,34.0,0.97,20.43,0.98,110.0,0.03,21.47,0.02,110.0,0.05,34.0,0.06,20.0,0.01,0.02,45.260783,1776334993000
1776334996.73,196.73,0.96,20.0,0.95,34.0,0.97,2.91,0.98,110.0,0.03,20.43,0.02,110.0,0.04,20.0,0.05,34.0,0.01,0.01,45.261105,1776334995000
1776335006.263,206.263,0.96,25.0,0.95,39.0,0.97,1.87,0.98,110.0,0.03,2.91,0.02,110.0,0.04,20.0,0.05,34.0,0.01,0.01,45.270955,1776335005000
1776335006.734,206.734,0.99,525.67,0.96,25.0,,,,,0.03,1.87,0.02,110.0,0.04,25.0,0.05,39.0,,0.01,45.270955,1776335005000

# RESULT,winner=Up,slug=hype-updown-5m-1776334800,ticks=20
