timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,hype_price,hype_oracle_ts
1776214501.332,1.332,,,,,,,,,,,,,,,,,,,43.719355,1776214500000
1776214501.775,1.775,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.719355,1776214500000
1776214502.273,2.273,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.720834,1776214501000
1776214503.199,3.199,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.721196,1776214502000
1776214504.189,4.189,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.721732,1776214503000
1776214505.215,5.215,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.721844,1776214504000
1776214506.185,6.185,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.722301,1776214505000
1776214507.207,7.207,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.722301,1776214506000
1776214508.22,8.22,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.723565,1776214507000
1776214509.333,9.333,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.728075,1776214508000
1776214510.354,10.354,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.735175,1776214509000
1776214511.278,11.278,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.737762,1776214510000
1776214511.887,11.887,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.736447,1776214511000
1776214513.503,13.503,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.732277,1776214512000
1776214513.997,13.997,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.732014,1776214513000
1776214515.124,15.124,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.731844,1776214514000
1776214516.024,16.024,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.732127,1776214515000
1776214517.036,17.036,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.732305,1776214516000
1776214518.109,18.109,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.732305,1776214517000
1776214519.059,19.059,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.73258,1776214518000
1776214520.064,20.064,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.732467,1776214519000
1776214521.09,21.09,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.73246,1776214520000
1776214522.072,22.072,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.73246,1776214521000
1776214523.041,23.041,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.732635,1776214522000
1776214524.086,24.086,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.732604,1776214523000
1776214525.055,25.055,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.732622,1776214524000
1776214526.036,26.036,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.738194,1776214525000
1776214527.009,27.009,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.7383,1776214526000
1776214528.009,28.009,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.738153,1776214527000
1776214528.927,28.927,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.738227,1776214528000
1776214529.862,29.862,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.73818,1776214529000
1776214530.796,30.796,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.7383,1776214530000
1776214532.236,32.236,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.738634,1776214531000
1776214533.114,33.114,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.738671,1776214532000
1776214533.992,33.992,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.738802,1776214533000
1776214535.134,35.134,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.73874,1776214534000
1776214536.039,36.039,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.738764,1776214535000
1776214537.035,37.035,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.739471,1776214536000
1776214538.462,38.462,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.735,1776214537000
1776214538.973,38.973,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.735,1776214538000
1776214540.079,40.079,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.735241,1776214539000
1776214541.195,41.195,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.735241,1776214540000
1776214542.22,42.22,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.735221,1776214541000
1776214543.24,43.24,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.735388,1776214542000
1776214544.33,44.33,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.735253,1776214543000
1776214544.904,44.904,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.735384,1776214544000
1776214545.954,45.954,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.735526,1776214545000
1776214546.958,46.958,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.735787,1776214546000
1776214547.998,47.998,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.735556,1776214547000
1776214549.042,49.042,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.735883,1776214548000
1776214550.057,50.057,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.735883,1776214549000
1776214551.214,51.214,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.735186,1776214550000
1776214552.106,52.106,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.736787,1776214551000
1776214553.171,53.171,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.737516,1776214552000
1776214554.306,54.306,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.7376,1776214553000
1776214555.473,55.473,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.739953,1776214554000
1776214556.073,56.073,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.741033,1776214555000
1776214557.195,57.195,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.743753,1776214556000
1776214558.3,58.3,0.51,5.0,0.11,100.0,0.89,100.0,0.92,50.0,0.11,100.0,0.08,50.0,0.49,5.0,0.89,100.0,0.38,0.38,43.74401,1776214557000
