timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,hype_price,hype_oracle_ts
1776238801.533,1.533,0.11,100.0,0.08,50.0,0.89,100.0,0.92,50.0,0.44,5.0,0.11,100.0,0.56,5.0,0.89,100.0,0.78,0.12,43.519096,1776236446000
1776238801.913,1.913,0.11,100.0,0.08,50.0,0.89,100.0,0.92,50.0,0.44,3.0,0.11,100.0,0.56,5.0,0.89,100.0,0.78,0.12,43.519096,1776236446000
1776238806.131,6.131,0.56,7.0,0.48,5.0,0.72,5.0,0.73,15.0,0.44,3.0,0.11,100.0,0.56,5.0,0.89,100.0,0.16,0.12,43.519096,1776236446000
1776238827.983,27.983,0.44,3.0,0.32,10.0,0.49,10.0,0.55,5.0,0.28,5.0,0.27,15.0,0.44,7.0,0.52,5.0,0.05,0.16,43.519096,1776236446000
1776238854.389,54.389,0.31,15.0,0.3,15.0,0.44,7.0,0.51,34.0,0.51,10.0,0.45,5.0,0.56,3.0,0.68,10.0,0.13,0.05,43.519096,1776236446000
1776238874.467,74.467,0.16,15.0,0.15,15.0,0.18,12.0,0.29,5.0,0.56,7.0,0.49,34.0,0.69,15.0,0.7,15.0,0.02,0.13,43.519096,1776236446000
1776238914.514,114.514,0.22,15.0,0.21,15.0,0.29,6.65,0.33,15.0,0.82,12.0,0.71,5.0,0.84,15.0,0.85,15.0,0.07,0.02,43.519096,1776236446000
1776238943.557,143.557,0.07,13.92,0.06,15.0,0.13,15.0,0.14,15.0,0.71,6.65,0.67,15.0,0.78,15.0,0.79,15.0,0.06,0.07,43.519096,1776236446000
1776238945.181,145.181,0.06,8.92,0.05,15.0,0.12,27.0,0.13,15.0,0.87,15.0,0.86,15.0,0.93,13.92,0.94,15.0,0.06,0.06,43.519096,1776236446000
1776239028.942,228.942,0.01,256.0,,,0.08,15.0,0.09,36.0,0.88,27.0,0.87,15.0,0.94,8.92,0.95,15.0,0.07,0.06,43.519096,1776236446000
1776239032.239,232.239,0.03,13.96,0.02,15.0,0.07,15.0,0.08,15.0,0.92,15.0,0.91,36.0,0.99,256.0,,,0.04,0.07,43.519096,1776236446000
1776239034.889,234.889,0.03,7.96,0.02,15.0,0.06,15.0,0.07,15.0,0.93,15.0,0.92,15.0,0.97,13.96,0.98,15.0,0.03,0.04,43.519096,1776236446000
1776239035.233,235.233,0.03,2.96,0.02,15.0,0.06,15.0,0.07,15.0,0.94,15.0,0.93,15.0,0.97,7.96,0.98,15.0,0.03,0.03,43.519096,1776236446000
1776239041.941,241.941,0.02,13.97,0.01,156.0,0.04,15.0,0.05,15.0,0.94,15.0,0.93,15.0,0.97,2.96,0.98,15.0,0.02,0.03,43.519096,1776236446000
1776239043.413,243.413,0.02,9.88,0.01,156.0,0.04,15.0,0.05,15.0,0.96,15.0,0.95,15.0,0.98,13.97,0.99,156.0,0.02,0.02,43.519096,1776236446000
1776239048.718,248.718,0.01,123.0,,,0.02,15.0,0.03,15.0,0.96,15.0,0.95,15.0,0.98,9.88,0.99,156.0,0.01,0.02,43.519096,1776236446000
1776239050.017,250.017,0.01,112.9,,,0.02,20.0,0.03,15.0,0.98,15.0,0.97,15.0,0.99,123.0,,,0.01,0.01,43.519096,1776236446000
1776239053.447,253.447,0.01,92.9,,,0.02,20.0,0.03,15.0,0.98,20.0,0.97,15.0,0.99,112.9,,,0.01,0.01,43.519096,1776236446000
1776239054.018,254.018,0.01,82.9,,,0.02,20.0,0.03,15.0,0.98,20.0,0.97,15.0,0.99,92.9,,,0.01,0.01,43.519096,1776236446000
1776239056.158,256.158,0.01,62.9,,,0.02,20.0,0.03,15.0,0.98,20.0,0.97,15.0,0.99,82.9,,,0.01,0.01,43.519096,1776236446000
1776239057.014,257.014,0.01,52.9,,,0.02,20.0,0.03,15.0,0.98,20.0,0.97,15.0,0.99,62.9,,,0.01,0.01,43.519096,1776236446000
1776239058.299,258.299,0.01,27.9,,,0.02,20.0,0.03,15.0,0.98,20.0,0.97,15.0,0.99,42.9,,,0.01,0.01,43.519096,1776236446000
1776239060.321,260.321,0.01,17.9,,,0.02,20.0,0.03,15.0,0.98,20.0,0.97,15.0,0.99,27.9,,,0.01,0.01,43.519096,1776236446000
1776239063.16,263.16,0.01,7.9,,,0.02,20.0,0.03,15.0,0.98,20.0,0.97,15.0,0.99,17.9,,,0.01,0.01,43.519096,1776236446000
1776239063.524,263.524,,,,,0.02,20.0,0.03,15.0,0.98,20.0,0.97,15.0,0.99,7.9,,,,0.01,43.519096,1776236446000
1776239099.145,299.145,,,,,0.01,2838.41,0.13,10.0,0.98,20.0,0.97,15.0,,,,,,,43.519096,1776236446000
