timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,hype_price,hype_oracle_ts
1776313800.935,0.935,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,45.106036,1776313800000
1776313801.944,1.944,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,45.109678,1776313801000
1776313802.899,2.899,0.11,100.0,0.08,10.0,0.89,87.77,0.92,10.0,0.11,87.77,0.08,10.0,0.89,100.0,0.92,10.0,0.78,0.78,45.115525,1776313802000
1776313803.816,3.816,0.11,100.0,0.08,10.0,0.89,87.77,0.92,10.0,0.11,87.77,0.08,10.0,0.89,100.0,0.92,10.0,0.78,0.78,45.113822,1776313803000
1776313805.306,5.306,0.11,100.0,0.08,10.0,0.89,87.77,0.92,10.0,0.11,87.77,0.08,10.0,0.89,100.0,0.92,10.0,0.78,0.78,45.113291,1776313804000
1776313806.276,6.276,0.11,100.0,0.08,10.0,0.89,87.77,0.92,10.0,0.11,87.77,0.08,10.0,0.89,100.0,0.92,10.0,0.78,0.78,45.113157,1776313805000
1776313807.231,7.231,0.11,100.0,0.08,10.0,0.89,87.77,0.92,10.0,0.11,87.77,0.08,10.0,0.89,100.0,0.92,10.0,0.78,0.78,45.113157,1776313806000
1776313808.302,8.302,0.11,100.0,0.08,10.0,0.89,87.77,0.92,10.0,0.11,87.77,0.08,10.0,0.89,100.0,0.92,10.0,0.78,0.78,45.113145,1776313807000
1776313810.103,10.103,0.11,100.0,0.08,10.0,0.89,87.77,0.92,10.0,0.11,87.77,0.08,10.0,0.89,100.0,0.92,10.0,0.78,0.78,45.113377,1776313808000
1776313810.737,10.737,0.11,100.0,0.08,10.0,0.89,87.77,0.92,10.0,0.11,87.77,0.08,10.0,0.89,100.0,0.92,10.0,0.78,0.78,45.112891,1776313809000
1776313917.604,117.604,0.26,10.98,0.25,15.0,0.29,15.0,0.31,50.0,0.11,87.77,0.08,10.0,0.89,100.0,0.92,10.0,0.03,0.78,45.103276,1776313916000
1776313928.084,128.084,0.28,8.05,0.27,15.0,0.41,50.0,0.45,15.0,0.71,15.0,0.69,50.0,0.74,10.98,0.75,15.0,0.13,0.03,45.080986,1776313927000
1776313929.154,129.154,0.25,13.66,0.24,15.0,0.31,50.0,0.41,50.0,0.59,50.0,0.55,15.0,0.72,8.05,0.73,15.0,0.06,0.13,45.082744,1776313928000
1776314002.256,202.256,0.59,15.0,0.58,15.0,0.71,43.66,0.72,15.0,0.69,50.0,0.59,50.0,0.75,13.66,0.76,15.0,0.12,0.06,45.115314,1776314000000
1776314014.787,214.787,0.44,15.0,0.41,15.0,0.51,35.0,0.61,65.0,0.29,43.66,0.28,15.0,0.41,15.0,0.42,15.0,0.07,0.12,45.116104,1776314009000
1776314015.167,215.167,0.45,15.0,0.41,15.0,0.51,17.74,0.61,50.0,0.49,35.0,0.39,65.0,0.56,15.0,0.59,15.0,0.06,0.07,45.116104,1776314009000
1776314015.935,215.935,0.45,15.0,0.42,15.0,0.51,12.74,0.57,5.0,0.49,17.74,0.39,50.0,0.55,15.0,0.59,15.0,0.06,0.06,45.116104,1776314009000
1776314020.122,220.122,0.45,15.0,0.44,15.0,0.57,5.0,0.63,15.0,0.49,12.74,0.43,5.0,0.55,15.0,0.58,15.0,0.12,0.06,45.115052,1776314018000
1776314026.002,226.002,0.55,15.0,0.54,15.0,0.67,15.0,0.68,15.0,0.43,5.0,0.37,15.0,0.55,15.0,0.56,15.0,0.12,0.12,45.116198,1776314024000
1776314044.276,244.276,0.79,15.0,0.75,15.0,0.84,9.89,0.85,15.0,0.33,15.0,0.32,15.0,0.45,15.0,0.46,15.0,0.05,0.12,45.125992,1776314042000
1776314051.582,251.582,0.56,8.25,0.52,15.0,0.71,50.0,0.73,15.0,0.16,9.89,0.15,15.0,0.21,15.0,0.25,15.0,0.15,0.05,45.126428,1776314049000
1776314051.819,251.819,0.56,9.96,0.52,15.0,0.71,50.0,0.73,15.0,0.29,50.0,0.27,15.0,0.44,8.25,0.48,15.0,0.15,0.15,45.126468,1776314050000
