timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,hype_price,hype_oracle_ts
1776365108.443,8.443,0.74,5.0,0.73,5.0,0.76,5.0,0.77,5.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.02,0.18,43.734397,1776365107000
1776365109.315,9.315,0.72,9.6,0.71,5.0,0.73,5.0,0.74,5.0,0.24,5.0,0.23,5.0,0.26,5.0,0.27,5.0,0.01,0.02,43.734397,1776365107000
1776365111.412,11.412,0.71,5.0,0.7,5.0,0.73,5.0,0.74,5.0,0.27,5.0,0.26,5.0,0.28,9.6,0.29,5.0,0.02,0.01,43.738867,1776365110000
1776365115.373,15.373,0.71,19.08,0.7,5.0,0.73,5.0,0.74,5.0,0.27,5.0,0.26,5.0,0.29,5.0,0.3,5.0,0.02,0.02,43.732418,1776365114000
1776365127.855,27.855,0.71,14.08,0.68,5.0,0.73,1.61,0.74,5.0,0.27,5.0,0.26,5.0,0.29,19.08,0.3,5.0,0.02,0.02,43.731299,1776365126000
1776365182.915,82.915,0.89,31.0,0.88,5.0,0.9,8.67,0.91,11.0,0.27,1.61,0.26,5.0,0.29,14.08,0.32,5.0,0.01,0.02,43.787513,1776365181000
1776365187.204,87.204,0.89,41.0,0.88,20.0,0.9,7.55,0.91,11.0,0.1,8.67,0.09,11.0,0.11,31.0,0.12,5.0,0.01,0.01,43.810941,1776365186000
1776365195.308,95.308,0.89,56.0,0.88,20.0,0.9,6.22,0.91,11.0,0.1,7.55,0.09,11.0,0.11,41.0,0.12,20.0,0.01,0.01,43.817301,1776365194000
1776365198.769,98.769,0.89,76.0,0.88,20.0,0.9,4.89,0.91,11.0,0.1,6.22,0.09,11.0,0.11,56.0,0.12,20.0,0.01,0.01,43.825047,1776365197000
1776365203.424,103.424,0.89,76.0,0.88,20.0,0.9,3.56,0.91,11.0,0.1,4.89,0.09,11.0,0.11,76.0,0.12,20.0,0.01,0.01,43.850848,1776365202000
1776365206.93,106.93,0.89,76.0,0.88,20.0,0.9,2.23,0.91,11.0,0.1,3.56,0.09,11.0,0.11,76.0,0.12,20.0,0.01,0.01,43.858332,1776365205000
1776365212.116,112.116,0.89,76.0,0.88,20.0,0.9,0.9,0.91,11.0,0.1,2.23,0.09,11.0,0.11,76.0,0.12,20.0,0.01,0.01,43.861052,1776365210000
1776365239.078,139.078,0.9,29.1,0.89,76.0,0.91,11.0,0.92,12.0,0.1,0.9,0.09,11.0,0.11,76.0,0.12,20.0,0.01,0.01,43.954185,1776365237000
1776365239.997,139.997,0.91,18.1,0.9,20.0,0.92,12.0,0.93,14.0,0.09,11.0,0.08,12.0,0.1,29.1,0.11,76.0,0.01,0.01,43.966229,1776365238000
1776365240.619,140.619,0.91,90.0,0.9,20.0,0.92,6.0,0.93,14.0,0.08,12.0,0.07,14.0,0.09,18.1,0.1,20.0,0.01,0.01,43.966293,1776365239000
1776365240.955,140.955,0.92,12.1,0.91,90.0,0.93,14.0,0.94,16.0,0.08,6.0,0.07,14.0,0.09,90.0,0.1,20.0,0.01,0.01,43.966293,1776365239000
1776365241.905,141.905,0.92,20.0,0.91,70.0,0.95,6.49,0.96,25.0,0.07,14.0,0.06,16.0,0.08,12.1,0.09,90.0,0.03,0.01,43.963378,1776365240000
1776365242.467,142.467,0.94,28.0,0.93,20.0,0.96,25.0,0.97,33.0,0.05,6.49,0.04,25.0,0.08,20.0,0.09,70.0,0.02,0.03,43.9664,1776365241000
1776365243.063,143.063,0.99,742.0,0.95,5.0,,,,,0.04,25.0,0.03,33.0,0.06,28.0,0.07,20.0,,0.02,43.9664,1776365241000
1776365244.625,144.625,0.99,766.1,0.98,20.0,,,,,,,,,0.01,742.0,0.05,5.0,,,43.970517,1776365243000
1776365249.187,149.187,0.99,784.69,0.98,20.0,,,,,,,,,0.01,766.1,0.02,20.0,,,43.976405,1776365248000
1776365329.739,229.739,0.99,15.57,0.98,20.0,,,,,,,,,0.01,784.69,0.02,20.0,,,43.854528,1776365328000

# RESULT,winner=Up,slug=hype-updown-5m-1776365100,ticks=22
