timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,hype_price,hype_oracle_ts
1776164401.392,1.392,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.18,0.18,44.888845,1776164400000
1776164402.125,2.125,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.18,0.18,44.88884,1776164401000
1776164404.266,4.266,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.18,0.18,44.875069,1776164403000
1776164405.167,5.167,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.18,0.18,44.867231,1776164404000
1776164406.25,6.25,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.18,0.18,44.870426,1776164405000
1776164407.356,7.356,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.18,0.18,44.876144,1776164406000
1776164408.249,8.249,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.18,0.18,44.879243,1776164407000
1776164409.275,9.275,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.18,0.18,44.876755,1776164408000
1776164410.299,10.299,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.18,0.18,44.882926,1776164409000
1776164411.214,11.214,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.18,0.18,44.886366,1776164410000
1776164412.306,12.306,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.18,0.18,44.886341,1776164411000
1776164413.351,13.351,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.18,0.18,44.886268,1776164412000
