timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,hype_price,hype_oracle_ts
1776318600.99,0.99,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,45.691524,1776318600000
1776318602.234,2.234,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,45.692084,1776318601000
1776318602.878,2.878,0.51,10.0,0.11,100.0,0.68,15.0,0.89,100.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.17,0.18,45.692084,1776318601000
1776318603.394,3.394,0.51,10.0,0.11,100.0,0.68,15.0,0.89,100.0,0.32,15.0,0.11,100.0,0.49,10.0,0.89,100.0,0.17,0.17,45.693359,1776318602000
1776318603.908,3.908,0.51,10.0,0.11,100.0,0.68,15.0,0.89,100.0,0.32,15.0,0.11,100.0,0.49,10.0,0.89,100.0,0.17,0.17,45.698776,1776318603000
1776318605.062,5.062,0.51,10.0,0.11,100.0,0.68,15.0,0.89,100.0,0.32,15.0,0.11,100.0,0.49,10.0,0.89,100.0,0.17,0.17,45.705904,1776318604000
1776318606.582,6.582,0.51,10.0,0.11,100.0,0.68,15.0,0.89,100.0,0.32,15.0,0.11,100.0,0.49,10.0,0.89,100.0,0.17,0.17,45.707676,1776318605000
1776318607.074,7.074,0.51,10.0,0.11,100.0,0.68,15.0,0.89,100.0,0.32,15.0,0.11,100.0,0.49,10.0,0.89,100.0,0.17,0.17,45.709702,1776318606000
1776318608.259,8.259,0.51,10.0,0.11,100.0,0.68,15.0,0.89,100.0,0.32,15.0,0.11,100.0,0.49,10.0,0.89,100.0,0.17,0.17,45.711706,1776318607000
1776318608.465,8.465,0.51,4.48,0.5,5.0,0.71,50.0,0.78,5.0,0.32,15.0,0.11,100.0,0.49,10.0,0.89,100.0,0.2,0.17,45.711706,1776318607000
1776318609.407,9.407,0.51,4.48,0.5,5.0,0.71,50.0,0.78,5.0,0.29,50.0,0.22,5.0,0.49,4.48,0.5,5.0,0.2,0.2,45.713471,1776318608000
1776318609.93,9.93,0.51,4.48,0.5,5.0,0.71,50.0,0.78,5.0,0.29,50.0,0.22,5.0,0.49,4.48,0.5,5.0,0.2,0.2,45.71345,1776318609000
1776318628.834,28.834,0.39,13.36,0.31,50.0,0.56,15.0,0.61,50.0,0.19,36.23,0.11,100.0,0.27,15.0,0.49,50.0,0.17,0.08,45.69285,1776318627000
1776318632.925,32.925,0.42,15.0,0.31,50.0,0.59,2.77,0.61,50.0,0.44,15.0,0.39,50.0,0.61,13.36,0.69,50.0,0.17,0.17,45.688751,1776318631000
1776318653.883,53.883,0.56,15.0,0.41,65.0,0.71,63.59,0.72,15.0,0.41,2.77,0.39,50.0,0.58,15.0,0.69,50.0,0.15,0.17,45.714061,1776318652000
1776318659.479,59.479,0.51,65.0,0.5,15.0,0.71,15.0,0.72,15.0,0.29,63.59,0.28,15.0,0.44,15.0,0.59,65.0,0.2,0.15,45.712066,1776318658000
1776318731.935,131.935,0.59,15.0,0.58,15.0,0.78,15.0,0.79,15.0,0.29,15.0,0.28,15.0,0.49,65.0,0.5,15.0,0.19,0.2,45.719824,1776318730000
1776318817.424,217.424,0.19,7.59,0.18,15.0,0.41,121.0,0.51,65.0,0.22,15.0,0.21,15.0,0.41,15.0,0.42,15.0,0.22,0.19,45.685942,1776318815000
1776318825.474,225.474,0.12,11.62,0.11,15.0,0.29,87.0,0.31,50.0,0.59,121.0,0.49,65.0,0.81,7.59,0.82,15.0,0.17,0.22,45.665029,1776318824000
1776318826.036,226.036,0.12,11.62,0.08,15.0,0.21,122.0,0.31,50.0,0.71,87.0,0.69,50.0,0.88,11.62,0.89,15.0,0.09,0.17,45.664541,1776318825000
1776318831.209,231.209,0.12,5.62,0.07,15.0,0.21,72.0,0.25,15.0,0.79,109.22,0.69,50.0,0.88,11.62,0.92,15.0,0.09,0.09,45.619746,1776318830000
1776318834.241,234.241,0.11,50.0,0.09,15.0,0.13,38.89,0.16,24.0,0.79,72.0,0.75,15.0,0.88,5.62,0.93,15.0,0.02,0.09,45.614913,1776318832000
1776318837.327,237.327,0.12,10.45,0.11,65.0,0.13,35.0,0.16,39.0,0.87,38.89,0.84,24.0,0.89,50.0,0.91,15.0,0.01,0.02,45.627055,1776318835000
1776318840.634,240.634,0.08,11.41,0.07,15.0,0.11,15.0,0.16,76.0,0.87,35.0,0.84,39.0,0.88,10.45,0.89,65.0,0.03,0.01,45.636252,1776318839000
1776318841.99,241.99,0.11,9.0,0.08,15.0,0.16,24.0,0.22,15.0,0.89,15.0,0.84,76.0,0.92,9.41,0.93,15.0,0.05,0.03,45.636542,1776318840000
1776318842.356,242.356,0.11,4.31,0.09,15.0,0.13,15.0,0.16,24.0,0.84,24.0,0.78,15.0,0.89,5.53,0.92,15.0,0.02,0.05,45.630471,1776318841000
1776318845.707,245.707,0.11,13.11,0.1,15.0,0.12,17.14,0.16,24.0,0.87,15.0,0.84,24.0,0.89,4.31,0.91,15.0,0.01,0.02,45.629338,1776318844000
1776318859.107,259.107,0.05,3.0,0.04,20.0,0.09,15.0,0.12,17.14,0.88,17.14,0.84,24.0,0.89,13.11,0.9,15.0,0.04,0.01,45.642886,1776318857000
1776318863.421,263.421,0.04,12.71,0.03,20.0,0.08,15.0,0.09,30.0,0.91,15.0,0.88,17.14,0.95,3.0,0.96,20.0,0.04,0.04,45.641935,1776318861000
1776318869.666,269.666,0.03,3.96,0.02,30.0,0.08,15.0,0.09,30.0,0.92,15.0,0.91,30.0,0.96,12.71,0.97,20.0,0.05,0.04,45.623556,1776318868000
