timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,hype_price,hype_oracle_ts
1776163500.513,0.513,0.51,9.8,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.48,5.0,0.47,31.0,0.46,41.0,0.45,45.0,0.44,80.0,0.49,9.8,0.52,5.0,0.53,31.0,0.54,41.0,0.55,45.0,0.08,0.01,44.867934,1776163499000
1776163501.485,1.485,0.51,9.8,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.49,9.8,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.08,0.08,44.867476,1776163500000
1776163502.062,2.062,0.51,9.8,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.49,9.8,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.08,0.08,44.868076,1776163501000
1776163503.223,3.223,0.51,9.8,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.49,9.8,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.08,0.08,44.868374,1776163502000
1776163504.232,4.232,0.51,9.8,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.49,9.8,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.08,0.08,44.869644,1776163503000
1776163505.82,5.82,0.51,9.8,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.49,9.8,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.08,0.08,44.872824,1776163504000
1776163506.351,6.351,0.51,9.8,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.49,9.8,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.08,0.08,44.873028,1776163505000
1776163507.526,7.526,0.51,9.8,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.49,9.8,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.08,0.08,44.872931,1776163506000
1776163508.127,8.127,0.51,9.8,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.49,9.8,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.08,0.08,44.872931,1776163507000
1776163509.284,9.284,0.51,9.8,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.63,9.0,0.41,13.0,0.4,8.0,0.39,8.0,0.38,8.0,0.37,9.0,0.49,9.8,0.59,13.0,0.6,8.0,0.61,8.0,0.62,8.0,0.08,0.08,44.874612,1776163508000
