timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,hype_price,hype_oracle_ts
1776163811.734,11.734,0.49,5.0,0.46,10.0,0.44,11.0,0.43,5.0,0.42,5.0,0.61,8.0,0.63,10.0,0.65,14.0,0.67,5.0,0.68,5.0,0.39,8.0,0.37,10.0,0.35,14.0,0.33,5.0,0.32,5.0,0.51,5.0,0.54,10.0,0.56,11.0,0.57,5.0,0.58,5.0,0.12,0.12,44.88565,1776163810000
1776163812.192,12.192,0.49,5.0,0.46,10.0,0.44,11.0,0.43,5.0,0.42,5.0,0.61,8.0,0.63,10.0,0.65,14.0,0.67,5.0,0.68,5.0,0.39,8.0,0.37,10.0,0.35,14.0,0.33,5.0,0.32,5.0,0.51,5.0,0.54,10.0,0.56,11.0,0.57,5.0,0.58,5.0,0.12,0.12,44.88565,1776163810000
1776163813.661,13.661,0.49,5.0,0.46,10.0,0.44,11.0,0.43,5.0,0.42,5.0,0.61,8.0,0.63,10.0,0.65,14.0,0.67,5.0,0.68,5.0,0.39,8.0,0.37,10.0,0.35,14.0,0.33,5.0,0.32,5.0,0.51,5.0,0.54,10.0,0.56,11.0,0.57,5.0,0.58,5.0,0.12,0.12,44.885441,1776163812000
1776163814.265,14.265,0.49,5.0,0.46,10.0,0.44,11.0,0.43,5.0,0.42,5.0,0.61,8.0,0.63,10.0,0.65,14.0,0.67,5.0,0.68,5.0,0.39,8.0,0.37,10.0,0.35,14.0,0.33,5.0,0.32,5.0,0.51,5.0,0.54,10.0,0.56,11.0,0.57,5.0,0.58,5.0,0.12,0.12,44.884981,1776163813000
1776163815.451,15.451,0.49,5.0,0.46,10.0,0.44,11.0,0.43,5.0,0.42,5.0,0.61,8.0,0.63,10.0,0.65,14.0,0.67,5.0,0.68,5.0,0.39,8.0,0.37,10.0,0.35,14.0,0.33,5.0,0.32,5.0,0.51,5.0,0.54,10.0,0.56,11.0,0.57,5.0,0.58,5.0,0.12,0.12,44.885616,1776163814000
1776163816.064,16.064,0.49,5.0,0.46,10.0,0.44,11.0,0.43,5.0,0.42,5.0,0.61,8.0,0.63,10.0,0.65,14.0,0.67,5.0,0.68,5.0,0.39,8.0,0.37,10.0,0.35,14.0,0.33,5.0,0.32,5.0,0.51,5.0,0.54,10.0,0.56,11.0,0.57,5.0,0.58,5.0,0.12,0.12,44.889177,1776163815000
1776163817.264,17.264,0.49,5.0,0.46,10.0,0.44,11.0,0.43,5.0,0.42,5.0,0.61,8.0,0.63,10.0,0.65,14.0,0.67,5.0,0.68,5.0,0.39,8.0,0.37,10.0,0.35,14.0,0.33,5.0,0.32,5.0,0.51,5.0,0.54,10.0,0.56,11.0,0.57,5.0,0.58,5.0,0.12,0.12,44.886253,1776163816000
1776163818.447,18.447,0.49,5.0,0.46,10.0,0.44,11.0,0.43,5.0,0.42,5.0,0.61,8.0,0.63,10.0,0.65,14.0,0.67,5.0,0.68,5.0,0.39,8.0,0.37,10.0,0.35,14.0,0.33,5.0,0.32,5.0,0.51,5.0,0.54,10.0,0.56,11.0,0.57,5.0,0.58,5.0,0.12,0.12,44.882101,1776163817000
1776163819.016,19.016,0.49,5.0,0.46,10.0,0.44,11.0,0.43,5.0,0.42,5.0,0.61,8.0,0.63,10.0,0.65,14.0,0.67,5.0,0.68,5.0,0.39,8.0,0.37,10.0,0.35,14.0,0.33,5.0,0.32,5.0,0.51,5.0,0.54,10.0,0.56,11.0,0.57,5.0,0.58,5.0,0.12,0.12,44.882101,1776163818000
1776163820.313,20.313,0.49,5.0,0.46,10.0,0.44,11.0,0.43,5.0,0.42,5.0,0.61,8.0,0.63,10.0,0.65,14.0,0.67,5.0,0.68,5.0,0.39,8.0,0.37,10.0,0.35,14.0,0.33,5.0,0.32,5.0,0.51,5.0,0.54,10.0,0.56,11.0,0.57,5.0,0.58,5.0,0.12,0.12,44.883017,1776163819000
1776163821.306,21.306,0.49,5.0,0.46,10.0,0.44,11.0,0.43,5.0,0.42,5.0,0.61,8.0,0.63,10.0,0.65,14.0,0.67,5.0,0.68,5.0,0.39,8.0,0.37,10.0,0.35,14.0,0.33,5.0,0.32,5.0,0.51,5.0,0.54,10.0,0.56,11.0,0.57,5.0,0.58,5.0,0.12,0.12,44.886039,1776163820000
