timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,hype_price,hype_oracle_ts
1776315994.661,94.661,0.47,15.0,0.44,20.0,0.5,18.0,0.64,30.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.03,0.18,45.06874,1776315993000
1776316026.289,126.289,0.44,15.0,0.43,15.0,0.5,3.0,0.61,50.0,0.5,18.0,0.36,30.0,0.53,15.0,0.56,20.0,0.06,0.03,45.067739,1776316024000
1776316029.548,129.548,0.54,12.0,0.47,15.0,0.68,15.0,0.69,15.0,0.5,3.0,0.39,50.0,0.56,15.0,0.57,15.0,0.14,0.06,45.080781,1776316028000
1776316101.462,201.462,0.2,9.41,0.19,15.0,0.25,15.0,0.31,50.0,0.32,15.0,0.31,15.0,0.46,12.0,0.53,15.0,0.05,0.14,45.046816,1776316100000
1776316104.896,204.896,0.08,11.77,0.07,15.0,0.21,115.0,0.28,15.0,0.75,15.0,0.69,50.0,0.8,9.41,0.81,15.0,0.13,0.05,45.043514,1776316103000
1776316105.235,205.235,0.08,11.77,0.07,15.0,0.21,115.0,0.28,15.0,0.79,115.0,0.72,15.0,0.92,11.77,0.93,15.0,0.13,0.13,45.042767,1776316104000
1776316112.403,212.403,0.12,15.0,0.11,15.0,0.17,15.0,0.21,50.0,0.79,115.0,0.72,15.0,0.92,11.77,0.93,15.0,0.05,0.13,45.016022,1776316111000
1776316117.117,217.117,0.12,7.29,0.11,15.0,0.14,24.0,0.19,15.0,0.83,15.0,0.79,50.0,0.88,0.97,0.89,15.0,0.02,0.05,45.018387,1776316116000
1776316118.193,218.193,0.13,8.1,0.12,7.29,0.14,24.0,0.23,15.0,0.86,24.0,0.81,15.0,0.88,7.29,0.89,15.0,0.01,0.02,45.018387,1776316116000
1776316141.303,241.303,0.04,14.0,0.03,20.0,0.09,15.0,0.1,30.0,0.86,24.0,0.77,15.0,0.87,8.1,0.88,7.29,0.05,0.01,45.01479,1776316140000
1776316148.323,248.323,0.03,2.93,0.02,15.0,0.04,15.0,0.05,15.0,0.91,15.0,0.9,30.0,0.96,14.0,0.97,20.0,0.01,0.05,45.01503,1776316147000
1776316149.507,249.507,0.03,1.89,0.02,15.0,0.04,20.0,0.05,15.0,0.96,15.0,0.95,15.0,0.97,2.93,0.98,15.0,0.01,0.01,45.010022,1776316148000
1776316149.717,249.717,0.02,4.89,0.01,100.0,0.04,20.0,0.05,15.0,0.96,20.0,0.95,15.0,0.97,1.89,0.98,15.0,0.02,0.01,45.010022,1776316148000
1776316152.446,252.446,0.01,100.0,,,0.02,25.11,0.03,20.0,0.96,20.0,0.95,15.0,0.98,4.89,0.99,100.0,0.01,0.02,44.999104,1776316151000
1776316153.348,253.348,0.01,74.89,,,0.02,5.0,0.03,20.0,0.98,25.11,0.97,20.0,0.99,100.0,,,0.01,0.01,45.00022,1776316152000
1776316153.984,253.984,0.01,54.89,,,0.02,5.0,0.03,20.0,0.98,5.0,0.97,20.0,0.99,74.89,,,0.01,0.01,45.00022,1776316152000
1776316155.036,255.036,0.01,24.89,,,0.02,5.0,0.03,5.0,0.98,5.0,0.97,20.0,0.99,54.89,,,0.01,0.01,45.000285,1776316153000
1776316156.468,256.468,0.01,23.87,,,0.02,5.0,0.03,5.0,0.98,5.0,0.97,5.0,0.99,24.89,,,0.01,0.01,45.002378,1776316155000
1776316156.921,256.921,0.01,3.87,,,0.02,5.0,0.03,5.0,0.98,5.0,0.97,5.0,0.99,23.87,,,0.01,0.01,45.002378,1776316155000
1776316161.439,261.439,,,,,0.01,13.13,0.02,5.0,0.98,5.0,0.97,5.0,0.99,3.87,,,,0.01,45.017408,1776316160000

# RESULT,winner=Down,slug=hype-updown-5m-1776315900,ticks=20
