timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,hype_price,hype_oracle_ts
1776250501.395,1.395,0.11,100.0,0.08,57.5,0.51,5.0,0.89,100.0,0.49,5.0,0.11,100.0,0.89,100.0,0.92,57.5,0.4,0.4,43.925905,1776250500000
1776250501.698,1.698,0.11,100.0,0.08,57.5,0.51,5.0,0.89,100.0,0.49,5.0,0.11,100.0,0.89,100.0,0.92,57.5,0.4,0.4,43.925905,1776250500000
1776250502.113,2.113,0.11,100.0,0.08,57.5,0.51,5.0,0.89,100.0,0.49,5.0,0.11,100.0,0.89,100.0,0.92,57.5,0.4,0.4,43.925699,1776250501000
1776250503.081,3.081,0.11,100.0,0.08,57.5,0.51,5.0,0.89,100.0,0.49,5.0,0.11,100.0,0.89,100.0,0.92,57.5,0.4,0.4,43.924145,1776250502000
1776250504.107,4.107,0.11,100.0,0.08,57.5,0.51,5.0,0.89,100.0,0.49,5.0,0.11,100.0,0.89,100.0,0.92,57.5,0.4,0.4,43.923696,1776250503000
1776250505.138,5.138,0.11,100.0,0.08,57.5,0.51,5.0,0.89,100.0,0.49,5.0,0.11,100.0,0.89,100.0,0.92,57.5,0.4,0.4,43.915324,1776250504000
1776250506.158,6.158,0.11,100.0,0.08,57.5,0.51,5.0,0.89,100.0,0.49,5.0,0.11,100.0,0.89,100.0,0.92,57.5,0.4,0.4,43.91202,1776250505000
1776250507.001,7.001,0.11,100.0,0.08,57.5,0.51,5.0,0.89,100.0,0.49,5.0,0.11,100.0,0.89,100.0,0.92,57.5,0.4,0.4,43.907539,1776250506000
1776250507.988,7.988,0.11,100.0,0.08,57.5,0.51,5.0,0.89,100.0,0.49,5.0,0.11,100.0,0.89,100.0,0.92,57.5,0.4,0.4,43.90669,1776250507000
1776250508.999,8.999,0.45,5.0,0.44,5.0,0.47,5.0,0.48,5.0,0.53,5.0,0.52,5.0,0.55,5.0,0.56,5.0,0.02,0.02,43.906297,1776250508000
1776250510.024,10.024,0.45,5.0,0.44,5.0,0.47,5.0,0.48,5.0,0.53,5.0,0.52,5.0,0.55,5.0,0.56,5.0,0.02,0.02,43.906592,1776250509000
1776250510.974,10.974,0.48,5.0,0.47,5.0,0.5,5.0,0.51,10.0,0.5,5.0,0.49,10.0,0.52,5.0,0.53,5.0,0.02,0.02,43.906791,1776250510000
1776250512.583,12.583,0.48,5.0,0.47,5.0,0.5,5.0,0.51,10.0,0.5,5.0,0.49,10.0,0.52,5.0,0.53,5.0,0.02,0.02,43.917995,1776250511000
1776250513.159,13.159,0.48,5.0,0.47,5.0,0.5,5.0,0.51,10.0,0.5,5.0,0.49,10.0,0.52,5.0,0.53,5.0,0.02,0.02,43.920893,1776250512000
1776250514.071,14.071,0.48,5.0,0.47,5.0,0.5,5.0,0.51,10.0,0.5,5.0,0.49,10.0,0.52,5.0,0.53,5.0,0.02,0.02,43.919313,1776250513000
