timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,hype_price,hype_oracle_ts
1776333301.253,1.253,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,45.365586,1776333300000
1776333302.285,2.285,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,45.365586,1776333301000
1776333303.222,3.222,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,45.373672,1776333302000
1776333303.87,3.87,0.4,5.0,0.39,5.0,0.41,47.56,0.5,5.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.01,0.18,45.373672,1776333302000
1776333304.325,4.325,0.4,5.0,0.39,5.0,0.41,17.56,0.5,5.0,0.59,17.56,0.5,5.0,0.6,5.0,0.61,5.0,0.01,0.01,45.372566,1776333303000
1776333304.721,4.721,0.46,12.44,0.4,5.0,0.5,5.0,0.58,5.0,0.59,2.56,0.5,5.0,0.6,5.0,0.61,5.0,0.04,0.01,45.372566,1776333303000
1776333305.166,5.166,0.51,45.0,0.49,5.0,0.58,5.0,0.59,5.0,0.42,5.0,0.41,5.0,0.49,45.0,0.51,5.0,0.07,0.07,45.372779,1776333304000
1776333306.247,6.247,0.51,45.0,0.49,5.0,0.58,5.0,0.59,5.0,0.42,5.0,0.41,5.0,0.49,45.0,0.51,5.0,0.07,0.07,45.375578,1776333305000
1776333306.586,6.586,0.61,45.0,0.59,5.0,0.62,5.0,0.63,5.0,0.42,5.0,0.41,5.0,0.49,45.0,0.51,5.0,0.01,0.07,45.375578,1776333305000
1776333307.824,7.824,0.61,45.0,0.59,5.0,0.62,5.0,0.63,5.0,0.38,5.0,0.37,5.0,0.39,45.0,0.41,5.0,0.01,0.01,45.375558,1776333306000
1776333308.45,8.45,0.61,45.0,0.59,5.0,0.62,5.0,0.63,5.0,0.38,5.0,0.37,5.0,0.39,45.0,0.41,5.0,0.01,0.01,45.375743,1776333307000
1776333309.54,9.54,0.61,45.0,0.59,5.0,0.62,5.0,0.63,5.0,0.38,5.0,0.37,5.0,0.39,45.0,0.41,5.0,0.01,0.01,45.381854,1776333308000
1776333310.102,10.102,0.61,45.0,0.59,5.0,0.62,5.0,0.63,5.0,0.38,5.0,0.37,5.0,0.39,45.0,0.41,5.0,0.01,0.01,45.384412,1776333309000
1776333310.407,10.407,0.58,5.0,0.57,5.0,0.61,5.0,0.62,5.0,0.38,5.0,0.37,5.0,0.39,45.0,0.41,5.0,0.03,0.01,45.384412,1776333309000
1776333317.633,17.633,0.61,40.0,0.6,5.0,0.63,5.0,0.64,5.0,0.39,5.0,0.38,5.0,0.42,5.0,0.43,5.0,0.02,0.03,45.380376,1776333316000
1776333335.512,35.512,0.6,5.0,0.59,5.0,0.62,5.0,0.63,5.0,0.37,5.0,0.36,5.0,0.39,40.0,0.4,5.0,0.02,0.02,45.383689,1776333334000
1776333338.228,38.228,0.61,5.0,0.6,5.0,0.64,5.0,0.65,5.0,0.38,5.0,0.37,5.0,0.4,5.0,0.41,5.0,0.03,0.02,45.383426,1776333337000
1776333341.386,41.386,0.63,5.0,0.62,5.0,0.66,5.0,0.67,5.0,0.36,5.0,0.35,5.0,0.39,5.0,0.4,5.0,0.03,0.03,45.383148,1776333340000
1776333348.414,48.414,0.58,5.0,0.57,5.0,0.62,5.0,0.63,5.0,0.34,5.0,0.33,5.0,0.37,5.0,0.38,5.0,0.04,0.03,45.37158,1776333347000
1776333348.923,48.923,0.58,5.0,0.57,5.0,0.61,4.59,0.62,5.0,0.36,5.0,0.35,5.0,0.4,5.0,0.42,5.0,0.03,0.04,45.37158,1776333347000
1776333363.944,63.944,0.55,5.0,0.53,5.0,0.56,5.0,0.57,5.0,0.39,4.59,0.38,5.0,0.42,5.0,0.43,5.0,0.01,0.03,45.385045,1776333362000
1776333364.466,64.466,0.54,5.0,0.53,5.0,0.56,5.0,0.57,5.0,0.44,5.0,0.43,5.0,0.45,5.0,0.47,5.0,0.02,0.01,45.385045,1776333363000
1776333367.127,67.127,0.55,5.0,0.54,5.0,0.56,10.0,0.58,5.0,0.44,5.0,0.43,5.0,0.46,5.0,0.47,5.0,0.01,0.02,45.374388,1776333365000
1776333375.345,75.345,0.55,5.0,0.54,5.0,0.56,5.0,0.58,5.0,0.44,10.0,0.42,5.0,0.45,5.0,0.46,5.0,0.01,0.01,45.366484,1776333374000
1776333376.523,76.523,0.54,5.0,0.53,5.0,0.56,5.0,0.57,11.0,0.44,5.0,0.42,5.0,0.45,5.0,0.46,5.0,0.02,0.01,45.366484,1776333375000
1776333429.718,129.718,0.48,4.19,0.47,5.0,0.5,5.0,0.51,5.0,0.44,5.0,0.43,11.0,0.46,5.0,0.47,5.0,0.02,0.02,45.376991,1776333428000
1776333430.209,130.209,0.48,4.19,0.47,5.0,0.51,5.0,0.52,5.0,0.5,5.0,0.49,5.0,0.52,4.19,0.53,5.0,0.03,0.02,45.377638,1776333429000
1776333447.541,147.541,0.23,15.0,0.22,20.0,0.25,5.0,0.26,5.0,0.49,5.0,0.48,5.0,0.52,4.19,0.53,5.0,0.02,0.03,45.348083,1776333446000
1776333452.797,152.797,0.27,5.0,0.26,5.0,0.28,1.42,0.29,5.0,0.75,5.0,0.74,5.0,0.77,15.0,0.78,20.0,0.01,0.02,45.343,1776333451000
1776333455.516,155.516,0.27,5.0,0.26,5.0,0.29,5.0,0.3,5.0,0.72,1.42,0.71,5.0,0.73,5.0,0.74,5.0,0.02,0.01,45.341029,1776333454000
1776333461.606,161.606,0.19,5.0,0.18,5.0,0.22,5.0,0.23,5.0,0.71,5.0,0.7,5.0,0.73,5.0,0.74,5.0,0.03,0.02,45.328846,1776333460000
1776333476.052,176.052,0.22,5.0,0.21,5.0,0.28,20.0,0.29,20.0,0.78,5.0,0.77,5.0,0.81,5.0,0.82,5.0,0.06,0.03,45.329113,1776333475000
1776333480.509,180.509,0.19,5.0,0.18,5.0,0.21,5.0,0.22,5.0,0.72,20.0,0.71,20.0,0.78,5.0,0.79,5.0,0.02,0.06,45.334829,1776333479000
1776333486.665,186.665,0.17,6.0,0.16,20.0,0.18,5.0,0.19,5.0,0.79,5.0,0.78,5.0,0.81,5.0,0.82,5.0,0.01,0.02,45.335078,1776333485000
1776333489.463,189.463,0.17,0.55,0.16,15.0,0.18,5.0,0.19,5.0,0.82,5.0,0.81,5.0,0.83,6.0,0.84,20.0,0.01,0.01,45.334496,1776333488000
1776333494.393,194.393,0.16,5.0,0.15,20.0,0.18,5.0,0.19,5.0,0.82,5.0,0.81,5.0,0.83,0.55,0.84,15.0,0.02,0.01,45.334687,1776333493000
1776333496.59,196.59,0.16,5.0,0.15,20.0,0.18,5.0,0.19,5.0,0.82,5.0,0.81,5.0,0.84,5.0,0.85,20.0,0.02,0.02,45.334484,1776333495000
1776333502.428,202.428,0.17,20.0,0.16,20.0,0.18,15.0,0.2,5.0,0.82,5.0,0.81,5.0,0.84,5.0,0.85,20.0,0.01,0.02,45.334619,1776333501000
1776333504.497,204.497,0.16,20.0,0.15,20.0,0.17,15.0,0.18,15.0,0.82,15.0,0.8,5.0,0.83,20.0,0.84,20.0,0.01,0.01,45.333998,1776333503000
1776333506.321,206.321,0.15,20.0,0.14,20.0,0.16,15.0,0.17,15.0,0.83,15.0,0.82,15.0,0.84,20.0,0.85,20.0,0.01,0.01,45.333673,1776333505000
1776333508.505,208.505,0.14,20.0,0.13,20.0,0.16,15.0,0.17,15.0,0.84,15.0,0.83,15.0,0.85,20.0,0.86,20.0,0.02,0.01,45.333539,1776333507000
1776333530.146,230.146,0.13,1.13,0.12,20.0,0.14,5.0,0.15,5.0,0.84,15.0,0.83,15.0,0.86,20.0,0.87,20.0,0.01,0.02,45.33526,1776333528000
1776333540.64,240.64,0.13,3.0,0.12,5.0,0.15,20.0,0.16,35.0,0.86,5.0,0.85,5.0,0.87,1.13,0.88,20.0,0.02,0.01,45.33418,1776333539000
1776333541.489,241.489,0.1,5.0,0.09,26.0,0.11,5.0,0.12,5.0,0.85,20.0,0.84,35.0,0.87,3.0,0.88,5.0,0.01,0.02,45.333459,1776333540000
1776333544.536,244.536,0.09,11.0,0.08,32.0,0.11,5.0,0.12,5.0,0.89,5.0,0.88,5.0,0.9,5.0,0.91,26.0,0.02,0.01,45.334752,1776333543000
1776333546.188,246.188,0.08,17.0,0.07,34.0,0.1,5.0,0.11,5.0,0.89,5.0,0.88,5.0,0.91,11.0,0.92,32.0,0.02,0.02,45.33351,1776333545000
1776333547.714,247.714,0.08,15.26,0.07,34.0,0.1,5.0,0.11,5.0,0.9,5.0,0.89,5.0,0.92,17.0,0.93,34.0,0.02,0.02,45.333545,1776333546000
1776333548.552,248.552,0.07,34.0,0.06,36.0,0.1,5.0,0.11,5.0,0.9,5.0,0.89,5.0,0.92,15.26,0.93,34.0,0.03,0.02,45.333393,1776333547000
1776333550.412,250.412,0.14,5.0,0.13,5.0,0.16,20.0,0.17,35.0,0.9,5.0,0.89,5.0,0.93,34.0,0.94,36.0,0.02,0.03,45.33291,1776333549000
1776333551.163,251.163,0.13,3.91,0.12,5.0,0.14,5.0,0.15,5.0,0.84,20.0,0.83,35.0,0.86,5.0,0.87,5.0,0.01,0.02,45.332932,1776333550000
1776333551.942,251.942,0.15,5.0,0.14,5.0,0.17,15.0,0.18,15.0,0.86,5.0,0.85,5.0,0.87,3.91,0.88,5.0,0.02,0.01,45.332932,1776333550000
1776333552.427,252.427,0.17,5.0,0.16,5.0,0.21,5.0,0.22,5.0,0.82,15.0,0.81,5.0,0.86,5.0,0.87,5.0,0.04,0.04,45.333773,1776333551000
1776333553.923,253.923,0.38,5.0,0.37,5.0,0.42,5.0,0.43,5.0,0.79,5.0,0.78,5.0,0.83,5.0,0.84,5.0,0.04,0.04,45.336933,1776333552000
