timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,hype_price,hype_oracle_ts
1776170101.455,1.455,0.11,100.0,0.08,150.0,0.07,150.0,0.06,150.0,0.05,175.0,0.89,100.0,0.92,150.0,0.93,150.0,0.94,150.0,0.95,175.0,0.11,100.0,0.08,150.0,0.07,150.0,0.06,150.0,0.05,175.0,0.89,100.0,0.92,150.0,0.93,150.0,0.94,150.0,0.95,175.0,0.78,0.78,45.064135,1776170099000
1776170101.945,1.945,0.11,100.0,0.08,150.0,0.07,150.0,0.06,150.0,0.05,175.0,0.89,100.0,0.92,150.0,0.93,150.0,0.94,150.0,0.95,175.0,0.27,5.0,0.26,5.0,0.25,5.0,0.24,5.0,0.23,5.0,0.51,5.0,0.52,5.0,0.53,5.0,0.54,15.0,0.55,5.0,0.78,0.24,45.064135,1776170099000
1776170102.541,2.541,0.49,5.0,0.48,5.0,0.47,5.0,0.46,15.0,0.45,5.0,0.73,5.0,0.74,5.0,0.75,5.0,0.76,5.0,0.77,5.0,0.27,5.0,0.26,5.0,0.25,5.0,0.24,5.0,0.23,5.0,0.51,5.0,0.52,5.0,0.53,5.0,0.54,15.0,0.55,5.0,0.24,0.24,45.064374,1776170101000
1776170103.265,3.265,0.49,5.0,0.48,5.0,0.47,5.0,0.46,15.0,0.45,5.0,0.73,5.0,0.74,5.0,0.75,5.0,0.76,5.0,0.77,5.0,0.27,5.0,0.26,5.0,0.25,5.0,0.24,5.0,0.23,5.0,0.51,5.0,0.52,5.0,0.53,5.0,0.54,15.0,0.55,5.0,0.24,0.24,45.064472,1776170102000
1776170104.717,4.717,0.49,5.0,0.48,5.0,0.47,5.0,0.46,15.0,0.45,5.0,0.73,5.0,0.74,5.0,0.75,5.0,0.76,5.0,0.77,5.0,0.27,5.0,0.26,5.0,0.25,5.0,0.24,5.0,0.23,5.0,0.51,5.0,0.52,5.0,0.53,5.0,0.54,15.0,0.55,5.0,0.24,0.24,45.067369,1776170103000
1776170105.364,5.364,0.49,5.0,0.48,5.0,0.47,5.0,0.46,15.0,0.45,5.0,0.73,5.0,0.74,5.0,0.75,5.0,0.76,5.0,0.77,5.0,0.27,5.0,0.26,5.0,0.25,5.0,0.24,5.0,0.23,5.0,0.51,5.0,0.52,5.0,0.53,5.0,0.54,15.0,0.55,5.0,0.24,0.24,45.067369,1776170104000
1776170106.084,6.084,0.49,5.0,0.48,5.0,0.47,5.0,0.46,15.0,0.45,5.0,0.73,5.0,0.74,5.0,0.75,5.0,0.76,5.0,0.77,5.0,0.27,5.0,0.26,5.0,0.25,5.0,0.24,5.0,0.23,5.0,0.51,5.0,0.52,5.0,0.53,5.0,0.54,15.0,0.55,5.0,0.24,0.24,45.068543,1776170105000
1776170107.411,7.411,0.49,5.0,0.48,5.0,0.47,5.0,0.46,15.0,0.45,5.0,0.73,5.0,0.74,5.0,0.75,5.0,0.76,5.0,0.77,5.0,0.27,5.0,0.26,5.0,0.25,5.0,0.24,5.0,0.23,5.0,0.51,5.0,0.52,5.0,0.53,5.0,0.54,15.0,0.55,5.0,0.24,0.24,45.06902,1776170106000
1776170108.06,8.06,0.49,5.0,0.48,5.0,0.47,5.0,0.46,15.0,0.45,5.0,0.73,5.0,0.74,5.0,0.75,5.0,0.76,5.0,0.77,5.0,0.27,5.0,0.26,5.0,0.25,5.0,0.24,5.0,0.23,5.0,0.51,5.0,0.52,5.0,0.53,5.0,0.54,15.0,0.55,5.0,0.24,0.24,45.070956,1776170107000
1776170109.616,9.616,0.49,5.0,0.48,5.0,0.47,5.0,0.46,15.0,0.45,5.0,0.73,5.0,0.74,5.0,0.75,5.0,0.76,5.0,0.77,5.0,0.27,5.0,0.26,5.0,0.25,5.0,0.24,5.0,0.23,5.0,0.51,5.0,0.52,5.0,0.53,5.0,0.54,15.0,0.55,5.0,0.24,0.24,45.070002,1776170108000
