timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,hype_price,hype_oracle_ts
1776162911.249,11.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.839166,1776162910000
1776162911.809,11.809,0.52,9.0,0.49,5.0,0.48,5.0,0.47,5.0,0.46,5.0,0.56,5.0,0.73,5.0,0.74,5.0,0.75,5.0,0.76,5.0,0.39,5.0,0.31,10.0,0.27,5.0,0.26,5.0,0.25,5.0,0.48,19.0,0.51,5.0,0.52,10.0,0.53,5.0,0.54,5.0,0.04,0.09,44.839166,1776162910000
1776162912.436,12.436,0.52,19.0,0.49,5.0,0.48,10.0,0.47,5.0,0.46,5.0,0.61,5.0,0.69,10.0,0.73,5.0,0.74,5.0,0.75,5.0,0.39,5.0,0.31,10.0,0.27,5.0,0.26,5.0,0.25,5.0,0.48,19.0,0.51,5.0,0.52,10.0,0.53,5.0,0.54,5.0,0.09,0.09,44.840039,1776162911000
1776162912.905,12.905,0.52,19.0,0.49,5.0,0.48,10.0,0.47,5.0,0.46,5.0,0.61,5.0,0.69,10.0,0.73,5.0,0.74,5.0,0.75,5.0,0.39,5.0,0.31,10.0,0.27,5.0,0.26,5.0,0.25,5.0,0.48,19.0,0.51,5.0,0.52,10.0,0.53,5.0,0.54,5.0,0.09,0.09,44.841468,1776162912000
1776162914.135,14.135,0.52,19.0,0.49,5.0,0.48,10.0,0.47,5.0,0.46,5.0,0.61,5.0,0.69,10.0,0.73,5.0,0.74,5.0,0.75,5.0,0.39,5.0,0.31,10.0,0.27,5.0,0.26,5.0,0.25,5.0,0.48,19.0,0.51,5.0,0.52,10.0,0.53,5.0,0.54,5.0,0.09,0.09,44.843769,1776162913000
1776162915.171,15.171,0.62,5.0,0.6,5.0,0.59,5.0,0.58,5.0,0.57,5.0,0.79,10.0,0.8,25.0,0.84,5.0,0.85,5.0,0.86,5.0,0.21,10.0,0.2,25.0,0.16,5.0,0.15,5.0,0.14,5.0,0.38,5.0,0.4,5.0,0.41,5.0,0.42,5.0,0.43,5.0,0.17,0.17,44.849611,1776162914000
1776162916.245,16.245,0.62,5.0,0.6,5.0,0.59,5.0,0.58,5.0,0.57,5.0,0.79,10.0,0.8,25.0,0.84,5.0,0.85,5.0,0.86,5.0,0.21,10.0,0.2,25.0,0.16,5.0,0.15,5.0,0.14,5.0,0.38,5.0,0.4,5.0,0.41,5.0,0.42,5.0,0.43,5.0,0.17,0.17,44.85643,1776162915000
1776162917.319,17.319,0.62,5.0,0.6,5.0,0.59,5.0,0.58,5.0,0.57,5.0,0.79,10.0,0.8,25.0,0.84,5.0,0.85,5.0,0.86,5.0,0.21,10.0,0.2,25.0,0.16,5.0,0.15,5.0,0.14,5.0,0.38,5.0,0.4,5.0,0.41,5.0,0.42,5.0,0.43,5.0,0.17,0.17,44.858995,1776162916000
1776162918.467,18.467,0.62,5.0,0.6,5.0,0.59,5.0,0.58,5.0,0.57,5.0,0.79,10.0,0.8,25.0,0.84,5.0,0.85,5.0,0.86,5.0,0.21,10.0,0.2,25.0,0.16,5.0,0.15,5.0,0.14,5.0,0.38,5.0,0.4,5.0,0.41,5.0,0.42,5.0,0.43,5.0,0.17,0.17,44.863337,1776162917000
1776162918.921,18.921,0.62,5.0,0.6,5.0,0.59,5.0,0.58,5.0,0.57,5.0,0.79,10.0,0.8,25.0,0.84,5.0,0.85,5.0,0.86,5.0,0.21,10.0,0.2,25.0,0.16,5.0,0.15,5.0,0.14,5.0,0.38,5.0,0.4,5.0,0.41,5.0,0.42,5.0,0.43,5.0,0.17,0.17,44.865681,1776162918000
1776162919.984,19.984,0.62,5.0,0.6,5.0,0.59,5.0,0.58,5.0,0.57,5.0,0.79,10.0,0.8,25.0,0.84,5.0,0.85,5.0,0.86,5.0,0.21,10.0,0.2,25.0,0.16,5.0,0.15,5.0,0.14,5.0,0.38,5.0,0.4,5.0,0.41,5.0,0.42,5.0,0.43,5.0,0.17,0.17,44.863349,1776162919000
1776162921.144,21.144,0.62,5.0,0.6,5.0,0.59,5.0,0.58,5.0,0.57,5.0,0.79,10.0,0.8,25.0,0.84,5.0,0.85,5.0,0.86,5.0,0.21,10.0,0.2,25.0,0.16,5.0,0.15,5.0,0.14,5.0,0.38,5.0,0.4,5.0,0.41,5.0,0.42,5.0,0.43,5.0,0.17,0.17,44.867503,1776162920000
1776162922.145,22.145,0.62,5.0,0.6,5.0,0.59,5.0,0.58,5.0,0.57,5.0,0.79,10.0,0.8,25.0,0.84,5.0,0.85,5.0,0.86,5.0,0.21,10.0,0.2,25.0,0.16,5.0,0.15,5.0,0.14,5.0,0.38,5.0,0.4,5.0,0.41,5.0,0.42,5.0,0.43,5.0,0.17,0.17,44.868654,1776162921000
1776162923.213,23.213,0.62,5.0,0.6,5.0,0.59,5.0,0.58,5.0,0.57,5.0,0.79,10.0,0.8,25.0,0.84,5.0,0.85,5.0,0.86,5.0,0.21,10.0,0.2,25.0,0.16,5.0,0.15,5.0,0.14,5.0,0.38,5.0,0.4,5.0,0.41,5.0,0.42,5.0,0.43,5.0,0.17,0.17,44.870107,1776162922000
1776162924.299,24.299,0.62,5.0,0.6,5.0,0.59,5.0,0.58,5.0,0.57,5.0,0.79,10.0,0.8,25.0,0.84,5.0,0.85,5.0,0.86,5.0,0.21,10.0,0.2,25.0,0.16,5.0,0.15,5.0,0.14,5.0,0.38,5.0,0.4,5.0,0.41,5.0,0.42,5.0,0.43,5.0,0.17,0.17,44.870084,1776162923000
1776162925.252,25.252,0.62,5.0,0.6,5.0,0.59,5.0,0.58,5.0,0.57,5.0,0.79,10.0,0.8,25.0,0.84,5.0,0.85,5.0,0.86,5.0,0.21,10.0,0.2,25.0,0.16,5.0,0.15,5.0,0.14,5.0,0.38,5.0,0.4,5.0,0.41,5.0,0.42,5.0,0.43,5.0,0.17,0.17,44.870112,1776162924000
1776162926.234,26.234,0.62,5.0,0.6,5.0,0.59,5.0,0.58,5.0,0.57,5.0,0.79,10.0,0.8,25.0,0.84,5.0,0.85,5.0,0.86,5.0,0.21,10.0,0.2,25.0,0.16,5.0,0.15,5.0,0.14,5.0,0.38,5.0,0.4,5.0,0.41,5.0,0.42,5.0,0.43,5.0,0.17,0.17,44.870168,1776162925000
1776162927.161,27.161,0.62,5.0,0.6,5.0,0.59,5.0,0.58,5.0,0.57,5.0,0.79,10.0,0.8,25.0,0.84,5.0,0.85,5.0,0.86,5.0,0.21,10.0,0.2,25.0,0.16,5.0,0.15,5.0,0.14,5.0,0.38,5.0,0.4,5.0,0.41,5.0,0.42,5.0,0.43,5.0,0.17,0.17,44.869888,1776162926000
1776162928.174,28.174,0.62,5.0,0.6,5.0,0.59,5.0,0.58,5.0,0.57,5.0,0.79,10.0,0.8,25.0,0.84,5.0,0.85,5.0,0.86,5.0,0.21,10.0,0.2,25.0,0.16,5.0,0.15,5.0,0.14,5.0,0.38,5.0,0.4,5.0,0.41,5.0,0.42,5.0,0.43,5.0,0.17,0.17,44.869474,1776162927000
1776162929.187,29.187,0.62,5.0,0.6,5.0,0.59,5.0,0.58,5.0,0.57,5.0,0.79,10.0,0.8,25.0,0.84,5.0,0.85,5.0,0.86,5.0,0.21,10.0,0.2,25.0,0.16,5.0,0.15,5.0,0.14,5.0,0.38,5.0,0.4,5.0,0.41,5.0,0.42,5.0,0.43,5.0,0.17,0.17,44.867553,1776162928000
1776162930.095,30.095,0.62,5.0,0.6,5.0,0.59,5.0,0.58,5.0,0.57,5.0,0.79,10.0,0.8,25.0,0.84,5.0,0.85,5.0,0.86,5.0,0.21,10.0,0.2,25.0,0.16,5.0,0.15,5.0,0.14,5.0,0.38,5.0,0.4,5.0,0.41,5.0,0.42,5.0,0.43,5.0,0.17,0.17,44.867777,1776162929000
1776162931.1,31.1,0.62,5.0,0.6,5.0,0.59,5.0,0.58,5.0,0.57,5.0,0.79,10.0,0.8,25.0,0.84,5.0,0.85,5.0,0.86,5.0,0.21,10.0,0.2,25.0,0.16,5.0,0.15,5.0,0.14,5.0,0.38,5.0,0.4,5.0,0.41,5.0,0.42,5.0,0.43,5.0,0.17,0.17,44.869514,1776162930000
1776162932.021,32.021,0.62,5.0,0.6,5.0,0.59,5.0,0.58,5.0,0.57,5.0,0.79,10.0,0.8,25.0,0.84,5.0,0.85,5.0,0.86,5.0,0.21,10.0,0.2,25.0,0.16,5.0,0.15,5.0,0.14,5.0,0.38,5.0,0.4,5.0,0.41,5.0,0.42,5.0,0.43,5.0,0.17,0.17,44.867273,1776162931000
1776162933.042,33.042,0.62,5.0,0.6,5.0,0.59,5.0,0.58,5.0,0.57,5.0,0.79,10.0,0.8,25.0,0.84,5.0,0.85,5.0,0.86,5.0,0.21,10.0,0.2,25.0,0.16,5.0,0.15,5.0,0.14,5.0,0.38,5.0,0.4,5.0,0.41,5.0,0.42,5.0,0.43,5.0,0.17,0.17,44.867273,1776162932000
1776162934.001,34.001,0.62,5.0,0.6,5.0,0.59,5.0,0.58,5.0,0.57,5.0,0.79,10.0,0.8,25.0,0.84,5.0,0.85,5.0,0.86,5.0,0.21,10.0,0.2,25.0,0.16,5.0,0.15,5.0,0.14,5.0,0.38,5.0,0.4,5.0,0.41,5.0,0.42,5.0,0.43,5.0,0.17,0.17,44.869246,1776162933000
1776162935.014,35.014,0.62,5.0,0.6,5.0,0.59,5.0,0.58,5.0,0.57,5.0,0.79,10.0,0.8,25.0,0.84,5.0,0.85,5.0,0.86,5.0,0.21,10.0,0.2,25.0,0.16,5.0,0.15,5.0,0.14,5.0,0.38,5.0,0.4,5.0,0.41,5.0,0.42,5.0,0.43,5.0,0.17,0.17,44.871303,1776162934000
1776162936.395,36.395,0.62,5.0,0.6,5.0,0.59,5.0,0.58,5.0,0.57,5.0,0.79,10.0,0.8,25.0,0.84,5.0,0.85,5.0,0.86,5.0,0.21,10.0,0.2,25.0,0.16,5.0,0.15,5.0,0.14,5.0,0.38,5.0,0.4,5.0,0.41,5.0,0.42,5.0,0.43,5.0,0.17,0.17,44.871612,1776162935000
1776162937.157,37.157,0.62,5.0,0.6,5.0,0.59,5.0,0.58,5.0,0.57,5.0,0.79,10.0,0.8,25.0,0.84,5.0,0.85,5.0,0.86,5.0,0.21,10.0,0.2,25.0,0.16,5.0,0.15,5.0,0.14,5.0,0.38,5.0,0.4,5.0,0.41,5.0,0.42,5.0,0.43,5.0,0.17,0.17,44.872303,1776162936000
