timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,hype_price,hype_oracle_ts
1776160211.658,11.658,0.44,11.0,0.35,14.0,0.34,10.0,0.24,5.0,0.23,5.0,0.48,5.0,0.49,5.0,0.5,5.0,0.51,15.0,0.52,5.0,0.52,5.0,0.51,5.0,0.5,5.0,0.49,15.0,0.48,5.0,0.56,11.0,0.65,14.0,0.66,10.0,0.76,5.0,0.77,5.0,0.04,0.04,44.832705,1776160210000
1776160212.135,12.135,0.44,11.0,0.35,14.0,0.34,10.0,0.24,5.0,0.23,5.0,0.48,5.0,0.49,5.0,0.5,5.0,0.51,15.0,0.52,5.0,0.53,5.0,0.52,5.0,0.51,5.0,0.5,15.0,0.49,5.0,0.56,11.0,0.67,10.0,0.68,15.0,0.77,5.0,0.78,5.0,0.04,0.03,44.832705,1776160210000
1776160212.431,12.431,0.44,11.0,0.33,10.0,0.32,15.0,0.23,5.0,0.22,5.0,0.47,5.0,0.48,5.0,0.49,5.0,0.5,15.0,0.51,5.0,0.53,5.0,0.52,5.0,0.51,5.0,0.5,15.0,0.49,5.0,0.56,11.0,0.67,10.0,0.68,15.0,0.77,5.0,0.78,5.0,0.03,0.03,44.832204,1776160211000
1776160212.984,12.984,0.44,11.0,0.33,10.0,0.32,15.0,0.23,5.0,0.22,5.0,0.47,5.0,0.48,5.0,0.49,5.0,0.5,15.0,0.51,5.0,0.53,5.0,0.52,5.0,0.51,5.0,0.5,15.0,0.49,5.0,0.56,11.0,0.67,10.0,0.68,15.0,0.77,5.0,0.78,5.0,0.03,0.03,44.832029,1776160212000
1776160214.125,14.125,0.44,11.0,0.33,10.0,0.32,15.0,0.23,5.0,0.22,5.0,0.47,5.0,0.48,5.0,0.49,5.0,0.5,15.0,0.51,5.0,0.53,5.0,0.52,5.0,0.51,5.0,0.5,15.0,0.49,5.0,0.56,11.0,0.67,10.0,0.68,15.0,0.77,5.0,0.78,5.0,0.03,0.03,44.829012,1776160213000
1776160214.612,14.612,0.44,5.07,0.32,15.0,0.3,10.0,0.18,5.0,0.17,5.0,0.45,5.0,0.46,5.0,0.47,10.0,0.55,11.0,0.56,11.0,0.53,5.0,0.52,5.0,0.51,5.0,0.5,15.0,0.49,5.0,0.56,11.0,0.67,10.0,0.68,15.0,0.77,5.0,0.78,5.0,0.01,0.03,44.829012,1776160213000
1776160215.183,15.183,0.44,5.07,0.32,15.0,0.3,10.0,0.18,5.0,0.17,5.0,0.45,5.0,0.46,5.0,0.47,10.0,0.55,11.0,0.56,11.0,0.55,5.0,0.54,5.0,0.53,10.0,0.45,11.0,0.44,11.0,0.56,5.07,0.68,15.0,0.7,10.0,0.82,5.0,0.83,5.0,0.01,0.01,44.82463,1776160214000
1776160216.4,16.4,0.35,14.0,0.32,10.0,0.18,5.0,0.17,5.0,0.16,5.0,0.45,5.0,0.46,5.0,0.49,10.0,0.56,11.0,0.59,12.0,0.55,5.0,0.54,5.0,0.51,10.0,0.44,11.0,0.41,12.0,0.65,14.0,0.68,10.0,0.82,5.0,0.83,5.0,0.84,5.0,0.1,0.1,44.823957,1776160215000
1776160217.01,17.01,0.35,14.0,0.32,10.0,0.18,5.0,0.17,5.0,0.16,5.0,0.45,5.0,0.46,5.0,0.49,10.0,0.56,11.0,0.59,12.0,0.55,5.0,0.54,5.0,0.51,10.0,0.44,11.0,0.41,12.0,0.65,14.0,0.68,10.0,0.82,5.0,0.83,5.0,0.84,5.0,0.1,0.1,44.823098,1776160216000
1776160218.21,18.21,0.35,14.0,0.32,10.0,0.18,5.0,0.17,5.0,0.16,5.0,0.45,5.0,0.46,5.0,0.49,10.0,0.56,11.0,0.59,12.0,0.55,5.0,0.54,5.0,0.51,10.0,0.44,11.0,0.41,12.0,0.65,14.0,0.68,10.0,0.82,5.0,0.83,5.0,0.84,5.0,0.1,0.1,44.822,1776160217000
1776160219.25,19.25,0.35,14.0,0.32,10.0,0.18,5.0,0.17,5.0,0.16,5.0,0.45,5.0,0.46,5.0,0.49,10.0,0.56,11.0,0.59,12.0,0.55,5.0,0.54,5.0,0.51,10.0,0.44,11.0,0.41,12.0,0.65,14.0,0.68,10.0,0.82,5.0,0.83,5.0,0.84,5.0,0.1,0.1,44.822114,1776160218000
1776160220.392,20.392,0.35,14.0,0.32,10.0,0.18,5.0,0.17,5.0,0.16,5.0,0.45,5.0,0.46,5.0,0.49,10.0,0.56,11.0,0.59,12.0,0.55,5.0,0.54,5.0,0.51,10.0,0.44,11.0,0.41,12.0,0.65,14.0,0.68,10.0,0.82,5.0,0.83,5.0,0.84,5.0,0.1,0.1,44.818523,1776160219000
1776160220.979,20.979,0.35,14.0,0.32,10.0,0.18,5.0,0.17,5.0,0.16,5.0,0.45,5.0,0.46,5.0,0.49,10.0,0.56,11.0,0.59,12.0,0.55,5.0,0.54,5.0,0.51,10.0,0.44,11.0,0.41,12.0,0.65,14.0,0.68,10.0,0.82,5.0,0.83,5.0,0.84,5.0,0.1,0.1,44.819553,1776160220000
1776160222.077,22.077,0.35,14.0,0.32,10.0,0.18,5.0,0.17,5.0,0.16,5.0,0.45,5.0,0.46,5.0,0.49,10.0,0.56,11.0,0.59,12.0,0.55,5.0,0.54,5.0,0.51,10.0,0.44,11.0,0.41,12.0,0.65,14.0,0.68,10.0,0.82,5.0,0.83,5.0,0.84,5.0,0.1,0.1,44.818389,1776160221000
