timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,hype_price,hype_oracle_ts
1776231601.464,1.464,0.5,5.0,0.47,21.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.5,5.0,0.53,21.0,0.03,0.03,43.555887,1776231600000
1776231601.868,1.868,0.5,5.0,0.47,31.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.5,5.0,0.53,21.0,0.03,0.03,43.555887,1776231600000
1776231602.864,2.864,0.5,5.0,0.47,31.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.5,5.0,0.53,21.0,0.03,0.03,43.554285,1776231602000
1776231603.809,3.809,0.5,5.0,0.47,31.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.5,5.0,0.53,21.0,0.03,0.03,43.555129,1776231603000
1776231605.925,5.925,0.5,5.0,0.47,31.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.5,5.0,0.53,21.0,0.03,0.03,43.555293,1776231604000
1776231606.469,6.469,0.5,5.0,0.47,31.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.5,5.0,0.53,21.0,0.03,0.03,43.55538,1776231605000
1776231606.936,6.936,0.5,5.0,0.47,31.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.5,5.0,0.53,21.0,0.03,0.03,43.555764,1776231606000
1776231608.145,8.145,0.5,5.0,0.47,31.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.5,5.0,0.53,21.0,0.03,0.03,43.554679,1776231607000
1776231609.169,9.169,0.5,5.0,0.47,31.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.5,5.0,0.53,21.0,0.03,0.03,43.554643,1776231608000
1776231610.241,10.241,0.5,5.0,0.47,31.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.5,5.0,0.53,21.0,0.03,0.03,43.554156,1776231609000
1776231611.282,11.282,0.5,5.0,0.47,31.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.5,5.0,0.53,21.0,0.03,0.03,43.55428,1776231610000
1776231612.351,12.351,0.5,5.0,0.47,31.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.5,5.0,0.53,21.0,0.03,0.03,43.556585,1776231611000
1776231612.952,12.952,0.5,5.0,0.47,31.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.5,5.0,0.53,21.0,0.03,0.03,43.556115,1776231612000
1776231613.944,13.944,0.5,5.0,0.47,31.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.5,5.0,0.53,21.0,0.03,0.03,43.554342,1776231613000
1776231615.03,15.03,0.5,5.0,0.47,31.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.5,5.0,0.53,21.0,0.03,0.03,43.553762,1776231614000
1776231616.023,16.023,0.5,5.0,0.47,31.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.5,5.0,0.53,21.0,0.03,0.03,43.553662,1776231615000
1776231617.047,17.047,0.5,5.0,0.47,31.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.5,5.0,0.53,21.0,0.03,0.03,43.553662,1776231616000
1776231618.119,18.119,0.5,5.0,0.47,31.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.5,5.0,0.53,21.0,0.03,0.03,43.55415,1776231617000
1776231619.752,19.752,0.5,5.0,0.47,31.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.5,5.0,0.53,21.0,0.03,0.03,43.553522,1776231618000
1776231620.275,20.275,0.5,5.0,0.47,31.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.5,5.0,0.53,21.0,0.03,0.03,43.552723,1776231619000
1776231621.185,21.185,0.5,5.0,0.47,31.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.5,5.0,0.53,21.0,0.03,0.03,43.552558,1776231620000
1776231622.155,22.155,0.5,5.0,0.47,31.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.5,5.0,0.53,21.0,0.03,0.03,43.552408,1776231621000
1776231623.219,23.219,0.5,5.0,0.47,31.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.5,5.0,0.53,21.0,0.03,0.03,43.553371,1776231622000
1776231624.271,24.271,0.5,5.0,0.47,31.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.5,5.0,0.53,21.0,0.03,0.03,43.554371,1776231623000
1776231625.185,25.185,0.5,5.0,0.47,31.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.5,5.0,0.53,21.0,0.03,0.03,43.555032,1776231624000
1776231626.161,26.161,0.5,5.0,0.47,31.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.5,5.0,0.53,21.0,0.03,0.03,43.554235,1776231625000
1776231627.187,27.187,0.5,5.0,0.47,31.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.5,5.0,0.53,21.0,0.03,0.03,43.554191,1776231626000
1776231628.151,28.151,0.5,5.0,0.47,31.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.5,5.0,0.53,21.0,0.03,0.03,43.554482,1776231627000
1776231629.133,29.133,0.5,5.0,0.47,31.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.5,5.0,0.53,21.0,0.03,0.03,43.553103,1776231628000
1776231630.069,30.069,0.5,5.0,0.47,31.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.5,5.0,0.53,21.0,0.03,0.03,43.552582,1776231629000
1776231631.081,31.081,0.5,5.0,0.47,31.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.5,5.0,0.53,21.0,0.03,0.03,43.552389,1776231630000
1776231632.611,32.611,0.5,5.0,0.47,31.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.5,5.0,0.53,21.0,0.03,0.03,43.552967,1776231631000
1776231633.09,33.09,0.5,5.0,0.47,31.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.5,5.0,0.53,21.0,0.03,0.03,43.553093,1776231632000
1776231634.055,34.055,0.5,5.0,0.47,31.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.5,5.0,0.53,21.0,0.03,0.03,43.553181,1776231633000
1776231634.506,34.506,0.47,21.0,0.46,21.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.5,5.0,0.53,21.0,0.06,0.03,43.553181,1776231633000
1776231635.14,35.14,0.47,21.0,0.46,21.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.53,21.0,0.54,21.0,0.06,0.06,43.553796,1776231634000
1776231636.132,36.132,0.47,21.0,0.46,21.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.53,21.0,0.54,21.0,0.06,0.06,43.553812,1776231635000
1776231637.091,37.091,0.47,21.0,0.46,21.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.53,21.0,0.54,21.0,0.06,0.06,43.553768,1776231636000
1776231638.04,38.04,0.47,21.0,0.46,21.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.53,21.0,0.54,21.0,0.06,0.06,43.55355,1776231637000
1776231639.028,39.028,0.47,21.0,0.46,21.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.53,21.0,0.54,21.0,0.06,0.06,43.55341,1776231638000
1776231640.01,40.01,0.47,21.0,0.46,21.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.53,21.0,0.54,21.0,0.06,0.06,43.553065,1776231639000
1776231641.065,41.065,0.47,21.0,0.46,21.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.53,21.0,0.54,21.0,0.06,0.06,43.55354,1776231640000
1776231642.011,42.011,0.47,21.0,0.46,21.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.53,21.0,0.54,21.0,0.06,0.06,43.553298,1776231641000
1776231642.917,42.917,0.47,21.0,0.46,21.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.53,21.0,0.54,21.0,0.06,0.06,43.553879,1776231642000
1776231643.91,43.91,0.47,21.0,0.46,21.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.53,21.0,0.54,21.0,0.06,0.06,43.552716,1776231643000
1776231645.491,45.491,0.47,21.0,0.46,21.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.53,21.0,0.54,21.0,0.06,0.06,43.552438,1776231644000
1776231646.113,46.113,0.47,21.0,0.46,21.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.53,21.0,0.54,21.0,0.06,0.06,43.552438,1776231645000
1776231647.464,47.464,0.47,21.0,0.46,21.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.53,21.0,0.54,21.0,0.06,0.06,43.552708,1776231646000
1776231648.204,48.204,0.47,21.0,0.46,21.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.53,21.0,0.54,21.0,0.06,0.06,43.552708,1776231647000
1776231649.674,49.674,0.47,21.0,0.46,21.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.53,21.0,0.54,21.0,0.06,0.06,43.551787,1776231648000
1776231649.99,49.99,0.47,21.0,0.46,21.0,0.53,21.0,0.54,21.0,0.47,21.0,0.46,21.0,0.53,21.0,0.54,21.0,0.06,0.06,43.551787,1776231649000
1776231651.248,51.248,0.47,11.0,0.46,21.0,0.53,48.0,0.54,26.0,0.47,48.0,0.46,26.0,0.53,11.0,0.54,21.0,0.06,0.06,43.551876,1776231650000
1776231652.589,52.589,0.47,11.0,0.46,21.0,0.53,48.0,0.54,26.0,0.47,48.0,0.46,26.0,0.53,11.0,0.54,21.0,0.06,0.06,43.547383,1776231651000
1776231653.232,53.232,0.47,11.0,0.46,21.0,0.53,48.0,0.54,26.0,0.47,48.0,0.46,26.0,0.53,11.0,0.54,21.0,0.06,0.06,43.546667,1776231652000
1776231653.506,53.506,0.47,4.98,0.46,21.0,0.53,43.0,0.54,21.0,0.47,48.0,0.46,26.0,0.53,11.0,0.54,21.0,0.06,0.06,43.546667,1776231652000
1776231654.38,54.38,0.47,4.98,0.46,21.0,0.53,43.0,0.54,21.0,0.47,43.0,0.46,21.0,0.53,4.98,0.54,21.0,0.06,0.06,43.546574,1776231653000
1776231655.063,55.063,0.47,4.98,0.46,21.0,0.53,43.0,0.54,21.0,0.47,43.0,0.46,21.0,0.53,4.98,0.54,21.0,0.06,0.06,43.546168,1776231654000
1776231656.095,56.095,0.47,4.98,0.46,21.0,0.53,43.0,0.54,21.0,0.47,43.0,0.46,21.0,0.53,4.98,0.54,21.0,0.06,0.06,43.546168,1776231655000
1776231657.279,57.279,0.47,4.98,0.46,21.0,0.53,43.0,0.54,21.0,0.47,43.0,0.46,21.0,0.53,4.98,0.54,21.0,0.06,0.06,43.54506,1776231656000
1776231658.427,58.427,0.47,4.98,0.46,21.0,0.53,43.0,0.54,21.0,0.47,43.0,0.46,21.0,0.53,4.98,0.54,21.0,0.06,0.06,43.545012,1776231657000
1776231659.06,59.06,0.47,4.98,0.46,21.0,0.53,43.0,0.54,21.0,0.47,43.0,0.46,21.0,0.53,4.98,0.54,21.0,0.06,0.06,43.544943,1776231658000
1776231660.05,60.05,0.47,4.98,0.46,21.0,0.53,43.0,0.54,21.0,0.47,43.0,0.46,21.0,0.53,4.98,0.54,21.0,0.06,0.06,43.545362,1776231659000
