timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,hype_price,hype_oracle_ts
1776364801.236,1.236,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,43.706029,1776364800000
1776364802.371,2.371,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,43.708982,1776364801000
1776364803.952,3.952,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,43.711749,1776364802000
1776364804.7,4.7,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,43.711749,1776364803000
1776364805.571,5.571,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,43.711827,1776364804000
1776364806.372,6.372,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,43.711098,1776364805000
1776364807.199,7.199,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,43.711837,1776364806000
1776364808.723,8.723,0.6,5.0,0.59,5.0,0.61,3.03,0.62,5.0,0.39,3.03,0.38,5.0,0.4,5.0,0.41,5.0,0.01,0.01,43.719523,1776364807000
1776364809.554,9.554,0.6,5.0,0.59,5.0,0.61,3.03,0.62,5.0,0.39,3.03,0.38,5.0,0.4,5.0,0.41,5.0,0.01,0.01,43.721068,1776364808000
1776364810.253,10.253,0.53,5.0,0.52,5.0,0.54,3.14,0.55,5.0,0.46,3.14,0.45,5.0,0.47,5.0,0.48,5.0,0.01,0.01,43.723596,1776364809000
1776364812.828,12.828,0.58,5.0,0.57,5.0,0.6,3.0,0.61,5.0,0.46,3.14,0.45,5.0,0.47,5.0,0.48,5.0,0.02,0.01,43.723525,1776364810000
1776364822.776,22.776,0.66,5.0,0.65,5.0,0.68,2.1,0.69,5.0,0.4,3.0,0.39,5.0,0.42,5.0,0.43,5.0,0.02,0.02,43.730667,1776364821000
1776364832.37,32.37,0.64,5.0,0.63,5.0,0.66,5.0,0.67,5.0,0.32,2.1,0.31,5.0,0.34,5.0,0.35,5.0,0.02,0.02,43.727937,1776364831000
1776364834.081,34.081,0.63,1.75,0.62,5.0,0.65,5.0,0.66,5.0,0.34,5.0,0.33,5.0,0.36,5.0,0.37,5.0,0.02,0.02,43.728879,1776364832000
1776364835.324,35.324,0.71,5.0,0.7,5.0,0.74,5.0,0.75,13.0,0.35,5.0,0.34,5.0,0.37,1.75,0.38,5.0,0.03,0.02,43.727142,1776364834000
1776364854.642,54.642,0.78,5.0,0.77,5.0,0.8,20.0,0.81,15.0,0.26,5.0,0.25,13.0,0.29,5.0,0.3,5.0,0.02,0.03,43.757486,1776364853000
1776364855.375,55.375,0.78,5.0,0.77,5.0,0.8,20.0,0.81,15.0,0.2,20.0,0.19,15.0,0.22,5.0,0.23,5.0,0.02,0.02,43.757486,1776364854000
1776364885.231,85.231,0.79,5.0,0.78,5.0,0.8,6.44,0.82,20.0,0.2,20.0,0.19,15.0,0.22,5.0,0.23,5.0,0.01,0.02,43.75886,1776364884000
1776364896.013,96.013,0.79,5.0,0.78,5.0,0.8,4.94,0.88,40.0,0.2,6.44,0.18,20.0,0.21,5.0,0.22,5.0,0.01,0.01,43.761304,1776364895000
1776364933.754,133.754,0.87,5.0,0.86,5.0,0.88,18.64,0.9,10.0,0.12,40.0,0.11,20.0,0.21,5.0,0.22,5.0,0.01,0.09,43.771133,1776364932000
1776364964.794,164.794,0.83,5.0,0.82,5.0,0.84,13.87,0.85,20.0,0.12,18.64,0.1,10.0,0.13,5.0,0.14,5.0,0.01,0.01,43.747957,1776364963000
1776364987.421,187.421,0.8,5.0,0.79,5.0,0.82,5.0,0.83,5.0,0.16,13.87,0.15,20.0,0.17,5.0,0.18,5.0,0.02,0.01,43.750715,1776364986000
1776364994.53,194.53,0.64,15.0,0.63,16.75,0.66,5.0,0.67,5.0,0.18,5.0,0.17,5.0,0.2,5.0,0.21,5.0,0.02,0.02,43.745861,1776364993000
1776364996.64,196.64,0.52,17.91,0.51,20.0,0.54,5.0,0.55,5.0,0.34,5.0,0.33,5.0,0.36,15.0,0.37,16.75,0.02,0.02,43.737797,1776364995000
1776364996.967,196.967,0.52,12.91,0.51,20.0,0.54,1.46,0.55,5.0,0.46,5.0,0.45,5.0,0.48,17.91,0.49,20.0,0.02,0.02,43.737797,1776364995000
1776364997.418,197.418,0.52,12.91,0.51,15.0,0.53,3.11,0.54,1.46,0.46,1.46,0.45,5.0,0.48,12.91,0.49,20.0,0.01,0.02,43.732512,1776364996000
1776364998.571,198.571,0.55,5.0,0.54,5.0,0.57,5.0,0.58,5.0,0.47,3.11,0.46,1.46,0.48,12.91,0.49,15.0,0.02,0.01,43.730059,1776364997000
1776364999.361,199.361,0.55,2.77,0.54,5.0,0.57,5.0,0.58,5.0,0.43,5.0,0.42,5.0,0.45,5.0,0.46,5.0,0.02,0.02,43.725517,1776364998000
1776365001.384,201.384,0.72,5.0,0.71,5.0,0.76,5.0,0.77,5.0,0.43,5.0,0.42,5.0,0.45,2.77,0.46,5.0,0.04,0.02,43.719872,1776365000000
1776365001.928,201.928,0.75,1.0,0.74,5.0,0.77,5.0,0.78,5.0,0.24,5.0,0.23,5.0,0.28,5.0,0.29,5.0,0.02,0.04,43.719872,1776365000000
1776365002.568,202.568,0.73,3.89,0.72,5.0,0.75,5.0,0.76,5.0,0.23,5.0,0.22,5.0,0.25,1.0,0.26,5.0,0.02,0.02,43.719872,1776365001000
1776365002.797,202.797,0.73,3.89,0.72,5.0,0.75,4.52,0.76,5.0,0.25,5.0,0.24,5.0,0.27,3.89,0.28,5.0,0.02,0.02,43.719872,1776365001000
1776365003.467,203.467,0.72,5.0,0.71,5.0,0.74,3.64,0.75,4.52,0.25,4.52,0.24,5.0,0.27,3.89,0.28,5.0,0.02,0.02,43.723481,1776365002000
1776365004.036,204.036,0.71,29.55,0.7,5.0,0.73,4.36,0.74,3.64,0.26,3.64,0.25,4.52,0.29,1.55,0.3,5.0,0.02,0.03,43.723481,1776365002000
1776365008.228,208.228,0.7,5.0,0.69,5.0,0.73,5.0,0.74,5.0,0.27,4.36,0.26,3.64,0.29,29.55,0.3,5.0,0.03,0.02,43.729683,1776365007000
1776365013.565,213.565,0.61,15.0,0.6,15.0,0.63,5.0,0.64,5.0,0.27,5.0,0.26,5.0,0.3,5.0,0.31,5.0,0.02,0.03,43.730805,1776365012000
1776365018.074,218.074,0.6,5.0,0.59,5.0,0.61,40.0,0.64,5.0,0.37,5.0,0.36,5.0,0.42,20.0,0.43,20.0,0.01,0.05,43.716156,1776365017000
1776365022.981,222.981,0.5,11.0,0.46,5.0,0.51,44.01,0.52,5.0,0.39,40.0,0.36,5.0,0.4,5.0,0.41,5.0,0.01,0.01,43.717182,1776365021000
1776365023.643,223.643,0.5,5.9,0.42,5.0,0.51,44.01,0.52,5.0,0.49,44.01,0.48,5.0,0.5,11.0,0.54,5.0,0.01,0.01,43.716499,1776365022000
1776365033.625,233.625,0.5,10.9,0.49,5.0,0.51,35.0,0.55,5.0,0.49,44.01,0.48,5.0,0.5,5.9,0.58,5.0,0.01,0.01,43.713644,1776365032000
1776365047.518,247.518,0.79,5.0,0.78,5.0,0.81,5.0,0.82,5.0,0.49,35.0,0.45,5.0,0.5,10.9,0.51,5.0,0.02,0.01,43.715729,1776365046000
1776365051.907,251.907,0.83,39.0,0.78,5.0,0.86,1.47,0.87,5.0,0.19,5.0,0.18,5.0,0.21,5.0,0.22,5.0,0.03,0.02,43.726735,1776365050000
1776365053.678,253.678,0.82,4.16,0.81,5.0,0.85,5.0,0.86,1.47,0.14,1.47,0.13,5.0,0.17,39.0,0.22,5.0,0.03,0.03,43.731906,1776365052000
1776365054.519,254.519,0.81,3.67,0.8,5.0,0.84,5.0,0.85,5.0,0.15,5.0,0.14,1.47,0.18,4.16,0.19,5.0,0.03,0.03,43.731906,1776365053000
1776365055.361,255.361,0.81,4.47,0.8,5.0,0.84,5.0,0.85,5.0,0.16,5.0,0.15,5.0,0.19,3.67,0.2,5.0,0.03,0.03,43.72945,1776365054000
1776365061.288,261.288,0.81,5.0,0.8,5.0,0.83,2.25,0.84,5.0,0.16,5.0,0.15,5.0,0.19,4.47,0.2,5.0,0.02,0.03,43.730017,1776365059000
1776365065.633,265.633,0.91,24.0,0.89,5.0,0.92,17.0,0.93,34.0,0.17,2.25,0.16,5.0,0.19,5.0,0.2,5.0,0.01,0.02,43.731552,1776365064000
1776365066.855,266.855,0.91,12.88,0.89,5.0,0.92,17.0,0.93,19.0,0.08,17.0,0.07,34.0,0.09,24.0,0.11,5.0,0.01,0.01,43.731527,1776365065000
1776365067.425,267.425,0.91,1.76,0.89,5.0,0.92,17.0,0.93,19.0,0.08,17.0,0.07,19.0,0.09,12.88,0.11,5.0,0.01,0.01,43.731437,1776365066000
1776365067.994,267.994,0.85,20.0,0.84,20.0,0.92,17.0,0.93,19.0,0.08,17.0,0.07,19.0,0.09,1.76,0.11,5.0,0.07,0.01,43.731437,1776365066000
1776365071.416,271.416,0.8,5.0,0.79,5.0,0.81,40.0,0.84,5.0,0.08,17.0,0.07,19.0,0.15,20.0,0.16,20.0,0.01,0.07,43.734311,1776365069000
1776365071.719,271.719,0.8,5.0,0.79,5.0,0.81,2.92,0.82,5.0,0.19,40.0,0.16,5.0,0.2,5.0,0.21,5.0,0.01,0.01,43.734311,1776365069000
1776365074.39,274.39,0.64,5.0,0.63,5.0,0.75,5.0,0.76,5.0,0.19,2.92,0.18,5.0,0.2,5.0,0.21,5.0,0.11,0.01,43.731321,1776365072000
1776365081.614,281.614,0.19,24.0,0.11,184.0,0.2,5.0,0.21,5.0,0.25,5.0,0.24,5.0,0.36,5.0,0.37,5.0,0.01,0.11,43.723223,1776365080000
1776365081.864,281.864,0.19,4.77,0.11,50.0,0.2,5.0,0.21,5.0,0.8,5.0,0.79,5.0,0.81,24.0,0.89,184.0,0.01,0.01,43.723223,1776365080000
1776365082.084,282.084,0.1,10.0,0.09,11.0,0.2,5.0,0.21,5.0,0.8,5.0,0.79,5.0,0.81,1.95,0.87,5.0,0.1,0.01,43.723223,1776365080000
1776365082.433,282.433,0.1,10.0,0.09,16.0,0.11,39.9,0.12,5.0,0.86,5.0,0.85,5.0,0.9,10.0,0.91,11.0,0.01,0.04,43.723223,1776365080000
