timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,hype_price,hype_oracle_ts
1776267308.568,8.568,0.69,5.0,0.68,5.0,0.72,5.0,0.73,5.0,0.41,37.0,0.4,33.0,0.5,20.0,0.59,37.0,0.03,0.09,44.449766,1776267307000
1776267311.445,11.445,0.63,5.0,0.62,5.0,0.65,5.0,0.66,5.0,0.28,5.0,0.27,5.0,0.31,5.0,0.32,5.0,0.02,0.03,44.44811,1776267310000
1776267316.452,16.452,0.66,5.0,0.65,5.0,0.68,5.0,0.69,5.0,0.35,5.0,0.34,5.0,0.37,5.0,0.38,5.0,0.02,0.02,44.439869,1776267315000
1776267322.093,22.093,0.66,5.0,0.65,5.0,0.68,4.85,0.69,5.0,0.32,5.0,0.31,5.0,0.34,5.0,0.35,5.0,0.02,0.02,44.446815,1776267321000
1776267322.55,22.55,0.68,5.0,0.67,5.0,0.71,5.0,0.72,5.0,0.32,4.85,0.31,5.0,0.34,5.0,0.35,5.0,0.03,0.02,44.446815,1776267321000
1776267335.429,35.429,0.75,5.0,0.74,5.0,0.77,5.0,0.78,10.0,0.29,5.0,0.28,5.0,0.32,5.0,0.33,5.0,0.02,0.03,44.440517,1776267334000
1776267355.149,55.149,0.81,5.0,0.8,5.0,0.82,5.78,0.83,15.0,0.23,5.0,0.22,10.0,0.25,5.0,0.26,5.0,0.01,0.02,44.490599,1776267353000
1776267383.772,83.772,0.72,3.21,0.71,5.0,0.84,5.0,0.85,5.0,0.18,5.78,0.17,15.0,0.19,5.0,0.2,5.0,0.12,0.01,44.516304,1776267382000
1776267401.379,101.379,0.71,5.0,0.7,5.0,0.72,18.61,0.73,20.0,0.16,5.0,0.15,5.0,0.28,3.21,0.29,5.0,0.01,0.12,44.452736,1776267399000
1776267490.414,190.414,0.79,5.0,0.78,5.0,0.81,15.0,0.82,30.0,0.28,18.61,0.27,20.0,0.29,5.0,0.3,5.0,0.02,0.01,44.448884,1776267489000
1776267491.082,191.082,0.78,5.0,0.77,5.0,0.81,15.0,0.82,30.0,0.19,15.0,0.18,30.0,0.21,5.0,0.22,5.0,0.03,0.02,44.448884,1776267489000
