timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_bid_p3,up_bid_s3,up_bid_p4,up_bid_s4,up_bid_p5,up_bid_s5,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,up_ask_p3,up_ask_s3,up_ask_p4,up_ask_s4,up_ask_p5,up_ask_s5,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_bid_p3,down_bid_s3,down_bid_p4,down_bid_s4,down_bid_p5,down_bid_s5,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,down_ask_p3,down_ask_s3,down_ask_p4,down_ask_s4,down_ask_p5,down_ask_s5,up_spread,down_spread,hype_price,hype_oracle_ts
1776168311.375,11.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.745709,1776168310000
1776168311.954,11.954,0.38,13.0,0.35,15.0,0.27,5.0,0.26,5.0,0.25,5.0,0.51,5.0,0.52,15.0,0.53,5.0,0.54,5.0,0.55,5.0,0.49,5.0,0.48,15.0,0.47,5.0,0.46,5.0,0.45,5.0,0.62,13.0,0.65,15.0,0.73,5.0,0.74,5.0,0.75,5.0,0.13,0.13,44.745709,1776168310000
1776168312.473,12.473,0.38,13.0,0.35,15.0,0.27,5.0,0.26,5.0,0.25,5.0,0.51,5.0,0.52,15.0,0.53,5.0,0.54,5.0,0.55,5.0,0.49,5.0,0.48,15.0,0.47,5.0,0.46,5.0,0.45,5.0,0.62,13.0,0.65,15.0,0.73,5.0,0.74,5.0,0.75,5.0,0.13,0.13,44.74111,1776168311000
1776168313.591,13.591,0.38,13.0,0.35,15.0,0.27,5.0,0.26,5.0,0.25,5.0,0.51,5.0,0.52,15.0,0.53,5.0,0.54,5.0,0.55,5.0,0.49,5.0,0.48,15.0,0.47,5.0,0.46,5.0,0.45,5.0,0.62,13.0,0.65,15.0,0.73,5.0,0.74,5.0,0.75,5.0,0.13,0.13,44.740241,1776168312000
1776168314.719,14.719,0.38,13.0,0.35,15.0,0.27,5.0,0.26,5.0,0.25,5.0,0.51,5.0,0.52,15.0,0.53,5.0,0.54,5.0,0.55,5.0,0.49,5.0,0.48,15.0,0.47,5.0,0.46,5.0,0.45,5.0,0.62,13.0,0.65,15.0,0.73,5.0,0.74,5.0,0.75,5.0,0.13,0.13,44.740652,1776168313000
1776168315.628,15.628,0.38,13.0,0.35,15.0,0.27,5.0,0.26,5.0,0.25,5.0,0.51,5.0,0.52,15.0,0.53,5.0,0.54,5.0,0.55,5.0,0.49,5.0,0.48,15.0,0.47,5.0,0.46,5.0,0.45,5.0,0.62,13.0,0.65,15.0,0.73,5.0,0.74,5.0,0.75,5.0,0.13,0.13,44.740007,1776168314000
1776168316.29,16.29,0.38,13.0,0.35,15.0,0.27,5.0,0.26,5.0,0.25,5.0,0.51,5.0,0.52,15.0,0.53,5.0,0.54,5.0,0.55,5.0,0.49,5.0,0.48,15.0,0.47,5.0,0.46,5.0,0.45,5.0,0.62,13.0,0.65,15.0,0.73,5.0,0.74,5.0,0.75,5.0,0.13,0.13,44.740009,1776168315000
1776168317.993,17.993,0.38,13.0,0.35,15.0,0.27,5.0,0.26,5.0,0.25,5.0,0.51,5.0,0.52,15.0,0.53,5.0,0.54,5.0,0.55,5.0,0.49,5.0,0.48,15.0,0.47,5.0,0.46,5.0,0.45,5.0,0.62,13.0,0.65,15.0,0.73,5.0,0.74,5.0,0.75,5.0,0.13,0.13,44.741846,1776168316000
1776168318.751,18.751,0.38,13.0,0.35,15.0,0.27,5.0,0.26,5.0,0.25,5.0,0.51,5.0,0.52,15.0,0.53,5.0,0.54,5.0,0.55,5.0,0.49,5.0,0.48,15.0,0.47,5.0,0.46,5.0,0.45,5.0,0.62,13.0,0.65,15.0,0.73,5.0,0.74,5.0,0.75,5.0,0.13,0.13,44.741951,1776168317000
1776168319.482,19.482,0.38,13.0,0.35,15.0,0.27,5.0,0.26,5.0,0.25,5.0,0.51,5.0,0.52,15.0,0.53,5.0,0.54,5.0,0.55,5.0,0.49,5.0,0.48,15.0,0.47,5.0,0.46,5.0,0.45,5.0,0.62,13.0,0.65,15.0,0.73,5.0,0.74,5.0,0.75,5.0,0.13,0.13,44.739087,1776168318000
