timestamp,elapsed_sec,up_bid_p1,up_bid_s1,up_bid_p2,up_bid_s2,up_ask_p1,up_ask_s1,up_ask_p2,up_ask_s2,down_bid_p1,down_bid_s1,down_bid_p2,down_bid_s2,down_ask_p1,down_ask_s1,down_ask_p2,down_ask_s2,up_spread,down_spread,hype_price,hype_oracle_ts
1776349800.655,0.655,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,44.544667,1776349799000
1776349801.308,1.308,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,44.545569,1776349800000
1776349802.621,2.621,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,44.545842,1776349801000
1776349803.313,3.313,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,44.547175,1776349802000
1776349804.847,4.847,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,44.545765,1776349803000
1776349805.397,5.397,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,44.541708,1776349804000
1776349806.07,6.07,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,44.542893,1776349805000
1776349807.577,7.577,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,44.545944,1776349806000
1776349808.964,8.964,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,44.544902,1776349807000
1776349809.729,9.729,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,44.545623,1776349808000
1776349810.488,10.488,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,44.54362,1776349809000
1776349811.168,11.168,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.18,0.18,44.543336,1776349810000
1776349819.434,19.434,0.43,5.0,0.42,5.0,0.51,5.0,0.52,5.0,0.41,37.0,0.4,33.0,0.59,37.0,0.6,33.0,0.08,0.18,44.536842,1776349818000
1776349826.554,26.554,0.5,5.0,0.49,5.0,0.51,3.03,0.52,5.0,0.49,5.0,0.48,5.0,0.57,5.0,0.58,5.0,0.01,0.08,44.536679,1776349824000
1776349840.697,40.697,0.61,5.0,0.6,5.0,0.62,3.2,0.63,8.0,0.49,3.03,0.48,5.0,0.5,5.0,0.51,5.0,0.01,0.01,44.539572,1776349839000
1776349842.184,42.184,0.49,3.03,0.48,5.0,0.51,5.0,0.52,5.0,0.38,3.2,0.37,8.0,0.39,5.0,0.4,5.0,0.02,0.01,44.531249,1776349841000
